Index        V(G,GA)           V(D,DA)          TEMP          I(VDPROBE)       I(VGPROBE)       I(VSPROBE)       I(VBPROBE)
26        -7.40000000e-01   5.00000000e-02   2.70000000e+01   3.38939000e-16   0.00000000e+00  -3.38939000e-16   0.00000000e+00
27        -7.30000000e-01   5.00000000e-02   2.70000000e+01   4.09653700e-16   0.00000000e+00  -4.09653700e-16   0.00000000e+00
28        -7.20000000e-01   5.00000000e-02   2.70000000e+01   4.98344000e-16   0.00000000e+00  -4.98344000e-16   0.00000000e+00
29        -7.10000000e-01   5.00000000e-02   2.70000000e+01   6.09721700e-16   0.00000000e+00  -6.09721700e-16   0.00000000e+00
30        -7.00000000e-01   5.00000000e-02   2.70000000e+01   7.49763300e-16   0.00000000e+00  -7.49763300e-16   0.00000000e+00
31        -6.90000000e-01   5.00000000e-02   2.70000000e+01   9.26056500e-16   0.00000000e+00  -9.26056500e-16   0.00000000e+00
32        -6.80000000e-01   5.00000000e-02   2.70000000e+01   1.14820000e-15   0.00000000e+00  -1.14820000e-15   0.00000000e+00
33        -6.70000000e-01   5.00000000e-02   2.70000000e+01   1.42860000e-15   0.00000000e+00  -1.42860000e-15   0.00000000e+00
34        -6.60000000e-01   5.00000000e-02   2.70000000e+01   1.78270000e-15   0.00000000e+00  -1.78270000e-15   0.00000000e+00
35        -6.50000000e-01   5.00000000e-02   2.70000000e+01   2.23040000e-15   0.00000000e+00  -2.23040000e-15   0.00000000e+00
36        -6.40000000e-01   5.00000000e-02   2.70000000e+01   2.79710000e-15   0.00000000e+00  -2.79710000e-15   0.00000000e+00
37        -6.30000000e-01   5.00000000e-02   2.70000000e+01   3.51510000e-15   0.00000000e+00  -3.51510000e-15   0.00000000e+00
38        -6.20000000e-01   5.00000000e-02   2.70000000e+01   4.42570000e-15   0.00000000e+00  -4.42570000e-15   0.00000000e+00
39        -6.10000000e-01   5.00000000e-02   2.70000000e+01   5.58150000e-15   0.00000000e+00  -5.58150000e-15   0.00000000e+00
40        -6.00000000e-01   5.00000000e-02   2.70000000e+01   7.05000000e-15   0.00000000e+00  -7.05000000e-15   0.00000000e+00
41        -5.90000000e-01   5.00000000e-02   2.70000000e+01   8.91740000e-15   0.00000000e+00  -8.91740000e-15   0.00000000e+00
42        -5.80000000e-01   5.00000000e-02   2.70000000e+01   1.12941000e-14   0.00000000e+00  -1.12941000e-14   0.00000000e+00
43        -5.70000000e-01   5.00000000e-02   2.70000000e+01   1.43214000e-14   0.00000000e+00  -1.43214000e-14   0.00000000e+00
44        -5.60000000e-01   5.00000000e-02   2.70000000e+01   1.81806000e-14   0.00000000e+00  -1.81806000e-14   0.00000000e+00
45        -5.50000000e-01   5.00000000e-02   2.70000000e+01   2.31038000e-14   0.00000000e+00  -2.31038000e-14   0.00000000e+00
46        -5.40000000e-01   5.00000000e-02   2.70000000e+01   2.93899000e-14   0.00000000e+00  -2.93899000e-14   0.00000000e+00
47        -5.30000000e-01   5.00000000e-02   2.70000000e+01   3.74213000e-14   0.00000000e+00  -3.74213000e-14   0.00000000e+00
48        -5.20000000e-01   5.00000000e-02   2.70000000e+01   4.76906000e-14   0.00000000e+00  -4.76906000e-14   0.00000000e+00
49        -5.10000000e-01   5.00000000e-02   2.70000000e+01   6.08304000e-14   0.00000000e+00  -6.08304000e-14   0.00000000e+00
50        -5.00000000e-01   5.00000000e-02   2.70000000e+01   7.76543000e-14   0.00000000e+00  -7.76543000e-14   0.00000000e+00
51        -4.90000000e-01   5.00000000e-02   2.70000000e+01   9.92103000e-14   0.00000000e+00  -9.92103000e-14   0.00000000e+00
52        -4.80000000e-01   5.00000000e-02   2.70000000e+01   1.26846700e-13   0.00000000e+00  -1.26846700e-13   0.00000000e+00
53        -4.70000000e-01   5.00000000e-02   2.70000000e+01   1.62301600e-13   0.00000000e+00  -1.62301600e-13   0.00000000e+00
54        -4.60000000e-01   5.00000000e-02   2.70000000e+01   2.07814800e-13   0.00000000e+00  -2.07814800e-13   0.00000000e+00
55        -4.50000000e-01   5.00000000e-02   2.70000000e+01   2.66275200e-13   0.00000000e+00  -2.66275200e-13   0.00000000e+00
56        -4.40000000e-01   5.00000000e-02   2.70000000e+01   3.41410300e-13   0.00000000e+00  -3.41410300e-13   0.00000000e+00
57        -4.30000000e-01   5.00000000e-02   2.70000000e+01   4.38031800e-13   0.00000000e+00  -4.38031800e-13   0.00000000e+00
58        -4.20000000e-01   5.00000000e-02   2.70000000e+01   5.62354600e-13   0.00000000e+00  -5.62354600e-13   0.00000000e+00
59        -4.10000000e-01   5.00000000e-02   2.70000000e+01   7.22408900e-13   0.00000000e+00  -7.22408900e-13   0.00000000e+00
60        -4.00000000e-01   5.00000000e-02   2.70000000e+01   9.28575000e-13   0.00000000e+00  -9.28575000e-13   0.00000000e+00
61        -3.90000000e-01   5.00000000e-02   2.70000000e+01   1.19430000e-12   0.00000000e+00  -1.19430000e-12   0.00000000e+00
62        -3.80000000e-01   5.00000000e-02   2.70000000e+01   1.53690000e-12   0.00000000e+00  -1.53690000e-12   0.00000000e+00
63        -3.70000000e-01   5.00000000e-02   2.70000000e+01   1.97890000e-12   0.00000000e+00  -1.97890000e-12   0.00000000e+00
64        -3.60000000e-01   5.00000000e-02   2.70000000e+01   2.54940000e-12   0.00000000e+00  -2.54940000e-12   0.00000000e+00
65        -3.50000000e-01   5.00000000e-02   2.70000000e+01   3.28610000e-12   0.00000000e+00  -3.28610000e-12   0.00000000e+00
66        -3.40000000e-01   5.00000000e-02   2.70000000e+01   4.23790000e-12   0.00000000e+00  -4.23790000e-12   0.00000000e+00
67        -3.30000000e-01   5.00000000e-02   2.70000000e+01   5.46820000e-12   0.00000000e+00  -5.46820000e-12   0.00000000e+00
68        -3.20000000e-01   5.00000000e-02   2.70000000e+01   7.05920000e-12   0.00000000e+00  -7.05920000e-12   0.00000000e+00
69        -3.10000000e-01   5.00000000e-02   2.70000000e+01   9.11750000e-12   0.00000000e+00  -9.11750000e-12   0.00000000e+00
70        -3.00000000e-01   5.00000000e-02   2.70000000e+01   1.17816000e-11   0.00000000e+00  -1.17816000e-11   0.00000000e+00
71        -2.90000000e-01   5.00000000e-02   2.70000000e+01   1.52311000e-11   0.00000000e+00  -1.52311000e-11   0.00000000e+00
72        -2.80000000e-01   5.00000000e-02   2.70000000e+01   1.96997000e-11   0.00000000e+00  -1.96997000e-11   0.00000000e+00
73        -2.70000000e-01   5.00000000e-02   2.70000000e+01   2.54907000e-11   0.00000000e+00  -2.54907000e-11   0.00000000e+00
74        -2.60000000e-01   5.00000000e-02   2.70000000e+01   3.29985000e-11   0.00000000e+00  -3.29985000e-11   0.00000000e+00
75        -2.50000000e-01   5.00000000e-02   2.70000000e+01   4.27359000e-11   0.00000000e+00  -4.27359000e-11   0.00000000e+00
76        -2.40000000e-01   5.00000000e-02   2.70000000e+01   5.53699000e-11   0.00000000e+00  -5.53699000e-11   0.00000000e+00
77        -2.30000000e-01   5.00000000e-02   2.70000000e+01   7.17687000e-11   0.00000000e+00  -7.17687000e-11   0.00000000e+00
78        -2.20000000e-01   5.00000000e-02   2.70000000e+01   9.30619000e-11   0.00000000e+00  -9.30619000e-11   0.00000000e+00
79        -2.10000000e-01   5.00000000e-02   2.70000000e+01   1.20720500e-10   0.00000000e+00  -1.20720500e-10   0.00000000e+00
80        -2.00000000e-01   5.00000000e-02   2.70000000e+01   1.56660700e-10   0.00000000e+00  -1.56660700e-10   0.00000000e+00
81        -1.90000000e-01   5.00000000e-02   2.70000000e+01   2.03378500e-10   0.00000000e+00  -2.03378500e-10   0.00000000e+00
82        -1.80000000e-01   5.00000000e-02   2.70000000e+01   2.64127400e-10   0.00000000e+00  -2.64127400e-10   0.00000000e+00
83        -1.70000000e-01   5.00000000e-02   2.70000000e+01   3.43148600e-10   0.00000000e+00  -3.43148600e-10   0.00000000e+00
84        -1.60000000e-01   5.00000000e-02   2.70000000e+01   4.45972800e-10   0.00000000e+00  -4.45972800e-10   0.00000000e+00
85        -1.50000000e-01   5.00000000e-02   2.70000000e+01   5.79814600e-10   0.00000000e+00  -5.79814600e-10   0.00000000e+00
86        -1.40000000e-01   5.00000000e-02   2.70000000e+01   7.54087700e-10   0.00000000e+00  -7.54087700e-10   0.00000000e+00
87        -1.30000000e-01   5.00000000e-02   2.70000000e+01   9.81078600e-10   0.00000000e+00  -9.81078600e-10   0.00000000e+00
88        -1.20000000e-01   5.00000000e-02   2.70000000e+01   1.27680000e-09   0.00000000e+00  -1.27680000e-09   0.00000000e+00
89        -1.10000000e-01   5.00000000e-02   2.70000000e+01   1.66230000e-09   0.00000000e+00  -1.66230000e-09   0.00000000e+00
90        -1.00000000e-01   5.00000000e-02   2.70000000e+01   2.16480000e-09   0.00000000e+00  -2.16480000e-09   0.00000000e+00
91        -9.00000000e-02   5.00000000e-02   2.70000000e+01   2.82020000e-09   0.00000000e+00  -2.82020000e-09   0.00000000e+00
92        -8.00000000e-02   5.00000000e-02   2.70000000e+01   3.67500000e-09   0.00000000e+00  -3.67500000e-09   0.00000000e+00
93        -7.00000000e-02   5.00000000e-02   2.70000000e+01   4.79060000e-09   0.00000000e+00  -4.79060000e-09   0.00000000e+00
94        -6.00000000e-02   5.00000000e-02   2.70000000e+01   6.24660000e-09   0.00000000e+00  -6.24660000e-09   0.00000000e+00
95        -5.00000000e-02   5.00000000e-02   2.70000000e+01   8.14760000e-09   0.00000000e+00  -8.14760000e-09   0.00000000e+00
96        -4.00000000e-02   5.00000000e-02   2.70000000e+01   1.06302000e-08   0.00000000e+00  -1.06302000e-08   0.00000000e+00
97        -3.00000000e-02   5.00000000e-02   2.70000000e+01   1.38731000e-08   0.00000000e+00  -1.38731000e-08   0.00000000e+00
98        -2.00000000e-02   5.00000000e-02   2.70000000e+01   1.81105000e-08   0.00000000e+00  -1.81105000e-08   0.00000000e+00
99        -1.00000000e-02   5.00000000e-02   2.70000000e+01   2.36485000e-08   0.00000000e+00  -2.36485000e-08   0.00000000e+00
100        0.00000000e+00   5.00000000e-02   2.70000000e+01   3.08881000e-08   0.00000000e+00  -3.08881000e-08   0.00000000e+00
101        1.00000000e-02   5.00000000e-02   2.70000000e+01   4.03541000e-08   0.00000000e+00  -4.03541000e-08   0.00000000e+00
102        2.00000000e-02   5.00000000e-02   2.70000000e+01   5.27339000e-08   0.00000000e+00  -5.27339000e-08   0.00000000e+00
103        3.00000000e-02   5.00000000e-02   2.70000000e+01   6.89273000e-08   0.00000000e+00  -6.89273000e-08   0.00000000e+00
104        4.00000000e-02   5.00000000e-02   2.70000000e+01   9.01124000e-08   0.00000000e+00  -9.01124000e-08   0.00000000e+00
105        5.00000000e-02   5.00000000e-02   2.70000000e+01   1.17831700e-07   0.00000000e+00  -1.17831700e-07   0.00000000e+00
106        6.00000000e-02   5.00000000e-02   2.70000000e+01   1.54103600e-07   0.00000000e+00  -1.54103600e-07   0.00000000e+00
107        7.00000000e-02   5.00000000e-02   2.70000000e+01   2.01568900e-07   0.00000000e+00  -2.01568900e-07   0.00000000e+00
108        8.00000000e-02   5.00000000e-02   2.70000000e+01   2.63680100e-07   0.00000000e+00  -2.63680100e-07   0.00000000e+00
109        9.00000000e-02   5.00000000e-02   2.70000000e+01   3.44947200e-07   0.00000000e+00  -3.44947200e-07   0.00000000e+00
110        1.00000000e-01   5.00000000e-02   2.70000000e+01   4.51254600e-07   0.00000000e+00  -4.51254600e-07   0.00000000e+00
111        1.10000000e-01   5.00000000e-02   2.70000000e+01   5.90267500e-07   0.00000000e+00  -5.90267500e-07   0.00000000e+00
112        1.20000000e-01   5.00000000e-02   2.70000000e+01   7.71948700e-07   0.00000000e+00  -7.71948700e-07   0.00000000e+00
113        1.30000000e-01   5.00000000e-02   2.70000000e+01   1.00920000e-06   0.00000000e+00  -1.00920000e-06   0.00000000e+00
114        1.40000000e-01   5.00000000e-02   2.70000000e+01   1.31870000e-06   0.00000000e+00  -1.31870000e-06   0.00000000e+00
115        1.50000000e-01   5.00000000e-02   2.70000000e+01   1.72190000e-06   0.00000000e+00  -1.72190000e-06   0.00000000e+00
116        1.60000000e-01   5.00000000e-02   2.70000000e+01   2.24600000e-06   0.00000000e+00  -2.24600000e-06   0.00000000e+00
117        1.70000000e-01   5.00000000e-02   2.70000000e+01   2.92570000e-06   0.00000000e+00  -2.92570000e-06   0.00000000e+00
118        1.80000000e-01   5.00000000e-02   2.70000000e+01   3.80420000e-06   0.00000000e+00  -3.80420000e-06   0.00000000e+00
119        1.90000000e-01   5.00000000e-02   2.70000000e+01   4.93490000e-06   0.00000000e+00  -4.93490000e-06   0.00000000e+00
120        2.00000000e-01   5.00000000e-02   2.70000000e+01   6.38260000e-06   0.00000000e+00  -6.38260000e-06   0.00000000e+00
121        2.10000000e-01   5.00000000e-02   2.70000000e+01   8.22410000e-06   0.00000000e+00  -8.22410000e-06   0.00000000e+00
122        2.20000000e-01   5.00000000e-02   2.70000000e+01   1.05484000e-05   0.00000000e+00  -1.05484000e-05   0.00000000e+00
123        2.30000000e-01   5.00000000e-02   2.70000000e+01   1.34548000e-05   0.00000000e+00  -1.34548000e-05   0.00000000e+00
124        2.40000000e-01   5.00000000e-02   2.70000000e+01   1.70506000e-05   0.00000000e+00  -1.70506000e-05   0.00000000e+00
125        2.50000000e-01   5.00000000e-02   2.70000000e+01   2.14455000e-05   0.00000000e+00  -2.14455000e-05   0.00000000e+00
126        2.60000000e-01   5.00000000e-02   2.70000000e+01   2.67462000e-05   0.00000000e+00  -2.67462000e-05   0.00000000e+00
127        2.70000000e-01   5.00000000e-02   2.70000000e+01   3.30486000e-05   0.00000000e+00  -3.30486000e-05   0.00000000e+00
128        2.80000000e-01   5.00000000e-02   2.70000000e+01   4.04312000e-05   0.00000000e+00  -4.04312000e-05   0.00000000e+00
129        2.90000000e-01   5.00000000e-02   2.70000000e+01   4.89487000e-05   0.00000000e+00  -4.89487000e-05   0.00000000e+00
130        3.00000000e-01   5.00000000e-02   2.70000000e+01   5.86280000e-05   0.00000000e+00  -5.86280000e-05   0.00000000e+00
131        3.10000000e-01   5.00000000e-02   2.70000000e+01   6.94666000e-05   0.00000000e+00  -6.94666000e-05   0.00000000e+00
132        3.20000000e-01   5.00000000e-02   2.70000000e+01   8.14344000e-05   0.00000000e+00  -8.14344000e-05   0.00000000e+00
133        3.30000000e-01   5.00000000e-02   2.70000000e+01   9.44769000e-05   0.00000000e+00  -9.44769000e-05   0.00000000e+00
134        3.40000000e-01   5.00000000e-02   2.70000000e+01   1.08520100e-04   0.00000000e+00  -1.08520100e-04   0.00000000e+00
135        3.50000000e-01   5.00000000e-02   2.70000000e+01   1.23476800e-04   0.00000000e+00  -1.23476800e-04   0.00000000e+00
136        3.60000000e-01   5.00000000e-02   2.70000000e+01   1.39252000e-04   0.00000000e+00  -1.39252000e-04   0.00000000e+00
137        3.70000000e-01   5.00000000e-02   2.70000000e+01   1.55747600e-04   0.00000000e+00  -1.55747600e-04   0.00000000e+00
138        3.80000000e-01   5.00000000e-02   2.70000000e+01   1.72866700e-04   0.00000000e+00  -1.72866700e-04   0.00000000e+00
139        3.90000000e-01   5.00000000e-02   2.70000000e+01   1.90515800e-04   0.00000000e+00  -1.90515800e-04   0.00000000e+00
140        4.00000000e-01   5.00000000e-02   2.70000000e+01   2.08607200e-04   0.00000000e+00  -2.08607200e-04   0.00000000e+00
141        4.10000000e-01   5.00000000e-02   2.70000000e+01   2.27060000e-04   0.00000000e+00  -2.27060000e-04   0.00000000e+00
142        4.20000000e-01   5.00000000e-02   2.70000000e+01   2.45799900e-04   0.00000000e+00  -2.45799900e-04   0.00000000e+00
143        4.30000000e-01   5.00000000e-02   2.70000000e+01   2.64760100e-04   0.00000000e+00  -2.64760100e-04   0.00000000e+00
144        4.40000000e-01   5.00000000e-02   2.70000000e+01   2.83880500e-04   0.00000000e+00  -2.83880500e-04   0.00000000e+00
145        4.50000000e-01   5.00000000e-02   2.70000000e+01   3.03107400e-04   0.00000000e+00  -3.03107400e-04   0.00000000e+00
146        4.60000000e-01   5.00000000e-02   2.70000000e+01   3.22393100e-04   0.00000000e+00  -3.22393100e-04   0.00000000e+00
147        4.70000000e-01   5.00000000e-02   2.70000000e+01   3.41695200e-04   0.00000000e+00  -3.41695200e-04   0.00000000e+00
148        4.80000000e-01   5.00000000e-02   2.70000000e+01   3.60976400e-04   0.00000000e+00  -3.60976400e-04   0.00000000e+00
149        4.90000000e-01   5.00000000e-02   2.70000000e+01   3.80203600e-04   0.00000000e+00  -3.80203600e-04   0.00000000e+00
150        5.00000000e-01   5.00000000e-02   2.70000000e+01   3.99347800e-04   0.00000000e+00  -3.99347800e-04   0.00000000e+00
151        5.10000000e-01   5.00000000e-02   2.70000000e+01   4.18383300e-04   0.00000000e+00  -4.18383300e-04   0.00000000e+00
152        5.20000000e-01   5.00000000e-02   2.70000000e+01   4.37287600e-04   0.00000000e+00  -4.37287600e-04   0.00000000e+00
153        5.30000000e-01   5.00000000e-02   2.70000000e+01   4.56041000e-04   0.00000000e+00  -4.56041000e-04   0.00000000e+00
154        5.40000000e-01   5.00000000e-02   2.70000000e+01   4.74626200e-04   0.00000000e+00  -4.74626200e-04   0.00000000e+00
155        5.50000000e-01   5.00000000e-02   2.70000000e+01   4.93028200e-04   0.00000000e+00  -4.93028200e-04   0.00000000e+00
156        5.60000000e-01   5.00000000e-02   2.70000000e+01   5.11233800e-04   0.00000000e+00  -5.11233800e-04   0.00000000e+00
157        5.70000000e-01   5.00000000e-02   2.70000000e+01   5.29231600e-04   0.00000000e+00  -5.29231600e-04   0.00000000e+00
158        5.80000000e-01   5.00000000e-02   2.70000000e+01   5.47011800e-04   0.00000000e+00  -5.47011800e-04   0.00000000e+00
159        5.90000000e-01   5.00000000e-02   2.70000000e+01   5.64565900e-04   0.00000000e+00  -5.64565900e-04   0.00000000e+00
160        6.00000000e-01   5.00000000e-02   2.70000000e+01   5.81886600e-04   0.00000000e+00  -5.81886600e-04   0.00000000e+00
161        6.10000000e-01   5.00000000e-02   2.70000000e+01   5.98967800e-04   0.00000000e+00  -5.98967800e-04   0.00000000e+00
162        6.20000000e-01   5.00000000e-02   2.70000000e+01   6.15804200e-04   0.00000000e+00  -6.15804200e-04   0.00000000e+00
163        6.30000000e-01   5.00000000e-02   2.70000000e+01   6.32391500e-04   0.00000000e+00  -6.32391500e-04   0.00000000e+00
164        6.40000000e-01   5.00000000e-02   2.70000000e+01   6.48726300e-04   0.00000000e+00  -6.48726300e-04   0.00000000e+00
165        6.50000000e-01   5.00000000e-02   2.70000000e+01   6.64805700e-04   0.00000000e+00  -6.64805700e-04   0.00000000e+00
166        6.60000000e-01   5.00000000e-02   2.70000000e+01   6.80627500e-04   0.00000000e+00  -6.80627500e-04   0.00000000e+00
167        6.70000000e-01   5.00000000e-02   2.70000000e+01   6.96190200e-04   0.00000000e+00  -6.96190200e-04   0.00000000e+00
168        6.80000000e-01   5.00000000e-02   2.70000000e+01   7.11492500e-04   0.00000000e+00  -7.11492500e-04   0.00000000e+00
169        6.90000000e-01   5.00000000e-02   2.70000000e+01   7.26533800e-04   0.00000000e+00  -7.26533800e-04   0.00000000e+00
170        7.00000000e-01   5.00000000e-02   2.70000000e+01   7.41313900e-04   0.00000000e+00  -7.41313900e-04   0.00000000e+00
171        7.10000000e-01   5.00000000e-02   2.70000000e+01   7.55832900e-04   0.00000000e+00  -7.55832900e-04   0.00000000e+00
172        7.20000000e-01   5.00000000e-02   2.70000000e+01   7.70091200e-04   0.00000000e+00  -7.70091200e-04   0.00000000e+00
173        7.30000000e-01   5.00000000e-02   2.70000000e+01   7.84089600e-04   0.00000000e+00  -7.84089600e-04   0.00000000e+00
174        7.40000000e-01   5.00000000e-02   2.70000000e+01   7.97829100e-04   0.00000000e+00  -7.97829100e-04   0.00000000e+00
175        7.50000000e-01   5.00000000e-02   2.70000000e+01   8.11311000e-04   0.00000000e+00  -8.11311000e-04   0.00000000e+00
176        7.60000000e-01   5.00000000e-02   2.70000000e+01   8.24536700e-04   0.00000000e+00  -8.24536700e-04   0.00000000e+00
177        7.70000000e-01   5.00000000e-02   2.70000000e+01   8.37507900e-04   0.00000000e+00  -8.37507900e-04   0.00000000e+00
178        7.80000000e-01   5.00000000e-02   2.70000000e+01   8.50226400e-04   0.00000000e+00  -8.50226400e-04   0.00000000e+00
179        7.90000000e-01   5.00000000e-02   2.70000000e+01   8.62694200e-04   0.00000000e+00  -8.62694200e-04   0.00000000e+00
180        8.00000000e-01   5.00000000e-02   2.70000000e+01   8.74913400e-04   0.00000000e+00  -8.74913400e-04   0.00000000e+00
181        8.10000000e-01   5.00000000e-02   2.70000000e+01   8.86886300e-04   0.00000000e+00  -8.86886300e-04   0.00000000e+00
182        8.20000000e-01   5.00000000e-02   2.70000000e+01   8.98615300e-04   0.00000000e+00  -8.98615300e-04   0.00000000e+00
183        8.30000000e-01   5.00000000e-02   2.70000000e+01   9.10102700e-04   0.00000000e+00  -9.10102700e-04   0.00000000e+00
184        8.40000000e-01   5.00000000e-02   2.70000000e+01   9.21351200e-04   0.00000000e+00  -9.21351200e-04   0.00000000e+00
185        8.50000000e-01   5.00000000e-02   2.70000000e+01   9.32363300e-04   0.00000000e+00  -9.32363300e-04   0.00000000e+00
186        8.60000000e-01   5.00000000e-02   2.70000000e+01   9.43141600e-04   0.00000000e+00  -9.43141600e-04   0.00000000e+00
187        8.70000000e-01   5.00000000e-02   2.70000000e+01   9.53689000e-04   0.00000000e+00  -9.53689000e-04   0.00000000e+00
188        8.80000000e-01   5.00000000e-02   2.70000000e+01   9.64008200e-04   0.00000000e+00  -9.64008200e-04   0.00000000e+00
189        8.90000000e-01   5.00000000e-02   2.70000000e+01   9.74102000e-04   0.00000000e+00  -9.74102000e-04   0.00000000e+00
190        9.00000000e-01   5.00000000e-02   2.70000000e+01   9.83973200e-04   0.00000000e+00  -9.83973200e-04   0.00000000e+00
191        9.10000000e-01   5.00000000e-02   2.70000000e+01   9.93624700e-04   0.00000000e+00  -9.93624700e-04   0.00000000e+00
192        9.20000000e-01   5.00000000e-02   2.70000000e+01   1.00310000e-03   0.00000000e+00  -1.00310000e-03   0.00000000e+00
193        9.30000000e-01   5.00000000e-02   2.70000000e+01   1.01230000e-03   0.00000000e+00  -1.01230000e-03   0.00000000e+00
194        9.40000000e-01   5.00000000e-02   2.70000000e+01   1.02130000e-03   0.00000000e+00  -1.02130000e-03   0.00000000e+00
195        9.50000000e-01   5.00000000e-02   2.70000000e+01   1.03010000e-03   0.00000000e+00  -1.03010000e-03   0.00000000e+00
196        9.60000000e-01   5.00000000e-02   2.70000000e+01   1.03870000e-03   0.00000000e+00  -1.03870000e-03   0.00000000e+00
197        9.70000000e-01   5.00000000e-02   2.70000000e+01   1.04710000e-03   0.00000000e+00  -1.04710000e-03   0.00000000e+00
198        9.80000000e-01   5.00000000e-02   2.70000000e+01   1.05530000e-03   0.00000000e+00  -1.05530000e-03   0.00000000e+00
199        9.90000000e-01   5.00000000e-02   2.70000000e+01   1.06330000e-03   0.00000000e+00  -1.06330000e-03   0.00000000e+00
200        1.00000000e+00   5.00000000e-02   2.70000000e+01   1.07110000e-03   0.00000000e+00  -1.07110000e-03   0.00000000e+00
201        1.01000000e+00   5.00000000e-02   2.70000000e+01   1.07870000e-03   0.00000000e+00  -1.07870000e-03   0.00000000e+00
202        1.02000000e+00   5.00000000e-02   2.70000000e+01   1.08610000e-03   0.00000000e+00  -1.08610000e-03   0.00000000e+00
203        1.03000000e+00   5.00000000e-02   2.70000000e+01   1.09340000e-03   0.00000000e+00  -1.09340000e-03   0.00000000e+00
204        1.04000000e+00   5.00000000e-02   2.70000000e+01   1.10040000e-03   0.00000000e+00  -1.10040000e-03   0.00000000e+00
205        1.05000000e+00   5.00000000e-02   2.70000000e+01   1.10730000e-03   0.00000000e+00  -1.10730000e-03   0.00000000e+00
206        1.06000000e+00   5.00000000e-02   2.70000000e+01   1.11400000e-03   0.00000000e+00  -1.11400000e-03   0.00000000e+00
207        1.07000000e+00   5.00000000e-02   2.70000000e+01   1.12060000e-03   0.00000000e+00  -1.12060000e-03   0.00000000e+00
