Index      V(G,GA)           V(D,DA)            TEMP           I(VDPROBE)        I(VGPROBE)        I(VSPROBE)        I(VBPROBE)    
28      -7.20000000e-01    5.00000000e-02    2.70000000e+01    1.94176711e-04   -4.99747116e-10    2.32831291e-10   -1.94176444e-04
29      -7.10000000e-01    5.00000000e-02    2.70000000e+01    1.94176704e-04   -4.86002928e-10    2.26244131e-10   -1.94176444e-04
30      -7.00000000e-01    5.00000000e-02    2.70000000e+01    1.94176697e-04   -4.72503559e-10    2.19779966e-10   -1.94176444e-04
31      -6.90000000e-01    5.00000000e-02    2.70000000e+01    1.94176690e-04   -4.59247994e-10    2.13438090e-10   -1.94176444e-04
32      -6.80000000e-01    5.00000000e-02    2.70000000e+01    1.94176683e-04   -4.46235202e-10    2.07217785e-10   -1.94176444e-04
33      -6.70000000e-01    5.00000000e-02    2.70000000e+01    1.94176676e-04   -4.33464123e-10    2.01118322e-10   -1.94176444e-04
34      -6.60000000e-01    5.00000000e-02    2.70000000e+01    1.94176670e-04   -4.20933656e-10    1.95138946e-10   -1.94176444e-04
35      -6.50000000e-01    5.00000000e-02    2.70000000e+01    1.94176663e-04   -4.08642649e-10    1.89278878e-10   -1.94176444e-04
36      -6.40000000e-01    5.00000000e-02    2.70000000e+01    1.94176657e-04   -3.96589894e-10    1.83537305e-10   -1.94176444e-04
37      -6.30000000e-01    5.00000000e-02    2.70000000e+01    1.94176651e-04   -3.84774116e-10    1.77913378e-10   -1.94176444e-04
38      -6.20000000e-01    5.00000000e-02    2.70000000e+01    1.94176645e-04   -3.73193967e-10    1.72406204e-10   -1.94176444e-04
39      -6.10000000e-01    5.00000000e-02    2.70000000e+01    1.94176639e-04   -3.61848024e-10    1.67014844e-10   -1.94176444e-04
40      -6.00000000e-01    5.00000000e-02    2.70000000e+01    1.94176633e-04   -3.50734782e-10    1.61738304e-10   -1.94176444e-04
41      -5.90000000e-01    5.00000000e-02    2.70000000e+01    1.94176627e-04   -3.39852652e-10    1.56575533e-10   -1.94176444e-04
42      -5.80000000e-01    5.00000000e-02    2.70000000e+01    1.94176621e-04   -3.29199954e-10    1.51525413e-10   -1.94176444e-04
43      -5.70000000e-01    5.00000000e-02    2.70000000e+01    1.94176616e-04   -3.18774921e-10    1.46586754e-10   -1.94176444e-04
44      -5.60000000e-01    5.00000000e-02    2.70000000e+01    1.94176611e-04   -3.08575689e-10    1.41758278e-10   -1.94176444e-04
45      -5.50000000e-01    5.00000000e-02    2.70000000e+01    1.94176605e-04   -2.98600302e-10    1.37038613e-10   -1.94176444e-04
46      -5.40000000e-01    5.00000000e-02    2.70000000e+01    1.94176600e-04   -2.88846704e-10    1.32426274e-10   -1.94176444e-04
47      -5.30000000e-01    5.00000000e-02    2.70000000e+01    1.94176595e-04   -2.79312744e-10    1.27919644e-10   -1.94176444e-04
48      -5.20000000e-01    5.00000000e-02    2.70000000e+01    1.94176590e-04   -2.69996168e-10    1.23516948e-10   -1.94176444e-04
49      -5.10000000e-01    5.00000000e-02    2.70000000e+01    1.94176585e-04   -2.60894622e-10    1.19216219e-10   -1.94176444e-04
50      -5.00000000e-01    5.00000000e-02    2.70000000e+01    1.94176581e-04   -2.52005649e-10    1.15015262e-10   -1.94176444e-04
51      -4.90000000e-01    5.00000000e-02    2.70000000e+01    1.94176576e-04   -2.43326687e-10    1.10911592e-10   -1.94176444e-04
52      -4.80000000e-01    5.00000000e-02    2.70000000e+01    1.94176572e-04   -2.34855067e-10    1.06902371e-10   -1.94176444e-04
53      -4.70000000e-01    5.00000000e-02    2.70000000e+01    1.94176567e-04   -2.26588010e-10    1.02984316e-10   -1.94176444e-04
54      -4.60000000e-01    5.00000000e-02    2.70000000e+01    1.94176563e-04   -2.18522626e-10    9.91535833e-11   -1.94176444e-04
55      -4.50000000e-01    5.00000000e-02    2.70000000e+01    1.94176559e-04   -2.10655910e-10    9.54056191e-11   -1.94176444e-04
56      -4.40000000e-01    5.00000000e-02    2.70000000e+01    1.94176555e-04   -2.02984734e-10    9.17349671e-11   -1.94176444e-04
57      -4.30000000e-01    5.00000000e-02    2.70000000e+01    1.94176551e-04   -1.95505847e-10    8.81350183e-11   -1.94176444e-04
58      -4.20000000e-01    5.00000000e-02    2.70000000e+01    1.94176547e-04   -1.88215864e-10    8.45976868e-11   -1.94176444e-04
59      -4.10000000e-01    5.00000000e-02    2.70000000e+01    1.94176544e-04   -1.81111262e-10    8.11129929e-11   -1.94176444e-04
60      -4.00000000e-01    5.00000000e-02    2.70000000e+01    1.94176540e-04   -1.74188366e-10    7.76685198e-11   -1.94176444e-04
61      -3.90000000e-01    5.00000000e-02    2.70000000e+01    1.94176537e-04   -1.67443343e-10    7.42487124e-11   -1.94176444e-04
62      -3.80000000e-01    5.00000000e-02    2.70000000e+01    1.94176534e-04   -1.60872183e-10    7.08339660e-11   -1.94176444e-04
63      -3.70000000e-01    5.00000000e-02    2.70000000e+01    1.94176531e-04   -1.54470686e-10    6.73994479e-11   -1.94176444e-04
64      -3.60000000e-01    5.00000000e-02    2.70000000e+01    1.94176528e-04   -1.48234444e-10    6.39135658e-11   -1.94176444e-04
65      -3.50000000e-01    5.00000000e-02    2.70000000e+01    1.94176526e-04   -1.42158819e-10    6.03359829e-11   -1.94176444e-04
66      -3.40000000e-01    5.00000000e-02    2.70000000e+01    1.94176523e-04   -1.36238920e-10    5.66150412e-11   -1.94176444e-04
67      -3.30000000e-01    5.00000000e-02    2.70000000e+01    1.94176522e-04   -1.30469576e-10    5.26844156e-11   -1.94176444e-04
68      -3.20000000e-01    5.00000000e-02    2.70000000e+01    1.94176520e-04   -1.24845313e-10    4.84587700e-11   -1.94176444e-04
69      -3.10000000e-01    5.00000000e-02    2.70000000e+01    1.94176519e-04   -1.19360327e-10    4.38281141e-11   -1.94176444e-04
70      -3.00000000e-01    5.00000000e-02    2.70000000e+01    1.94176519e-04   -1.14008465e-10    3.86504679e-11   -1.94176444e-04
71      -2.90000000e-01    5.00000000e-02    2.70000000e+01    1.94176520e-04   -1.08783218e-10    3.27423359e-11   -1.94176444e-04
72      -2.80000000e-01    5.00000000e-02    2.70000000e+01    1.94176522e-04   -1.03677730e-10    2.58663105e-11   -1.94176444e-04
73      -2.70000000e-01    5.00000000e-02    2.70000000e+01    1.94176525e-04   -9.86848409e-11    1.77149603e-11   -1.94176444e-04
74      -2.60000000e-01    5.00000000e-02    2.70000000e+01    1.94176530e-04   -9.37971773e-11    7.88985713e-12   -1.94176444e-04
75      -2.50000000e-01    5.00000000e-02    2.70000000e+01    1.94176537e-04   -8.90073065e-11   -4.12572018e-12   -1.94176444e-04
76      -2.40000000e-01    5.00000000e-02    2.70000000e+01    1.94176547e-04   -8.43079763e-11   -1.90023523e-11   -1.94176444e-04
77      -2.30000000e-01    5.00000000e-02    2.70000000e+01    1.94176561e-04   -7.96924490e-11   -3.76108515e-11   -1.94176444e-04
78      -2.20000000e-01    5.00000000e-02    2.70000000e+01    1.94176580e-04   -7.51549251e-11   -6.10827819e-11   -1.94176444e-04
79      -2.10000000e-01    5.00000000e-02    2.70000000e+01    1.94176605e-04   -7.06910284e-11   -9.08895206e-11   -1.94176444e-04
80      -2.00000000e-01    5.00000000e-02    2.70000000e+01    1.94176639e-04   -6.62982908e-11   -1.28945616e-10   -1.94176444e-04
81      -1.90000000e-01    5.00000000e-02    2.70000000e+01    1.94176684e-04   -6.19765585e-11   -1.77743970e-10   -1.94176444e-04
82      -1.80000000e-01    5.00000000e-02    2.70000000e+01    1.94176742e-04   -5.77282401e-11   -2.40532653e-10   -1.94176444e-04
83      -1.70000000e-01    5.00000000e-02    2.70000000e+01    1.94176819e-04   -5.35583499e-11   -3.21546103e-10   -1.94176444e-04
84      -1.60000000e-01    5.00000000e-02    2.70000000e+01    1.94176920e-04   -4.94743445e-11   -4.26307316e-10   -1.94176444e-04
85      -1.50000000e-01    5.00000000e-02    2.70000000e+01    1.94177051e-04   -4.54857821e-11   -5.62022730e-10   -1.94176444e-04
86      -1.40000000e-01    5.00000000e-02    2.70000000e+01    1.94177223e-04   -4.16038449e-11   -7.38098192e-10   -1.94176444e-04
87      -1.30000000e-01    5.00000000e-02    2.70000000e+01    1.94177448e-04   -3.78407492e-11   -9.66813299e-10   -1.94176444e-04
88      -1.20000000e-01    5.00000000e-02    2.70000000e+01    1.94177742e-04   -3.42090709e-11   -1.26420297e-09   -1.94176444e-04
89      -1.10000000e-01    5.00000000e-02    2.70000000e+01    1.94178126e-04   -3.07210318e-11   -1.65121039e-09   -1.94176444e-04
90      -1.00000000e-01    5.00000000e-02    2.70000000e+01    1.94178626e-04   -2.73878213e-11   -2.15519543e-09   -1.94176444e-04
91      -9.00000000e-02    5.00000000e-02    2.70000000e+01    1.94179280e-04   -2.42190359e-11   -2.81190856e-09   -1.94176444e-04
92      -8.00000000e-02    5.00000000e-02    2.70000000e+01    1.94180133e-04   -2.12223029e-11   -3.66807481e-09   -1.94176444e-04
93      -7.00000000e-02    5.00000000e-02    2.70000000e+01    1.94181247e-04   -1.84031076e-11   -4.78477680e-09   -1.94176444e-04
94      -6.00000000e-02    5.00000000e-02    2.70000000e+01    1.94182701e-04   -1.57648037e-11   -6.24188487e-09   -1.94176444e-04
95      -5.00000000e-02    5.00000000e-02    2.70000000e+01    1.94184601e-04   -1.33087605e-11   -8.14385928e-09   -1.94176444e-04
96      -4.00000000e-02    5.00000000e-02    2.70000000e+01    1.94187082e-04   -1.10345884e-11   -1.06273504e-08   -1.94176444e-04
97      -3.00000000e-02    5.00000000e-02    2.70000000e+01    1.94190324e-04   -8.94039162e-12   -1.38711550e-08   -1.94176444e-04
98      -2.00000000e-02    5.00000000e-02    2.70000000e+01    1.94194560e-04   -7.02300485e-12   -1.81092596e-08   -1.94176444e-04
99      -1.00000000e-02    5.00000000e-02    2.70000000e+01    1.94200097e-04   -5.27818078e-12   -2.36479279e-08   -1.94176444e-04
100      0.00000000e+00    5.00000000e-02    2.70000000e+01    1.94207336e-04   -3.70053479e-12   -3.08880852e-08   -1.94176444e-04
101      1.00000000e-02    5.00000000e-02    2.70000000e+01    1.94216801e-04   -2.23023516e-12   -4.03546888e-08   -1.94176444e-04
102      2.00000000e-02    5.00000000e-02    2.70000000e+01    1.94229180e-04   -8.11150496e-13   -5.27350559e-08   -1.94176444e-04
103      3.00000000e-02    5.00000000e-02    2.70000000e+01    1.94245372e-04    5.57351000e-13   -6.89290505e-08   -1.94176444e-04
104      4.00000000e-02    5.00000000e-02    2.70000000e+01    1.94266557e-04    1.87626078e-12   -9.01148453e-08   -1.94176444e-04
105      5.00000000e-02    5.00000000e-02    2.70000000e+01    1.94294275e-04    3.14789400e-12   -1.17834779e-07   -1.94176444e-04
106      6.00000000e-02    5.00000000e-02    2.70000000e+01    1.94330547e-04    4.42997772e-12   -1.54107396e-07   -1.94176444e-04
107      7.00000000e-02    5.00000000e-02    2.70000000e+01    1.94378011e-04    5.77822544e-12   -2.01573400e-07   -1.94176444e-04
108      8.00000000e-02    5.00000000e-02    2.70000000e+01    1.94440122e-04    7.19513180e-12   -2.63685318e-07   -1.94176444e-04
109      9.00000000e-02    5.00000000e-02    2.70000000e+01    1.94521388e-04    8.68628861e-12   -3.44953193e-07   -1.94176444e-04
110      1.00000000e-01    5.00000000e-02    2.70000000e+01    1.94627695e-04    1.02615547e-11   -4.51261450e-07   -1.94176444e-04
111      1.10000000e-01    5.00000000e-02    2.70000000e+01    1.94766707e-04    1.19362010e-11   -5.90275225e-07   -1.94176444e-04
112      1.20000000e-01    5.00000000e-02    2.70000000e+01    1.94948387e-04    1.37322131e-11   -7.71957356e-07   -1.94176444e-04
113      1.30000000e-01    5.00000000e-02    2.70000000e+01    1.95185647e-04    1.56797623e-11   -1.00921938e-06   -1.94176444e-04
114      1.40000000e-01    5.00000000e-02    2.70000000e+01    1.95495156e-04    1.78188794e-11   -1.31872982e-06   -1.94176444e-04
115      1.50000000e-01    5.00000000e-02    2.70000000e+01    1.95898322e-04    2.02013865e-11   -1.72189883e-06   -1.94176444e-04
116      1.60000000e-01    5.00000000e-02    2.70000000e+01    1.96422467e-04    2.28931179e-11   -2.24604655e-06   -1.94176444e-04
117      1.70000000e-01    5.00000000e-02    2.70000000e+01    1.97102157e-04    2.59763789e-11   -2.92573919e-06   -1.94176444e-04
118      1.80000000e-01    5.00000000e-02    2.70000000e+01    1.97980651e-04    2.95524422e-11   -3.80423681e-06   -1.94176444e-04
119      1.90000000e-01    5.00000000e-02    2.70000000e+01    1.99111346e-04    3.37436950e-11   -4.93493575e-06   -1.94176444e-04
120      2.00000000e-01    5.00000000e-02    2.70000000e+01    2.00559012e-04    3.86948598e-11   -6.38260702e-06   -1.94176444e-04
121      2.10000000e-01    5.00000000e-02    2.70000000e+01    2.02400538e-04    4.45725763e-11   -8.22413839e-06   -1.94176444e-04
122      2.20000000e-01    5.00000000e-02    2.70000000e+01    2.04724799e-04    5.15626518e-11   -1.05484069e-05   -1.94176444e-04
123      2.30000000e-01    5.00000000e-02    2.70000000e+01    2.07631264e-04    5.98645670e-11   -1.34548801e-05   -1.94176444e-04
124      2.40000000e-01    5.00000000e-02    2.70000000e+01    2.11226990e-04    6.96833714e-11   -1.70506159e-05   -1.94176444e-04
125      2.50000000e-01    5.00000000e-02    2.70000000e+01    2.15621903e-04    8.12198136e-11   -2.14455399e-05   -1.94176444e-04
126      2.60000000e-01    5.00000000e-02    2.70000000e+01    2.20922560e-04    9.46601113e-11   -2.67462112e-05   -1.94176444e-04
127      2.70000000e-01    5.00000000e-02    2.70000000e+01    2.27225007e-04    1.10166897e-10   -3.30486735e-05   -1.94176444e-04
128      2.80000000e-01    5.00000000e-02    2.70000000e+01    2.34607633e-04    1.27872472e-10   -4.04313171e-05   -1.94176444e-04
129      2.90000000e-01    5.00000000e-02    2.70000000e+01    2.43125105e-04    1.47874845e-10   -4.89488090e-05   -1.94176444e-04
130      3.00000000e-01    5.00000000e-02    2.70000000e+01    2.52804318e-04    1.70236467e-10   -5.86280441e-05   -1.94176444e-04
131      3.10000000e-01    5.00000000e-02    2.70000000e+01    2.63642958e-04    1.94985425e-10   -6.94667093e-05   -1.94176444e-04
132      3.20000000e-01    5.00000000e-02    2.70000000e+01    2.75610782e-04    2.22118855e-10   -8.14345599e-05   -1.94176444e-04
133      3.30000000e-01    5.00000000e-02    2.70000000e+01    2.88653195e-04    2.51608380e-10   -9.44770032e-05   -1.94176444e-04
134      3.40000000e-01    5.00000000e-02    2.70000000e+01    3.02696388e-04    2.83407095e-10   -1.08520228e-04   -1.94176444e-04
135      3.50000000e-01    5.00000000e-02    2.70000000e+01    3.17653107e-04    3.17457329e-10   -1.23476980e-04   -1.94176444e-04
136      3.60000000e-01    5.00000000e-02    2.70000000e+01    3.33428275e-04    3.53698186e-10   -1.39252185e-04   -1.94176444e-04
137      3.70000000e-01    5.00000000e-02    2.70000000e+01    3.49923891e-04    3.92071974e-10   -1.55747839e-04   -1.94176444e-04
138      3.80000000e-01    5.00000000e-02    2.70000000e+01    3.67042895e-04    4.32528995e-10   -1.72866884e-04   -1.94176444e-04
139      3.90000000e-01    5.00000000e-02    2.70000000e+01    3.84691983e-04    4.75030527e-10   -1.90516014e-04   -1.94176444e-04
140      4.00000000e-01    5.00000000e-02    2.70000000e+01    4.02783427e-04    5.19550214e-10   -2.08607503e-04   -1.94176444e-04
141      4.10000000e-01    5.00000000e-02    2.70000000e+01    4.21236125e-04    5.66074206e-10   -2.27060247e-04   -1.94176444e-04
142      4.20000000e-01    5.00000000e-02    2.70000000e+01    4.39976040e-04    6.14600478e-10   -2.45800211e-04   -1.94176444e-04
143      4.30000000e-01    5.00000000e-02    2.70000000e+01    4.58936227e-04    6.65137662e-10   -2.64760448e-04   -1.94176444e-04
144      4.40000000e-01    5.00000000e-02    2.70000000e+01    4.78056586e-04    7.17703664e-10   -2.83880860e-04   -1.94176444e-04
145      4.50000000e-01    5.00000000e-02    2.70000000e+01    4.97283453e-04    7.72324257e-10   -3.03107781e-04   -1.94176444e-04
146      4.60000000e-01    5.00000000e-02    2.70000000e+01    5.16569102e-04    8.29031752e-10   -3.22393488e-04   -1.94176444e-04
147      4.70000000e-01    5.00000000e-02    2.70000000e+01    5.35871225e-04    8.87863793e-10   -3.41695669e-04   -1.94176444e-04
148      4.80000000e-01    5.00000000e-02    2.70000000e+01    5.55152402e-04    9.48862317e-10   -3.60976907e-04   -1.94176444e-04
149      4.90000000e-01    5.00000000e-02    2.70000000e+01    5.74379605e-04    1.01207266e-09   -3.80204173e-04   -1.94176444e-04
150      5.00000000e-01    5.00000000e-02    2.70000000e+01    5.93523730e-04    1.07754279e-09   -3.99348364e-04   -1.94176444e-04
151      5.10000000e-01    5.00000000e-02    2.70000000e+01    6.12559170e-04    1.14532270e-09   -4.18383872e-04   -1.94176444e-04
152      5.20000000e-01    5.00000000e-02    2.70000000e+01    6.31463434e-04    1.21546386e-09   -4.37288206e-04   -1.94176444e-04
153      5.30000000e-01    5.00000000e-02    2.70000000e+01    6.50216797e-04    1.28801881e-09   -4.56041641e-04   -1.94176444e-04
154      5.40000000e-01    5.00000000e-02    2.70000000e+01    6.68801993e-04    1.36304075e-09   -4.74626913e-04   -1.94176444e-04
155      5.50000000e-01    5.00000000e-02    2.70000000e+01    6.87203946e-04    1.44058326e-09   -4.93028943e-04   -1.94176444e-04
156      5.60000000e-01    5.00000000e-02    2.70000000e+01    7.05409522e-04    1.52070002e-09   -5.11234599e-04   -1.94176444e-04
157      5.70000000e-01    5.00000000e-02    2.70000000e+01    7.23407319e-04    1.60344462e-09   -5.29232478e-04   -1.94176444e-04
158      5.80000000e-01    5.00000000e-02    2.70000000e+01    7.41187476e-04    1.68887029e-09   -5.47012722e-04   -1.94176444e-04
159      5.90000000e-01    5.00000000e-02    2.70000000e+01    7.58741508e-04    1.77702983e-09   -5.64566842e-04   -1.94176444e-04
160      6.00000000e-01    5.00000000e-02    2.70000000e+01    7.76062155e-04    1.86797534e-09   -5.81887579e-04   -1.94176444e-04
161      6.10000000e-01    5.00000000e-02    2.70000000e+01    7.93143250e-04    1.96175817e-09   -5.98968768e-04   -1.94176444e-04
162      6.20000000e-01    5.00000000e-02    2.70000000e+01    8.09979610e-04    2.05842875e-09   -6.15805225e-04   -1.94176444e-04
163      6.30000000e-01    5.00000000e-02    2.70000000e+01    8.26566924e-04    2.15803646e-09   -6.32392638e-04   -1.94176444e-04
164      6.40000000e-01    5.00000000e-02    2.70000000e+01    8.42901668e-04    2.26062954e-09   -6.48727485e-04   -1.94176444e-04
165      6.50000000e-01    5.00000000e-02    2.70000000e+01    8.58981021e-04    2.36625496e-09   -6.64806944e-04   -1.94176444e-04
166      6.60000000e-01    5.00000000e-02    2.70000000e+01    8.74802793e-04    2.47495832e-09   -6.80628824e-04   -1.94176444e-04
167      6.70000000e-01    5.00000000e-02    2.70000000e+01    8.90365358e-04    2.58678375e-09   -6.96191501e-04   -1.94176444e-04
168      6.80000000e-01    5.00000000e-02    2.70000000e+01    9.05667601e-04    2.70177380e-09   -7.11493859e-04   -1.94176444e-04
169      6.90000000e-01    5.00000000e-02    2.70000000e+01    9.20708863e-04    2.81996937e-09   -7.26535240e-04   -1.94176444e-04
170      7.00000000e-01    5.00000000e-02    2.70000000e+01    9.35488895e-04    2.94140958e-09   -7.41315392e-04   -1.94176444e-04
171      7.10000000e-01    5.00000000e-02    2.70000000e+01    9.50007815e-04    3.06613166e-09   -7.55834437e-04   -1.94176444e-04
172      7.20000000e-01    5.00000000e-02    2.70000000e+01    9.64266074e-04    3.19417092e-09   -7.70092824e-04   -1.94176444e-04
173      7.30000000e-01    5.00000000e-02    2.70000000e+01    9.78264420e-04    3.32556060e-09   -7.84091301e-04   -1.94176444e-04
174      7.40000000e-01    5.00000000e-02    2.70000000e+01    9.92003867e-04    3.46033180e-09   -7.97830883e-04   -1.94176444e-04
175      7.50000000e-01    5.00000000e-02    2.70000000e+01    1.00548567e-03    3.59851337e-09   -8.11312824e-04   -1.94176444e-04
176      7.60000000e-01    5.00000000e-02    2.70000000e+01    1.01871130e-03    3.74013185e-09   -8.24538594e-04   -1.94176444e-04
177      7.70000000e-01    5.00000000e-02    2.70000000e+01    1.03168241e-03    3.88521135e-09   -8.37509853e-04   -1.94176444e-04
178      7.80000000e-01    5.00000000e-02    2.70000000e+01    1.04440085e-03    4.03377349e-09   -8.50228435e-04   -1.94176444e-04
179      7.90000000e-01    5.00000000e-02    2.70000000e+01    1.05686859e-03    4.18583729e-09   -8.62696328e-04   -1.94176444e-04
180      8.00000000e-01    5.00000000e-02    2.70000000e+01    1.06908776e-03    4.34141910e-09   -8.74915656e-04   -1.94176444e-04
181      8.10000000e-01    5.00000000e-02    2.70000000e+01    1.08106061e-03    4.50053251e-09   -8.86888664e-04   -1.94176444e-04
182      8.20000000e-01    5.00000000e-02    2.70000000e+01    1.09278949e-03    4.66318826e-09   -8.98617705e-04   -1.94176444e-04
183      8.30000000e-01    5.00000000e-02    2.70000000e+01    1.10427684e-03    4.82939420e-09   -9.10105230e-04   -1.94176444e-04
184      8.40000000e-01    5.00000000e-02    2.70000000e+01    1.11552522e-03    4.99915516e-09   -9.21353770e-04   -1.94176444e-04
185      8.50000000e-01    5.00000000e-02    2.70000000e+01    1.12653720e-03    5.17247290e-09   -9.32365933e-04   -1.94176444e-04
186      8.60000000e-01    5.00000000e-02    2.70000000e+01    1.13731548e-03    5.34934604e-09   -9.43144387e-04   -1.94176444e-04
187      8.70000000e-01    5.00000000e-02    2.70000000e+01    1.14786277e-03    5.52977001e-09   -9.53691859e-04   -1.94176444e-04
188      8.80000000e-01    5.00000000e-02    2.70000000e+01    1.15818185e-03    5.71373692e-09   -9.64011121e-04   -1.94176444e-04
189      8.90000000e-01    5.00000000e-02    2.70000000e+01    1.16827553e-03    5.90123558e-09   -9.74104986e-04   -1.94176444e-04
190      9.00000000e-01    5.00000000e-02    2.70000000e+01    1.17814665e-03    6.09225137e-09   -9.83976299e-04   -1.94176444e-04
191      9.10000000e-01    5.00000000e-02    2.70000000e+01    1.18779809e-03    6.28676623e-09   -9.93627933e-04   -1.94176444e-04
192      9.20000000e-01    5.00000000e-02    2.70000000e+01    1.19723274e-03    6.48475858e-09   -1.00306279e-03   -1.94176444e-04
193      9.30000000e-01    5.00000000e-02    2.70000000e+01    1.20645352e-03    6.68620328e-09   -1.01228377e-03   -1.94176444e-04
194      9.40000000e-01    5.00000000e-02    2.70000000e+01    1.21546335e-03    6.89107160e-09   -1.02129380e-03   -1.94176444e-04
195      9.50000000e-01    5.00000000e-02    2.70000000e+01    1.22426516e-03    7.09933114e-09   -1.03009582e-03   -1.94176444e-04
196      9.60000000e-01    5.00000000e-02    2.70000000e+01    1.23286189e-03    7.31094584e-09   -1.03869275e-03   -1.94176444e-04
197      9.70000000e-01    5.00000000e-02    2.70000000e+01    1.24125647e-03    7.52587591e-09   -1.04708755e-03   -1.94176444e-04
198      9.80000000e-01    5.00000000e-02    2.70000000e+01    1.24945183e-03    7.74407783e-09   -1.05528313e-03   -1.94176444e-04
199      9.90000000e-01    5.00000000e-02    2.70000000e+01    1.25745091e-03    7.96550431e-09   -1.06328243e-03   -1.94176444e-04
200      1.00000000e+00    5.00000000e-02    2.70000000e+01    1.26525663e-03    8.19010427e-09   -1.07108837e-03   -1.94176444e-04
201      1.01000000e+00    5.00000000e-02    2.70000000e+01    1.27287188e-03    8.41782285e-09   -1.07870386e-03   -1.94176444e-04
202      1.02000000e+00    5.00000000e-02    2.70000000e+01    1.28029958e-03    8.64860137e-09   -1.08613178e-03   -1.94176444e-04
203      1.03000000e+00    5.00000000e-02    2.70000000e+01    1.28754259e-03    8.88237735e-09   -1.09337503e-03   -1.94176444e-04
204      1.04000000e+00    5.00000000e-02    2.70000000e+01    1.29460378e-03    9.11908452e-09   -1.10043646e-03   -1.94176444e-04
