Index        V(G,GA)           V(D,DA)          TEMP          I(VDPROBE)       I(VGPROBE)       I(VSPROBE)       I(VBPROBE)
32        -6.80000000e-01   5.00000000e-02   2.70000000e+01   5.19260000e-17   0.00000000e+00  -5.19260000e-17   0.00000000e+00
33        -6.70000000e-01   5.00000000e-02   2.70000000e+01   5.25344000e-17   0.00000000e+00  -5.25344000e-17   0.00000000e+00
34        -6.60000000e-01   5.00000000e-02   2.70000000e+01   5.33356000e-17   0.00000000e+00  -5.33356000e-17   0.00000000e+00
35        -6.50000000e-01   5.00000000e-02   2.70000000e+01   5.43908000e-17   0.00000000e+00  -5.43908000e-17   0.00000000e+00
36        -6.40000000e-01   5.00000000e-02   2.70000000e+01   5.57809000e-17   0.00000000e+00  -5.57809000e-17   0.00000000e+00
37        -6.30000000e-01   5.00000000e-02   2.70000000e+01   5.76124000e-17   0.00000000e+00  -5.76124000e-17   0.00000000e+00
38        -6.20000000e-01   5.00000000e-02   2.70000000e+01   6.00259000e-17   0.00000000e+00  -6.00259000e-17   0.00000000e+00
39        -6.10000000e-01   5.00000000e-02   2.70000000e+01   6.32068000e-17   0.00000000e+00  -6.32068000e-17   0.00000000e+00
40        -6.00000000e-01   5.00000000e-02   2.70000000e+01   6.73998000e-17   0.00000000e+00  -6.73998000e-17   0.00000000e+00
41        -5.90000000e-01   5.00000000e-02   2.70000000e+01   7.29279000e-17   0.00000000e+00  -7.29279000e-17   0.00000000e+00
42        -5.80000000e-01   5.00000000e-02   2.70000000e+01   8.02173000e-17   0.00000000e+00  -8.02173000e-17   0.00000000e+00
43        -5.70000000e-01   5.00000000e-02   2.70000000e+01   8.98306000e-17   0.00000000e+00  -8.98306000e-17   0.00000000e+00
44        -5.60000000e-01   5.00000000e-02   2.70000000e+01   1.02510900e-16   0.00000000e+00  -1.02510900e-16   0.00000000e+00
45        -5.50000000e-01   5.00000000e-02   2.70000000e+01   1.19239000e-16   0.00000000e+00  -1.19239000e-16   0.00000000e+00
46        -5.40000000e-01   5.00000000e-02   2.70000000e+01   1.41310500e-16   0.00000000e+00  -1.41310500e-16   0.00000000e+00
47        -5.30000000e-01   5.00000000e-02   2.70000000e+01   1.70436600e-16   0.00000000e+00  -1.70436600e-16   0.00000000e+00
48        -5.20000000e-01   5.00000000e-02   2.70000000e+01   2.08877900e-16   0.00000000e+00  -2.08877900e-16   0.00000000e+00
49        -5.10000000e-01   5.00000000e-02   2.70000000e+01   2.59621000e-16   0.00000000e+00  -2.59621000e-16   0.00000000e+00
50        -5.00000000e-01   5.00000000e-02   2.70000000e+01   3.26612700e-16   0.00000000e+00  -3.26612700e-16   0.00000000e+00
51        -4.90000000e-01   5.00000000e-02   2.70000000e+01   4.15068700e-16   0.00000000e+00  -4.15068700e-16   0.00000000e+00
52        -4.80000000e-01   5.00000000e-02   2.70000000e+01   5.31883000e-16   0.00000000e+00  -5.31883000e-16   0.00000000e+00
53        -4.70000000e-01   5.00000000e-02   2.70000000e+01   6.86169000e-16   0.00000000e+00  -6.86169000e-16   0.00000000e+00
54        -4.60000000e-01   5.00000000e-02   2.70000000e+01   8.89975500e-16   0.00000000e+00  -8.89975500e-16   0.00000000e+00
55        -4.50000000e-01   5.00000000e-02   2.70000000e+01   1.15920000e-15   0.00000000e+00  -1.15920000e-15   0.00000000e+00
56        -4.40000000e-01   5.00000000e-02   2.70000000e+01   1.51500000e-15   0.00000000e+00  -1.51500000e-15   0.00000000e+00
57        -4.30000000e-01   5.00000000e-02   2.70000000e+01   1.98520000e-15   0.00000000e+00  -1.98520000e-15   0.00000000e+00
58        -4.20000000e-01   5.00000000e-02   2.70000000e+01   2.60660000e-15   0.00000000e+00  -2.60660000e-15   0.00000000e+00
59        -4.10000000e-01   5.00000000e-02   2.70000000e+01   3.42800000e-15   0.00000000e+00  -3.42800000e-15   0.00000000e+00
60        -4.00000000e-01   5.00000000e-02   2.70000000e+01   4.51400000e-15   0.00000000e+00  -4.51400000e-15   0.00000000e+00
61        -3.90000000e-01   5.00000000e-02   2.70000000e+01   5.94990000e-15   0.00000000e+00  -5.94990000e-15   0.00000000e+00
62        -3.80000000e-01   5.00000000e-02   2.70000000e+01   7.84880000e-15   0.00000000e+00  -7.84880000e-15   0.00000000e+00
63        -3.70000000e-01   5.00000000e-02   2.70000000e+01   1.03601000e-14   0.00000000e+00  -1.03601000e-14   0.00000000e+00
64        -3.60000000e-01   5.00000000e-02   2.70000000e+01   1.36816000e-14   0.00000000e+00  -1.36816000e-14   0.00000000e+00
65        -3.50000000e-01   5.00000000e-02   2.70000000e+01   1.80764000e-14   0.00000000e+00  -1.80764000e-14   0.00000000e+00
66        -3.40000000e-01   5.00000000e-02   2.70000000e+01   2.38908000e-14   0.00000000e+00  -2.38908000e-14   0.00000000e+00
67        -3.30000000e-01   5.00000000e-02   2.70000000e+01   3.15844000e-14   0.00000000e+00  -3.15844000e-14   0.00000000e+00
68        -3.20000000e-01   5.00000000e-02   2.70000000e+01   4.17657000e-14   0.00000000e+00  -4.17657000e-14   0.00000000e+00
69        -3.10000000e-01   5.00000000e-02   2.70000000e+01   5.52415000e-14   0.00000000e+00  -5.52415000e-14   0.00000000e+00
70        -3.00000000e-01   5.00000000e-02   2.70000000e+01   7.30797000e-14   0.00000000e+00  -7.30797000e-14   0.00000000e+00
71        -2.90000000e-01   5.00000000e-02   2.70000000e+01   9.66962000e-14   0.00000000e+00  -9.66962000e-14   0.00000000e+00
72        -2.80000000e-01   5.00000000e-02   2.70000000e+01   1.27965200e-13   0.00000000e+00  -1.27965200e-13   0.00000000e+00
73        -2.70000000e-01   5.00000000e-02   2.70000000e+01   1.69370300e-13   0.00000000e+00  -1.69370300e-13   0.00000000e+00
74        -2.60000000e-01   5.00000000e-02   2.70000000e+01   2.24207100e-13   0.00000000e+00  -2.24207100e-13   0.00000000e+00
75        -2.50000000e-01   5.00000000e-02   2.70000000e+01   2.96838200e-13   0.00000000e+00  -2.96838200e-13   0.00000000e+00
76        -2.40000000e-01   5.00000000e-02   2.70000000e+01   3.93049800e-13   0.00000000e+00  -3.93049800e-13   0.00000000e+00
77        -2.30000000e-01   5.00000000e-02   2.70000000e+01   5.20511400e-13   0.00000000e+00  -5.20511400e-13   0.00000000e+00
78        -2.20000000e-01   5.00000000e-02   2.70000000e+01   6.89394500e-13   0.00000000e+00  -6.89394500e-13   0.00000000e+00
79        -2.10000000e-01   5.00000000e-02   2.70000000e+01   9.13184700e-13   0.00000000e+00  -9.13184700e-13   0.00000000e+00
80        -2.00000000e-01   5.00000000e-02   2.70000000e+01   1.20980000e-12   0.00000000e+00  -1.20980000e-12   0.00000000e+00
81        -1.90000000e-01   5.00000000e-02   2.70000000e+01   1.60290000e-12   0.00000000e+00  -1.60290000e-12   0.00000000e+00
82        -1.80000000e-01   5.00000000e-02   2.70000000e+01   2.12390000e-12   0.00000000e+00  -2.12390000e-12   0.00000000e+00
83        -1.70000000e-01   5.00000000e-02   2.70000000e+01   2.81470000e-12   0.00000000e+00  -2.81470000e-12   0.00000000e+00
84        -1.60000000e-01   5.00000000e-02   2.70000000e+01   3.73060000e-12   0.00000000e+00  -3.73060000e-12   0.00000000e+00
85        -1.50000000e-01   5.00000000e-02   2.70000000e+01   4.94500000e-12   0.00000000e+00  -4.94500000e-12   0.00000000e+00
86        -1.40000000e-01   5.00000000e-02   2.70000000e+01   6.55540000e-12   0.00000000e+00  -6.55540000e-12   0.00000000e+00
87        -1.30000000e-01   5.00000000e-02   2.70000000e+01   8.69140000e-12   0.00000000e+00  -8.69140000e-12   0.00000000e+00
88        -1.20000000e-01   5.00000000e-02   2.70000000e+01   1.15245000e-11   0.00000000e+00  -1.15245000e-11   0.00000000e+00
89        -1.10000000e-01   5.00000000e-02   2.70000000e+01   1.52827000e-11   0.00000000e+00  -1.52827000e-11   0.00000000e+00
90        -1.00000000e-01   5.00000000e-02   2.70000000e+01   2.02687000e-11   0.00000000e+00  -2.02687000e-11   0.00000000e+00
91        -9.00000000e-02   5.00000000e-02   2.70000000e+01   2.68842000e-11   0.00000000e+00  -2.68842000e-11   0.00000000e+00
92        -8.00000000e-02   5.00000000e-02   2.70000000e+01   3.56626000e-11   0.00000000e+00  -3.56626000e-11   0.00000000e+00
93        -7.00000000e-02   5.00000000e-02   2.70000000e+01   4.73124000e-11   0.00000000e+00  -4.73124000e-11   0.00000000e+00
94        -6.00000000e-02   5.00000000e-02   2.70000000e+01   6.27742000e-11   0.00000000e+00  -6.27742000e-11   0.00000000e+00
95        -5.00000000e-02   5.00000000e-02   2.70000000e+01   8.32975000e-11   0.00000000e+00  -8.32975000e-11   0.00000000e+00
96        -4.00000000e-02   5.00000000e-02   2.70000000e+01   1.10541800e-10   0.00000000e+00  -1.10541800e-10   0.00000000e+00
97        -3.00000000e-02   5.00000000e-02   2.70000000e+01   1.46711600e-10   0.00000000e+00  -1.46711600e-10   0.00000000e+00
98        -2.00000000e-02   5.00000000e-02   2.70000000e+01   1.94735900e-10   0.00000000e+00  -1.94735900e-10   0.00000000e+00
99        -1.00000000e-02   5.00000000e-02   2.70000000e+01   2.58505700e-10   0.00000000e+00  -2.58505700e-10   0.00000000e+00
100        0.00000000e+00   5.00000000e-02   2.70000000e+01   3.43191800e-10   0.00000000e+00  -3.43191800e-10   0.00000000e+00
101        1.00000000e-02   5.00000000e-02   2.70000000e+01   4.55665200e-10   0.00000000e+00  -4.55665200e-10   0.00000000e+00
102        2.00000000e-02   5.00000000e-02   2.70000000e+01   6.05057400e-10   0.00000000e+00  -6.05057400e-10   0.00000000e+00
103        3.00000000e-02   5.00000000e-02   2.70000000e+01   8.03505400e-10   0.00000000e+00  -8.03505400e-10   0.00000000e+00
104        4.00000000e-02   5.00000000e-02   2.70000000e+01   1.06710000e-09   0.00000000e+00  -1.06710000e-09   0.00000000e+00
105        5.00000000e-02   5.00000000e-02   2.70000000e+01   1.41740000e-09   0.00000000e+00  -1.41740000e-09   0.00000000e+00
106        6.00000000e-02   5.00000000e-02   2.70000000e+01   1.88280000e-09   0.00000000e+00  -1.88280000e-09   0.00000000e+00
107        7.00000000e-02   5.00000000e-02   2.70000000e+01   2.50130000e-09   0.00000000e+00  -2.50130000e-09   0.00000000e+00
108        8.00000000e-02   5.00000000e-02   2.70000000e+01   3.32320000e-09   0.00000000e+00  -3.32320000e-09   0.00000000e+00
109        9.00000000e-02   5.00000000e-02   2.70000000e+01   4.41560000e-09   0.00000000e+00  -4.41560000e-09   0.00000000e+00
110        1.00000000e-01   5.00000000e-02   2.70000000e+01   5.86760000e-09   0.00000000e+00  -5.86760000e-09   0.00000000e+00
111        1.10000000e-01   5.00000000e-02   2.70000000e+01   7.79770000e-09   0.00000000e+00  -7.79770000e-09   0.00000000e+00
112        1.20000000e-01   5.00000000e-02   2.70000000e+01   1.03635000e-08   0.00000000e+00  -1.03635000e-08   0.00000000e+00
113        1.30000000e-01   5.00000000e-02   2.70000000e+01   1.37748000e-08   0.00000000e+00  -1.37748000e-08   0.00000000e+00
114        1.40000000e-01   5.00000000e-02   2.70000000e+01   1.83104000e-08   0.00000000e+00  -1.83104000e-08   0.00000000e+00
115        1.50000000e-01   5.00000000e-02   2.70000000e+01   2.43410000e-08   0.00000000e+00  -2.43410000e-08   0.00000000e+00
116        1.60000000e-01   5.00000000e-02   2.70000000e+01   3.23601000e-08   0.00000000e+00  -3.23601000e-08   0.00000000e+00
117        1.70000000e-01   5.00000000e-02   2.70000000e+01   4.30235000e-08   0.00000000e+00  -4.30235000e-08   0.00000000e+00
118        1.80000000e-01   5.00000000e-02   2.70000000e+01   5.72036000e-08   0.00000000e+00  -5.72036000e-08   0.00000000e+00
119        1.90000000e-01   5.00000000e-02   2.70000000e+01   7.60598000e-08   0.00000000e+00  -7.60598000e-08   0.00000000e+00
120        2.00000000e-01   5.00000000e-02   2.70000000e+01   1.01133500e-07   0.00000000e+00  -1.01133500e-07   0.00000000e+00
121        2.10000000e-01   5.00000000e-02   2.70000000e+01   1.34472300e-07   0.00000000e+00  -1.34472300e-07   0.00000000e+00
122        2.20000000e-01   5.00000000e-02   2.70000000e+01   1.78794800e-07   0.00000000e+00  -1.78794800e-07   0.00000000e+00
123        2.30000000e-01   5.00000000e-02   2.70000000e+01   2.37708300e-07   0.00000000e+00  -2.37708300e-07   0.00000000e+00
124        2.40000000e-01   5.00000000e-02   2.70000000e+01   3.15993400e-07   0.00000000e+00  -3.15993400e-07   0.00000000e+00
125        2.50000000e-01   5.00000000e-02   2.70000000e+01   4.19977400e-07   0.00000000e+00  -4.19977400e-07   0.00000000e+00
126        2.60000000e-01   5.00000000e-02   2.70000000e+01   5.58017600e-07   0.00000000e+00  -5.58017600e-07   0.00000000e+00
127        2.70000000e-01   5.00000000e-02   2.70000000e+01   7.41125200e-07   0.00000000e+00  -7.41125200e-07   0.00000000e+00
128        2.80000000e-01   5.00000000e-02   2.70000000e+01   9.83757800e-07   0.00000000e+00  -9.83757800e-07   0.00000000e+00
129        2.90000000e-01   5.00000000e-02   2.70000000e+01   1.30480000e-06   0.00000000e+00  -1.30480000e-06   0.00000000e+00
130        3.00000000e-01   5.00000000e-02   2.70000000e+01   1.72880000e-06   0.00000000e+00  -1.72880000e-06   0.00000000e+00
131        3.10000000e-01   5.00000000e-02   2.70000000e+01   2.28750000e-06   0.00000000e+00  -2.28750000e-06   0.00000000e+00
132        3.20000000e-01   5.00000000e-02   2.70000000e+01   3.02120000e-06   0.00000000e+00  -3.02120000e-06   0.00000000e+00
133        3.30000000e-01   5.00000000e-02   2.70000000e+01   3.98070000e-06   0.00000000e+00  -3.98070000e-06   0.00000000e+00
134        3.40000000e-01   5.00000000e-02   2.70000000e+01   5.22910000e-06   0.00000000e+00  -5.22910000e-06   0.00000000e+00
135        3.50000000e-01   5.00000000e-02   2.70000000e+01   6.84280000e-06   0.00000000e+00  -6.84280000e-06   0.00000000e+00
136        3.60000000e-01   5.00000000e-02   2.70000000e+01   8.91200000e-06   0.00000000e+00  -8.91200000e-06   0.00000000e+00
137        3.70000000e-01   5.00000000e-02   2.70000000e+01   1.15396000e-05   0.00000000e+00  -1.15396000e-05   0.00000000e+00
138        3.80000000e-01   5.00000000e-02   2.70000000e+01   1.48388000e-05   0.00000000e+00  -1.48388000e-05   0.00000000e+00
139        3.90000000e-01   5.00000000e-02   2.70000000e+01   1.89281000e-05   0.00000000e+00  -1.89281000e-05   0.00000000e+00
140        4.00000000e-01   5.00000000e-02   2.70000000e+01   2.39238000e-05   0.00000000e+00  -2.39238000e-05   0.00000000e+00
141        4.10000000e-01   5.00000000e-02   2.70000000e+01   2.99324000e-05   0.00000000e+00  -2.99324000e-05   0.00000000e+00
142        4.20000000e-01   5.00000000e-02   2.70000000e+01   3.70416000e-05   0.00000000e+00  -3.70416000e-05   0.00000000e+00
143        4.30000000e-01   5.00000000e-02   2.70000000e+01   4.53126000e-05   0.00000000e+00  -4.53126000e-05   0.00000000e+00
144        4.40000000e-01   5.00000000e-02   2.70000000e+01   5.47755000e-05   0.00000000e+00  -5.47755000e-05   0.00000000e+00
145        4.50000000e-01   5.00000000e-02   2.70000000e+01   6.54267000e-05   0.00000000e+00  -6.54267000e-05   0.00000000e+00
146        4.60000000e-01   5.00000000e-02   2.70000000e+01   7.72309000e-05   0.00000000e+00  -7.72309000e-05   0.00000000e+00
147        4.70000000e-01   5.00000000e-02   2.70000000e+01   9.01254000e-05   0.00000000e+00  -9.01254000e-05   0.00000000e+00
148        4.80000000e-01   5.00000000e-02   2.70000000e+01   1.04026100e-04   0.00000000e+00  -1.04026100e-04   0.00000000e+00
149        4.90000000e-01   5.00000000e-02   2.70000000e+01   1.18835200e-04   0.00000000e+00  -1.18835200e-04   0.00000000e+00
150        5.00000000e-01   5.00000000e-02   2.70000000e+01   1.34446900e-04   0.00000000e+00  -1.34446900e-04   0.00000000e+00
151        5.10000000e-01   5.00000000e-02   2.70000000e+01   1.50753800e-04   0.00000000e+00  -1.50753800e-04   0.00000000e+00
152        5.20000000e-01   5.00000000e-02   2.70000000e+01   1.67651000e-04   0.00000000e+00  -1.67651000e-04   0.00000000e+00
153        5.30000000e-01   5.00000000e-02   2.70000000e+01   1.85038900e-04   0.00000000e+00  -1.85038900e-04   0.00000000e+00
154        5.40000000e-01   5.00000000e-02   2.70000000e+01   2.02825200e-04   0.00000000e+00  -2.02825200e-04   0.00000000e+00
155        5.50000000e-01   5.00000000e-02   2.70000000e+01   2.20925600e-04   0.00000000e+00  -2.20925600e-04   0.00000000e+00
156        5.60000000e-01   5.00000000e-02   2.70000000e+01   2.39264200e-04   0.00000000e+00  -2.39264200e-04   0.00000000e+00
157        5.70000000e-01   5.00000000e-02   2.70000000e+01   2.57773300e-04   0.00000000e+00  -2.57773300e-04   0.00000000e+00
158        5.80000000e-01   5.00000000e-02   2.70000000e+01   2.76393000e-04   0.00000000e+00  -2.76393000e-04   0.00000000e+00
159        5.90000000e-01   5.00000000e-02   2.70000000e+01   2.95070200e-04   0.00000000e+00  -2.95070200e-04   0.00000000e+00
160        6.00000000e-01   5.00000000e-02   2.70000000e+01   3.13758600e-04   0.00000000e+00  -3.13758600e-04   0.00000000e+00
161        6.10000000e-01   5.00000000e-02   2.70000000e+01   3.32417500e-04   0.00000000e+00  -3.32417500e-04   0.00000000e+00
162        6.20000000e-01   5.00000000e-02   2.70000000e+01   3.51011400e-04   0.00000000e+00  -3.51011400e-04   0.00000000e+00
163        6.30000000e-01   5.00000000e-02   2.70000000e+01   3.69509400e-04   0.00000000e+00  -3.69509400e-04   0.00000000e+00
164        6.40000000e-01   5.00000000e-02   2.70000000e+01   3.87884700e-04   0.00000000e+00  -3.87884700e-04   0.00000000e+00
165        6.50000000e-01   5.00000000e-02   2.70000000e+01   4.06114100e-04   0.00000000e+00  -4.06114100e-04   0.00000000e+00
166        6.60000000e-01   5.00000000e-02   2.70000000e+01   4.24177300e-04   0.00000000e+00  -4.24177300e-04   0.00000000e+00
167        6.70000000e-01   5.00000000e-02   2.70000000e+01   4.42057200e-04   0.00000000e+00  -4.42057200e-04   0.00000000e+00
168        6.80000000e-01   5.00000000e-02   2.70000000e+01   4.59738700e-04   0.00000000e+00  -4.59738700e-04   0.00000000e+00
169        6.90000000e-01   5.00000000e-02   2.70000000e+01   4.77209200e-04   0.00000000e+00  -4.77209200e-04   0.00000000e+00
170        7.00000000e-01   5.00000000e-02   2.70000000e+01   4.94457800e-04   0.00000000e+00  -4.94457800e-04   0.00000000e+00
171        7.10000000e-01   5.00000000e-02   2.70000000e+01   5.11475300e-04   0.00000000e+00  -5.11475300e-04   0.00000000e+00
172        7.20000000e-01   5.00000000e-02   2.70000000e+01   5.28254000e-04   0.00000000e+00  -5.28254000e-04   0.00000000e+00
173        7.30000000e-01   5.00000000e-02   2.70000000e+01   5.44787600e-04   0.00000000e+00  -5.44787600e-04   0.00000000e+00
174        7.40000000e-01   5.00000000e-02   2.70000000e+01   5.61070700e-04   0.00000000e+00  -5.61070700e-04   0.00000000e+00
175        7.50000000e-01   5.00000000e-02   2.70000000e+01   5.77099200e-04   0.00000000e+00  -5.77099200e-04   0.00000000e+00
176        7.60000000e-01   5.00000000e-02   2.70000000e+01   5.92869700e-04   0.00000000e+00  -5.92869700e-04   0.00000000e+00
177        7.70000000e-01   5.00000000e-02   2.70000000e+01   6.08379700e-04   0.00000000e+00  -6.08379700e-04   0.00000000e+00
178        7.80000000e-01   5.00000000e-02   2.70000000e+01   6.23627500e-04   0.00000000e+00  -6.23627500e-04   0.00000000e+00
179        7.90000000e-01   5.00000000e-02   2.70000000e+01   6.38611700e-04   0.00000000e+00  -6.38611700e-04   0.00000000e+00
180        8.00000000e-01   5.00000000e-02   2.70000000e+01   6.53331800e-04   0.00000000e+00  -6.53331800e-04   0.00000000e+00
181        8.10000000e-01   5.00000000e-02   2.70000000e+01   6.67787700e-04   0.00000000e+00  -6.67787700e-04   0.00000000e+00
182        8.20000000e-01   5.00000000e-02   2.70000000e+01   6.81979600e-04   0.00000000e+00  -6.81979600e-04   0.00000000e+00
183        8.30000000e-01   5.00000000e-02   2.70000000e+01   6.95908300e-04   0.00000000e+00  -6.95908300e-04   0.00000000e+00
184        8.40000000e-01   5.00000000e-02   2.70000000e+01   7.09574700e-04   0.00000000e+00  -7.09574700e-04   0.00000000e+00
185        8.50000000e-01   5.00000000e-02   2.70000000e+01   7.22980200e-04   0.00000000e+00  -7.22980200e-04   0.00000000e+00
186        8.60000000e-01   5.00000000e-02   2.70000000e+01   7.36126400e-04   0.00000000e+00  -7.36126400e-04   0.00000000e+00
187        8.70000000e-01   5.00000000e-02   2.70000000e+01   7.49015200e-04   0.00000000e+00  -7.49015200e-04   0.00000000e+00
188        8.80000000e-01   5.00000000e-02   2.70000000e+01   7.61648600e-04   0.00000000e+00  -7.61648600e-04   0.00000000e+00
189        8.90000000e-01   5.00000000e-02   2.70000000e+01   7.74028800e-04   0.00000000e+00  -7.74028800e-04   0.00000000e+00
190        9.00000000e-01   5.00000000e-02   2.70000000e+01   7.86158300e-04   0.00000000e+00  -7.86158300e-04   0.00000000e+00
191        9.10000000e-01   5.00000000e-02   2.70000000e+01   7.98039500e-04   0.00000000e+00  -7.98039500e-04   0.00000000e+00
192        9.20000000e-01   5.00000000e-02   2.70000000e+01   8.09675200e-04   0.00000000e+00  -8.09675200e-04   0.00000000e+00
193        9.30000000e-01   5.00000000e-02   2.70000000e+01   8.21068000e-04   0.00000000e+00  -8.21068000e-04   0.00000000e+00
194        9.40000000e-01   5.00000000e-02   2.70000000e+01   8.32220900e-04   0.00000000e+00  -8.32220900e-04   0.00000000e+00
195        9.50000000e-01   5.00000000e-02   2.70000000e+01   8.43136700e-04   0.00000000e+00  -8.43136700e-04   0.00000000e+00
196        9.60000000e-01   5.00000000e-02   2.70000000e+01   8.53818500e-04   0.00000000e+00  -8.53818500e-04   0.00000000e+00
197        9.70000000e-01   5.00000000e-02   2.70000000e+01   8.64269300e-04   0.00000000e+00  -8.64269300e-04   0.00000000e+00
198        9.80000000e-01   5.00000000e-02   2.70000000e+01   8.74492200e-04   0.00000000e+00  -8.74492200e-04   0.00000000e+00
199        9.90000000e-01   5.00000000e-02   2.70000000e+01   8.84490300e-04   0.00000000e+00  -8.84490300e-04   0.00000000e+00
200        1.00000000e+00   5.00000000e-02   2.70000000e+01   8.94266800e-04   0.00000000e+00  -8.94266800e-04   0.00000000e+00
201        1.01000000e+00   5.00000000e-02   2.70000000e+01   9.03824900e-04   0.00000000e+00  -9.03824900e-04   0.00000000e+00
202        1.02000000e+00   5.00000000e-02   2.70000000e+01   9.13167700e-04   0.00000000e+00  -9.13167700e-04   0.00000000e+00
203        1.03000000e+00   5.00000000e-02   2.70000000e+01   9.22298400e-04   0.00000000e+00  -9.22298400e-04   0.00000000e+00
204        1.04000000e+00   5.00000000e-02   2.70000000e+01   9.31220300e-04   0.00000000e+00  -9.31220300e-04   0.00000000e+00
205        1.05000000e+00   5.00000000e-02   2.70000000e+01   9.39936600e-04   0.00000000e+00  -9.39936600e-04   0.00000000e+00
206        1.06000000e+00   5.00000000e-02   2.70000000e+01   9.48450300e-04   0.00000000e+00  -9.48450300e-04   0.00000000e+00
207        1.07000000e+00   5.00000000e-02   2.70000000e+01   9.56764800e-04   0.00000000e+00  -9.56764800e-04   0.00000000e+00
