Index       TIME             V(IN0)            V(OUT)      
42       2.10000000e-03   -3.26451277e-02   -6.49523370e-02
43       2.15000000e-03   -3.22826996e-02   -6.49446280e-02
44       2.20000000e-03   -3.19202716e-02   -6.49369191e-02
45       2.25000000e-03   -3.15578435e-02   -6.49292102e-02
46       2.30000000e-03   -3.11954154e-02   -6.49215012e-02
47       2.35000000e-03   -3.08392374e-02   -6.49126611e-02
48       2.40000000e-03   -3.04998928e-02   -6.49007741e-02
49       2.45000000e-03   -3.01605483e-02   -6.48888872e-02
50       2.50000000e-03   -2.98212037e-02   -6.48770002e-02
51       2.55000000e-03   -2.94818592e-02   -6.48651133e-02
52       2.60000000e-03   -2.91425146e-02   -6.48532263e-02
53       2.65000000e-03   -2.88183427e-02   -6.48375781e-02
54       2.70000000e-03   -2.84986213e-02   -6.48208267e-02
55       2.75000000e-03   -2.81788999e-02   -6.48040752e-02
56       2.80000000e-03   -2.78591786e-02   -6.47873238e-02
57       2.85000000e-03   -2.75394572e-02   -6.47705724e-02
58       2.90000000e-03   -2.72244120e-02   -6.47523517e-02
59       2.95000000e-03   -2.69216551e-02   -6.47302698e-02
60       3.00000000e-03   -2.66188983e-02   -6.47081880e-02
61       3.05000000e-03   -2.63161415e-02   -6.46861062e-02
62       3.10000000e-03   -2.60133847e-02   -6.46640244e-02
63       3.15000000e-03   -2.57106279e-02   -6.46419426e-02
64       3.20000000e-03   -2.54194414e-02   -6.46155078e-02
65       3.25000000e-03   -2.51315549e-02   -6.45878315e-02
66       3.30000000e-03   -2.48436684e-02   -6.45601553e-02
67       3.35000000e-03   -2.45557819e-02   -6.45324790e-02
68       3.40000000e-03   -2.42678954e-02   -6.45048028e-02
69       3.45000000e-03   -2.39837058e-02   -6.44755301e-02
70       3.50000000e-03   -2.37089982e-02   -6.44421631e-02
71       3.55000000e-03   -2.34342906e-02   -6.44087962e-02
72       3.60000000e-03   -2.31595829e-02   -6.43754292e-02
73       3.65000000e-03   -2.28848753e-02   -6.43420622e-02
74       3.70000000e-03   -2.26101677e-02   -6.43086952e-02
75       3.75000000e-03   -2.23446942e-02   -6.42708997e-02
76       3.80000000e-03   -2.20817804e-02   -6.42318767e-02
77       3.85000000e-03   -2.18188666e-02   -6.41928537e-02
78       3.90000000e-03   -2.15559528e-02   -6.41538307e-02
79       3.95000000e-03   -2.12930390e-02   -6.41148077e-02
80       4.00000000e-03   -2.10331602e-02   -6.40742081e-02
81       4.05000000e-03   -2.07808804e-02   -6.40296612e-02
82       4.10000000e-03   -2.05286005e-02   -6.39851144e-02
83       4.15000000e-03   -2.02763206e-02   -6.39405675e-02
84       4.20000000e-03   -2.00240407e-02   -6.38960207e-02
85       4.25000000e-03   -1.97717609e-02   -6.38514738e-02
86       4.30000000e-03   -1.95270888e-02   -6.38027337e-02
87       4.35000000e-03   -1.92844654e-02   -6.37528645e-02
88       4.40000000e-03   -1.90418421e-02   -6.37029953e-02
89       4.45000000e-03   -1.87992187e-02   -6.36531260e-02
90       4.50000000e-03   -1.85565953e-02   -6.36032568e-02
91       4.55000000e-03   -1.83165307e-02   -6.35519146e-02
92       4.60000000e-03   -1.80827221e-02   -6.34969712e-02
93       4.65000000e-03   -1.78489135e-02   -6.34420278e-02
94       4.70000000e-03   -1.76151048e-02   -6.33870844e-02
95       4.75000000e-03   -1.73812962e-02   -6.33321411e-02
96       4.80000000e-03   -1.71474875e-02   -6.32771977e-02
97       4.85000000e-03   -1.69200914e-02   -6.32184518e-02
98       4.90000000e-03   -1.66943718e-02   -6.31587117e-02
99       4.95000000e-03   -1.64686522e-02   -6.30989716e-02
100      5.00000000e-03   -1.62429326e-02   -6.30392315e-02
101      5.05000000e-03   -1.60172130e-02   -6.29794914e-02
102      5.10000000e-03   -1.57936926e-02   -6.29184221e-02
103      5.15000000e-03   -1.55754235e-02   -6.28541788e-02
104      5.20000000e-03   -1.53571544e-02   -6.27899355e-02
105      5.25000000e-03   -1.51388854e-02   -6.27256922e-02
106      5.30000000e-03   -1.49206163e-02   -6.26614488e-02
107      5.35000000e-03   -1.47023472e-02   -6.25972055e-02
108      5.40000000e-03   -1.44895732e-02   -6.25296095e-02
109      5.45000000e-03   -1.42781935e-02   -6.24611627e-02
110      5.50000000e-03   -1.40668139e-02   -6.23927159e-02
111      5.55000000e-03   -1.38554342e-02   -6.23242691e-02
112      5.60000000e-03   -1.36440545e-02   -6.22558223e-02
113      5.65000000e-03   -1.34345916e-02   -6.21862039e-02
114      5.70000000e-03   -1.32295997e-02   -6.21138525e-02
115      5.75000000e-03   -1.30246079e-02   -6.20415011e-02
116      5.80000000e-03   -1.28196160e-02   -6.19691497e-02
117      5.85000000e-03   -1.26146241e-02   -6.18967983e-02
118      5.90000000e-03   -1.24096322e-02   -6.18244469e-02
119      5.95000000e-03   -1.22094073e-02   -6.17491972e-02
120      6.00000000e-03   -1.20103554e-02   -6.16732342e-02
121      6.05000000e-03   -1.18113036e-02   -6.15972712e-02
122      6.10000000e-03   -1.16122518e-02   -6.15213082e-02
123      6.15000000e-03   -1.14131999e-02   -6.14453452e-02
124      6.20000000e-03   -1.12165998e-02   -6.13679206e-02
125      6.25000000e-03   -1.10255879e-02   -6.12871647e-02
126      6.30000000e-03   -1.08345760e-02   -6.12064088e-02
127      6.35000000e-03   -1.06435641e-02   -6.11256529e-02
128      6.40000000e-03   -1.04525522e-02   -6.10448970e-02
129      6.45000000e-03   -1.02615403e-02   -6.09641411e-02
130      6.50000000e-03   -1.00705284e-02   -6.08833852e-02
131      6.55000000e-03   -9.87951646e-03   -6.08026293e-02
132      6.60000000e-03   -9.68850456e-03   -6.07218734e-02
133      6.65000000e-03   -9.49749265e-03   -6.06411175e-02
134      6.70000000e-03   -9.30648074e-03   -6.05603616e-02
135      6.75000000e-03   -9.11847786e-03   -6.04778662e-02
136      6.80000000e-03   -8.93717796e-03   -6.03914957e-02
137      6.85000000e-03   -8.75587807e-03   -6.03051252e-02
138      6.90000000e-03   -8.57457817e-03   -6.02187547e-02
139      6.95000000e-03   -8.39327827e-03   -6.01323842e-02
140      7.00000000e-03   -8.21197837e-03   -6.00460137e-02
141      7.05000000e-03   -8.03067847e-03   -5.99596432e-02
142      7.10000000e-03   -7.84937858e-03   -5.98732728e-02
143      7.15000000e-03   -7.66807868e-03   -5.97869023e-02
144      7.20000000e-03   -7.48677878e-03   -5.97005318e-02
145      7.25000000e-03   -7.30547888e-03   -5.96141613e-02
146      7.30000000e-03   -7.12686480e-03   -5.95263237e-02
147      7.35000000e-03   -6.95409918e-03   -5.94352916e-02
148      7.40000000e-03   -6.78133356e-03   -5.93442595e-02
149      7.45000000e-03   -6.60856795e-03   -5.92532274e-02
150      7.50000000e-03   -6.43580233e-03   -5.91621953e-02
151      7.55000000e-03   -6.26303671e-03   -5.90711632e-02
152      7.60000000e-03   -6.09027109e-03   -5.89801311e-02
153      7.65000000e-03   -5.91750547e-03   -5.88890989e-02
154      7.70000000e-03   -5.74473985e-03   -5.87980668e-02
155      7.75000000e-03   -5.57197423e-03   -5.87070347e-02
156      7.80000000e-03   -5.39920861e-03   -5.86160026e-02
157      7.85000000e-03   -5.22885369e-03   -5.85237501e-02
158      7.90000000e-03   -5.06363111e-03   -5.84288995e-02
159      7.95000000e-03   -4.89840853e-03   -5.83340488e-02
160      8.00000000e-03   -4.73318595e-03   -5.82391982e-02
161      8.05000000e-03   -4.56796337e-03   -5.81443475e-02
162      8.10000000e-03   -4.40274079e-03   -5.80494969e-02
163      8.15000000e-03   -4.23751821e-03   -5.79546463e-02
164      8.20000000e-03   -4.07229563e-03   -5.78597956e-02
165      8.25000000e-03   -3.90707305e-03   -5.77649450e-02
166      8.30000000e-03   -3.74185047e-03   -5.76700943e-02
167      8.35000000e-03   -3.57662789e-03   -5.75752437e-02
168      8.40000000e-03   -3.41357965e-03   -5.74793933e-02
169      8.45000000e-03   -3.25505814e-03   -5.73814615e-02
170      8.50000000e-03   -3.09653663e-03   -5.72835296e-02
171      8.55000000e-03   -2.93801512e-03   -5.71855978e-02
172      8.60000000e-03   -2.77949361e-03   -5.70876660e-02
173      8.65000000e-03   -2.62097210e-03   -5.69897342e-02
174      8.70000000e-03   -2.46245059e-03   -5.68918023e-02
175      8.75000000e-03   -2.30392908e-03   -5.67938705e-02
176      8.80000000e-03   -2.14540757e-03   -5.66959387e-02
177      8.85000000e-03   -1.98688606e-03   -5.65980069e-02
178      8.90000000e-03   -1.82836455e-03   -5.65000750e-02
179      8.95000000e-03   -1.67181300e-03   -5.64013392e-02
180      9.00000000e-03   -1.51927266e-03   -5.63009662e-02
181      9.05000000e-03   -1.36673233e-03   -5.62005932e-02
182      9.10000000e-03   -1.21419200e-03   -5.61002202e-02
183      9.15000000e-03   -1.06165166e-03   -5.59998472e-02
184      9.20000000e-03   -9.09111327e-04   -5.58994741e-02
185      9.25000000e-03   -7.56570992e-04   -5.57991011e-02
186      9.30000000e-03   -6.04030658e-04   -5.56987281e-02
187      9.35000000e-03   -4.51490323e-04   -5.55983551e-02
188      9.40000000e-03   -2.98949989e-04   -5.54979821e-02
189      9.45000000e-03   -1.46409655e-04   -5.53976091e-02
190      9.50000000e-03    4.33806739e-06   -5.52966049e-02
191      9.55000000e-03    1.51515219e-04   -5.51943433e-02
192      9.60000000e-03    2.98692371e-04   -5.50920818e-02
193      9.65000000e-03    4.45869523e-04   -5.49898202e-02
194      9.70000000e-03    5.93046675e-04   -5.48875587e-02
195      9.75000000e-03    7.40223827e-04   -5.47852971e-02
196      9.80000000e-03    8.87400979e-04   -5.46830356e-02
197      9.85000000e-03    1.03457813e-03   -5.45807740e-02
198      9.90000000e-03    1.18175528e-03   -5.44785125e-02
199      9.95000000e-03    1.32893244e-03   -5.43762509e-02
200      1.00000000e-02    1.47610959e-03   -5.42739894e-02
201      1.00500000e-02    1.62164861e-03   -5.41712486e-02
202      1.01000000e-02    1.76399534e-03   -5.40675740e-02
203      1.01500000e-02    1.90634207e-03   -5.39638994e-02
204      1.02000000e-02    2.04868881e-03   -5.38602247e-02
205      1.02500000e-02    2.19103554e-03   -5.37565501e-02
206      1.03000000e-02    2.33338227e-03   -5.36528755e-02
207      1.03500000e-02    2.47572900e-03   -5.35492009e-02
208      1.04000000e-02    2.61807573e-03   -5.34455262e-02
209      1.04500000e-02    2.76042247e-03   -5.33418516e-02
210      1.05000000e-02    2.90276920e-03   -5.32381770e-02
211      1.05500000e-02    3.04511593e-03   -5.31345023e-02
212      1.06000000e-02    3.18595911e-03   -5.30304819e-02
213      1.06500000e-02    3.32393521e-03   -5.29258021e-02
214      1.07000000e-02    3.46191131e-03   -5.28211223e-02
215      1.07500000e-02    3.59988741e-03   -5.27164424e-02
216      1.08000000e-02    3.73786351e-03   -5.26117626e-02
217      1.08500000e-02    3.87583961e-03   -5.25070828e-02
218      1.09000000e-02    4.01381571e-03   -5.24024030e-02
219      1.09500000e-02    4.15179181e-03   -5.22977231e-02
220      1.10000000e-02    4.28976791e-03   -5.21930433e-02
221      1.10500000e-02    4.42774401e-03   -5.20883635e-02
222      1.11000000e-02    4.56572011e-03   -5.19836837e-02
223      1.11500000e-02    4.70231032e-03   -5.18787750e-02
224      1.12000000e-02    4.83631420e-03   -5.17734391e-02
225      1.12500000e-02    4.97031808e-03   -5.16681032e-02
226      1.13000000e-02    5.10432195e-03   -5.15627673e-02
227      1.13500000e-02    5.23832583e-03   -5.14574314e-02
228      1.14000000e-02    5.37232971e-03   -5.13520955e-02
229      1.14500000e-02    5.50633359e-03   -5.12467596e-02
230      1.15000000e-02    5.64033747e-03   -5.11414237e-02
231      1.15500000e-02    5.77434135e-03   -5.10360878e-02
232      1.16000000e-02    5.90834523e-03   -5.09307519e-02
233      1.16500000e-02    6.04234911e-03   -5.08254160e-02
234      1.17000000e-02    6.17506971e-03   -5.07199535e-02
235      1.17500000e-02    6.30544627e-03   -5.06142597e-02
236      1.18000000e-02    6.43582283e-03   -5.05085659e-02
237      1.18500000e-02    6.56619938e-03   -5.04028721e-02
238      1.19000000e-02    6.69657594e-03   -5.02971783e-02
239      1.19500000e-02    6.82695250e-03   -5.01914845e-02
240      1.20000000e-02    6.95732906e-03   -5.00857908e-02
241      1.20500000e-02    7.08770561e-03   -4.99800970e-02
242      1.21000000e-02    7.21808217e-03   -4.98744032e-02
243      1.21500000e-02    7.34845873e-03   -4.97687094e-02
244      1.22000000e-02    7.47883528e-03   -4.96630156e-02
245      1.22500000e-02    7.60801849e-03   -4.95572846e-02
246      1.23000000e-02    7.73506784e-03   -4.94514871e-02
247      1.23500000e-02    7.86211719e-03   -4.93456896e-02
248      1.24000000e-02    7.98916654e-03   -4.92398921e-02
249      1.24500000e-02    8.11621589e-03   -4.91340946e-02
250      1.25000000e-02    8.24326524e-03   -4.90282971e-02
251      1.25500000e-02    8.37031459e-03   -4.89224996e-02
252      1.26000000e-02    8.49736394e-03   -4.88167021e-02
253      1.26500000e-02    8.62441329e-03   -4.87109046e-02
254      1.27000000e-02    8.75146264e-03   -4.86051071e-02
255      1.27500000e-02    8.87851199e-03   -4.84993096e-02
256      1.28000000e-02    9.00444641e-03   -4.83935530e-02
257      1.28500000e-02    9.12842895e-03   -4.82878679e-02
258      1.29000000e-02    9.25241149e-03   -4.81821829e-02
259      1.29500000e-02    9.37639402e-03   -4.80764979e-02
260      1.30000000e-02    9.50037656e-03   -4.79708129e-02
261      1.30500000e-02    9.62435909e-03   -4.78651278e-02
262      1.31000000e-02    9.74834163e-03   -4.77594428e-02
263      1.31500000e-02    9.87232417e-03   -4.76537578e-02
264      1.32000000e-02    9.99630670e-03   -4.75480728e-02
265      1.32500000e-02    1.01202892e-02   -4.74423877e-02
266      1.33000000e-02    1.02442718e-02   -4.73367027e-02
267      1.33500000e-02    1.03672082e-02   -4.72311267e-02
268      1.34000000e-02    1.04883515e-02   -4.71257376e-02
269      1.34500000e-02    1.06094948e-02   -4.70203485e-02
270      1.35000000e-02    1.07306381e-02   -4.69149595e-02
271      1.35500000e-02    1.08517814e-02   -4.68095704e-02
272      1.36000000e-02    1.09729247e-02   -4.67041813e-02
273      1.36500000e-02    1.10940680e-02   -4.65987922e-02
274      1.37000000e-02    1.12152113e-02   -4.64934031e-02
275      1.37500000e-02    1.13363545e-02   -4.63880140e-02
276      1.38000000e-02    1.14574978e-02   -4.62826250e-02
277      1.38500000e-02    1.15786411e-02   -4.61772359e-02
278      1.39000000e-02    1.16987983e-02   -4.60720152e-02
279      1.39500000e-02    1.18173002e-02   -4.59670774e-02
280      1.40000000e-02    1.19358021e-02   -4.58621396e-02
281      1.40500000e-02    1.20543040e-02   -4.57572017e-02
282      1.41000000e-02    1.21728059e-02   -4.56522639e-02
283      1.41500000e-02    1.22913078e-02   -4.55473260e-02
284      1.42000000e-02    1.24098097e-02   -4.54423882e-02
285      1.42500000e-02    1.25283116e-02   -4.53374503e-02
286      1.43000000e-02    1.26468136e-02   -4.52325125e-02
287      1.43500000e-02    1.27653155e-02   -4.51275747e-02
288      1.44000000e-02    1.28838174e-02   -4.50226368e-02
289      1.44500000e-02    1.30013860e-02   -4.49179192e-02
290      1.45000000e-02    1.31174203e-02   -4.48135636e-02
291      1.45500000e-02    1.32334546e-02   -4.47092081e-02
292      1.46000000e-02    1.33494889e-02   -4.46048525e-02
293      1.46500000e-02    1.34655232e-02   -4.45004970e-02
294      1.47000000e-02    1.35815575e-02   -4.43961414e-02
295      1.47500000e-02    1.36975919e-02   -4.42917859e-02
296      1.48000000e-02    1.38136262e-02   -4.41874303e-02
297      1.48500000e-02    1.39296605e-02   -4.40830748e-02
298      1.49000000e-02    1.40456948e-02   -4.39787192e-02
299      1.49500000e-02    1.41617291e-02   -4.38743637e-02
300      1.50000000e-02    1.42768761e-02   -4.37702734e-02
301      1.50500000e-02    1.43905943e-02   -4.36666104e-02
302      1.51000000e-02    1.45043124e-02   -4.35629473e-02
303      1.51500000e-02    1.46180306e-02   -4.34592843e-02
304      1.52000000e-02    1.47317488e-02   -4.33556212e-02
305      1.52500000e-02    1.48454669e-02   -4.32519582e-02
306      1.53000000e-02    1.49591851e-02   -4.31482951e-02
307      1.53500000e-02    1.50729033e-02   -4.30446321e-02
308      1.54000000e-02    1.51866215e-02   -4.29409690e-02
309      1.54500000e-02    1.53003396e-02   -4.28373060e-02
310      1.55000000e-02    1.54140578e-02   -4.27336429e-02
311      1.55500000e-02    1.55269293e-02   -4.26302843e-02
312      1.56000000e-02    1.56384652e-02   -4.25274061e-02
313      1.56500000e-02    1.57500010e-02   -4.24245278e-02
314      1.57000000e-02    1.58615369e-02   -4.23216495e-02
315      1.57500000e-02    1.59730727e-02   -4.22187712e-02
316      1.58000000e-02    1.60846086e-02   -4.21158930e-02
317      1.58500000e-02    1.61961445e-02   -4.20130147e-02
318      1.59000000e-02    1.63076803e-02   -4.19101364e-02
319      1.59500000e-02    1.64192162e-02   -4.18072582e-02
320      1.60000000e-02    1.65307520e-02   -4.17043799e-02
321      1.60500000e-02    1.66422879e-02   -4.16015016e-02
322      1.61000000e-02    1.67530124e-02   -4.14989619e-02
323      1.61500000e-02    1.68624829e-02   -4.13969453e-02
324      1.62000000e-02    1.69719534e-02   -4.12949287e-02
325      1.62500000e-02    1.70814239e-02   -4.11929121e-02
326      1.63000000e-02    1.71908944e-02   -4.10908955e-02
327      1.63500000e-02    1.73003649e-02   -4.09888789e-02
328      1.64000000e-02    1.74098354e-02   -4.08868623e-02
329      1.64500000e-02    1.75193059e-02   -4.07848457e-02
330      1.65000000e-02    1.76287764e-02   -4.06828291e-02
331      1.65500000e-02    1.77382470e-02   -4.05808125e-02
332      1.66000000e-02    1.78477175e-02   -4.04787959e-02
333      1.66500000e-02    1.79564079e-02   -4.03771473e-02
334      1.67000000e-02    1.80639171e-02   -4.02760561e-02
335      1.67500000e-02    1.81714264e-02   -4.01749648e-02
336      1.68000000e-02    1.82789356e-02   -4.00738735e-02
337      1.68500000e-02    1.83864449e-02   -3.99727823e-02
338      1.69000000e-02    1.84939541e-02   -3.98716910e-02
339      1.69500000e-02    1.86014633e-02   -3.97705997e-02
340      1.70000000e-02    1.87089726e-02   -3.96695085e-02
341      1.70500000e-02    1.88164818e-02   -3.95684172e-02
342      1.71000000e-02    1.89239911e-02   -3.94673259e-02
343      1.71500000e-02    1.90315003e-02   -3.93662347e-02
344      1.72000000e-02    1.91382566e-02   -3.92655370e-02
345      1.72500000e-02    1.92438959e-02   -3.91654234e-02
346      1.73000000e-02    1.93495351e-02   -3.90653098e-02
347      1.73500000e-02    1.94551743e-02   -3.89651962e-02
348      1.74000000e-02    1.95608136e-02   -3.88650826e-02
349      1.74500000e-02    1.96664528e-02   -3.87649689e-02
350      1.75000000e-02    1.97720920e-02   -3.86648553e-02
351      1.75500000e-02    1.98777313e-02   -3.85647417e-02
352      1.76000000e-02    1.99833705e-02   -3.84646281e-02
353      1.76500000e-02    2.00890097e-02   -3.83645145e-02
354      1.77000000e-02    2.01946490e-02   -3.82644008e-02
355      1.77500000e-02    2.02995595e-02   -3.81647030e-02
356      1.78000000e-02    2.04034107e-02   -3.80656096e-02
357      1.78500000e-02    2.05072618e-02   -3.79665162e-02
358      1.79000000e-02    2.06111129e-02   -3.78674228e-02
359      1.79500000e-02    2.07149640e-02   -3.77683294e-02
360      1.80000000e-02    2.08188152e-02   -3.76692360e-02
361      1.80500000e-02    2.09226663e-02   -3.75701426e-02
362      1.81000000e-02    2.10265174e-02   -3.74710492e-02
363      1.81500000e-02    2.11303686e-02   -3.73719558e-02
364      1.82000000e-02    2.12342197e-02   -3.72728624e-02
365      1.82500000e-02    2.13380708e-02   -3.71737690e-02
366      1.83000000e-02    2.14412143e-02   -3.70751104e-02
367      1.83500000e-02    2.15433494e-02   -3.69770714e-02
368      1.84000000e-02    2.16454845e-02   -3.68790325e-02
369      1.84500000e-02    2.17476197e-02   -3.67809935e-02
370      1.85000000e-02    2.18497548e-02   -3.66829545e-02
371      1.85500000e-02    2.19518899e-02   -3.65849156e-02
372      1.86000000e-02    2.20540250e-02   -3.64868766e-02
373      1.86500000e-02    2.21561601e-02   -3.63888376e-02
374      1.87000000e-02    2.22582953e-02   -3.62907987e-02
375      1.87500000e-02    2.23604304e-02   -3.61927597e-02
376      1.88000000e-02    2.24625655e-02   -3.60947207e-02
377      1.88500000e-02    2.25640119e-02   -3.59971330e-02
378      1.89000000e-02    2.26644963e-02   -3.59001756e-02
379      1.89500000e-02    2.27649807e-02   -3.58032181e-02
380      1.90000000e-02    2.28654652e-02   -3.57062606e-02
381      1.90500000e-02    2.29659496e-02   -3.56093031e-02
382      1.91000000e-02    2.30664341e-02   -3.55123457e-02
383      1.91500000e-02    2.31669185e-02   -3.54153882e-02
384      1.92000000e-02    2.32674029e-02   -3.53184307e-02
385      1.92500000e-02    2.33678874e-02   -3.52214732e-02
386      1.93000000e-02    2.34683718e-02   -3.51245158e-02
387      1.93500000e-02    2.35688563e-02   -3.50275583e-02
388      1.94000000e-02    2.36686683e-02   -3.49310662e-02
389      1.94500000e-02    2.37675598e-02   -3.48352112e-02
390      1.95000000e-02    2.38664514e-02   -3.47393561e-02
391      1.95500000e-02    2.39653429e-02   -3.46435011e-02
392      1.96000000e-02    2.40642344e-02   -3.45476460e-02
393      1.96500000e-02    2.41631260e-02   -3.44517909e-02
394      1.97000000e-02    2.42620175e-02   -3.43559359e-02
395      1.97500000e-02    2.43609091e-02   -3.42600808e-02
396      1.98000000e-02    2.44598006e-02   -3.41642258e-02
397      1.98500000e-02    2.45586921e-02   -3.40683707e-02
398      1.99000000e-02    2.46575837e-02   -3.39725157e-02
399      1.99500000e-02    2.47555033e-02   -3.38773798e-02
400      2.00000000e-02    2.48521187e-02   -3.37832090e-02
401      2.00500000e-02    2.49487342e-02   -3.36890382e-02
402      2.01000000e-02    2.50453497e-02   -3.35948673e-02
403      2.01500000e-02    2.51419652e-02   -3.35006965e-02
404      2.02000000e-02    2.52385807e-02   -3.34065256e-02
405      2.02500000e-02    2.53351961e-02   -3.33123548e-02
406      2.03000000e-02    2.54318116e-02   -3.32181839e-02
407      2.03500000e-02    2.55284271e-02   -3.31240131e-02
408      2.04000000e-02    2.56250426e-02   -3.30298423e-02
409      2.04500000e-02    2.57216581e-02   -3.29356714e-02
410      2.05000000e-02    2.58182735e-02   -3.28415006e-02
411      2.05500000e-02    2.59148890e-02   -3.27473297e-02
412      2.06000000e-02    2.60115045e-02   -3.26531589e-02
413      2.06500000e-02    2.61081200e-02   -3.25589880e-02
414      2.07000000e-02    2.62047354e-02   -3.24648172e-02
415      2.07500000e-02    2.63013509e-02   -3.23706463e-02
416      2.08000000e-02    2.63979664e-02   -3.22764755e-02
417      2.08500000e-02    2.64945819e-02   -3.21823047e-02
418      2.09000000e-02    2.65911974e-02   -3.20881338e-02
419      2.09500000e-02    2.66878128e-02   -3.19939630e-02
420      2.10000000e-02    2.67844283e-02   -3.18997921e-02
421      2.10500000e-02    2.68797751e-02   -3.18066123e-02
422      2.11000000e-02    2.69734862e-02   -3.17147104e-02
423      2.11500000e-02    2.70671972e-02   -3.16228084e-02
424      2.12000000e-02    2.71609083e-02   -3.15309064e-02
425      2.12500000e-02    2.72546193e-02   -3.14390044e-02
426      2.13000000e-02    2.73483303e-02   -3.13471024e-02
427      2.13500000e-02    2.74420414e-02   -3.12552005e-02
428      2.14000000e-02    2.75357524e-02   -3.11632985e-02
429      2.14500000e-02    2.76294635e-02   -3.10713965e-02
430      2.15000000e-02    2.77231745e-02   -3.09794945e-02
431      2.15500000e-02    2.78168856e-02   -3.08875925e-02
432      2.16000000e-02    2.79105966e-02   -3.07956906e-02
433      2.16500000e-02    2.80043077e-02   -3.07037886e-02
434      2.17000000e-02    2.80980187e-02   -3.06118866e-02
435      2.17500000e-02    2.81917297e-02   -3.05199846e-02
436      2.18000000e-02    2.82854408e-02   -3.04280827e-02
437      2.18500000e-02    2.83791518e-02   -3.03361807e-02
438      2.19000000e-02    2.84728629e-02   -3.02442787e-02
439      2.19500000e-02    2.85665739e-02   -3.01523767e-02
440      2.20000000e-02    2.86602850e-02   -3.00604747e-02
441      2.20500000e-02    2.87539960e-02   -2.99685728e-02
442      2.21000000e-02    2.88477070e-02   -2.98766708e-02
443      2.21500000e-02    2.89401894e-02   -2.97857876e-02
444      2.22000000e-02    2.90311489e-02   -2.96961669e-02
445      2.22500000e-02    2.91221085e-02   -2.96065463e-02
446      2.23000000e-02    2.92130680e-02   -2.95169256e-02
447      2.23500000e-02    2.93040276e-02   -2.94273050e-02
448      2.24000000e-02    2.93949871e-02   -2.93376843e-02
449      2.24500000e-02    2.94859467e-02   -2.92480637e-02
450      2.25000000e-02    2.95769062e-02   -2.91584430e-02
451      2.25500000e-02    2.96678658e-02   -2.90688223e-02
452      2.26000000e-02    2.97588253e-02   -2.89792017e-02
453      2.26500000e-02    2.98497849e-02   -2.88895810e-02
454      2.27000000e-02    2.99407444e-02   -2.87999604e-02
455      2.27500000e-02    3.00317040e-02   -2.87103397e-02
456      2.28000000e-02    3.01226635e-02   -2.86207191e-02
457      2.28500000e-02    3.02136231e-02   -2.85310984e-02
