Index        V(4)             V(1)            I(VMON)
144     1.44000000e+00   1.00000000e+00   1.99675442e-12   
145     1.45000000e+00   1.00000000e+00   2.01062077e-12   
146     1.46000000e+00   1.00000000e+00   2.02448712e-12   
147     1.47000000e+00   1.00000000e+00   2.03835347e-12   
148     1.48000000e+00   1.00000000e+00   2.05221982e-12   
149     1.49000000e+00   1.00000000e+00   2.06608617e-12   
150     1.50000000e+00   1.00000000e+00   2.07995252e-12   
151     1.51000000e+00   1.00000000e+00   2.09381887e-12   
152     1.52000000e+00   1.00000000e+00   2.10768522e-12   
153     1.53000000e+00   1.00000000e+00   2.12155157e-12   
154     1.54000000e+00   1.00000000e+00   2.13541792e-12   
155     1.55000000e+00   1.00000000e+00   2.14928427e-12   
156     1.56000000e+00   1.00000000e+00   2.16315062e-12   
157     1.57000000e+00   1.00000000e+00   2.17701697e-12   
158     1.58000000e+00   1.00000000e+00   2.19088332e-12   
159     1.59000000e+00   1.00000000e+00   2.20474967e-12   
160     1.60000000e+00   1.00000000e+00   2.21861602e-12   
161     1.61000000e+00   1.00000000e+00   2.23248237e-12   
162     1.62000000e+00   1.00000000e+00   2.24634872e-12   
163     1.63000000e+00   1.00000000e+00   2.26021507e-12   
164     1.64000000e+00   1.00000000e+00   2.27408142e-12   
165     1.65000000e+00   1.00000000e+00   2.28794777e-12   
166     1.66000000e+00   1.00000000e+00   2.30181412e-12   
167     1.67000000e+00   1.00000000e+00   2.31568047e-12   
168     1.68000000e+00   1.00000000e+00   2.32954682e-12   
169     1.69000000e+00   1.00000000e+00   2.34341317e-12   
170     1.70000000e+00   1.00000000e+00   2.35727952e-12   
171     1.71000000e+00   1.00000000e+00   2.37114587e-12   
172     1.72000000e+00   1.00000000e+00   2.38501222e-12   
173     1.73000000e+00   1.00000000e+00   2.39887857e-12   
174     1.74000000e+00   1.00000000e+00   2.41274492e-12   
175     1.75000000e+00   1.00000000e+00   2.42661127e-12   
176     1.76000000e+00   1.00000000e+00   2.44047762e-12   
177     1.77000000e+00   1.00000000e+00   2.45434397e-12   
178     1.78000000e+00   1.00000000e+00   2.46821032e-12   
179     1.79000000e+00   1.00000000e+00   2.48207667e-12   
180     1.80000000e+00   1.00000000e+00   2.49594302e-12   
181     1.81000000e+00   1.00000000e+00   2.50980937e-12   
182     1.82000000e+00   1.00000000e+00   2.52367572e-12   
183     1.83000000e+00   1.00000000e+00   2.53754207e-12   
184     1.84000000e+00   1.00000000e+00   2.55140842e-12   
185     1.85000000e+00   1.00000000e+00   2.56527477e-12   
186     1.86000000e+00   1.00000000e+00   2.57914112e-12   
187     1.87000000e+00   1.00000000e+00   2.59300747e-12   
188     1.88000000e+00   1.00000000e+00   2.60687382e-12   
189     1.89000000e+00   1.00000000e+00   2.62074017e-12   
190     1.90000000e+00   1.00000000e+00   2.63460652e-12   
191     1.91000000e+00   1.00000000e+00   2.64847287e-12   
192     1.92000000e+00   1.00000000e+00   2.66233922e-12   
193     1.93000000e+00   1.00000000e+00   2.67620557e-12   
194     1.94000000e+00   1.00000000e+00   2.69007192e-12   
195     1.95000000e+00   1.00000000e+00   2.70393827e-12   
196     1.96000000e+00   1.00000000e+00   2.71780462e-12   
197     1.97000000e+00   1.00000000e+00   2.73167097e-12   
198     1.98000000e+00   1.00000000e+00   2.74553732e-12   
199     1.99000000e+00   1.00000000e+00   2.75940367e-12   
200     2.00000000e+00   1.00000000e+00   2.77327002e-12   
201     2.01000000e+00   1.00000000e+00   2.78713637e-12   
202     2.02000000e+00   1.00000000e+00   2.80100272e-12   
203     2.03000000e+00   1.00000000e+00   2.81486907e-12   
204     2.04000000e+00   1.00000000e+00   2.82873542e-12   
205     2.05000000e+00   1.00000000e+00   2.84260177e-12   
206     2.06000000e+00   1.00000000e+00   2.85646812e-12   
207     2.07000000e+00   1.00000000e+00   2.87033447e-12   
208     2.08000000e+00   1.00000000e+00   2.88420082e-12   
209     2.09000000e+00   1.00000000e+00   2.89806717e-12   
210     2.10000000e+00   1.00000000e+00   2.91193352e-12   
211     2.11000000e+00   1.00000000e+00   2.92579987e-12   
212     2.12000000e+00   1.00000000e+00   2.93966622e-12   
213     2.13000000e+00   1.00000000e+00   2.95353257e-12   
214     2.14000000e+00   1.00000000e+00   2.96739892e-12   
215     2.15000000e+00   1.00000000e+00   2.98126527e-12   
216     2.16000000e+00   1.00000000e+00   2.99513162e-12   
217     2.17000000e+00   1.00000000e+00   3.00899797e-12   
218     2.18000000e+00   1.00000000e+00   3.02286433e-12   
219     2.19000000e+00   1.00000000e+00   3.03673068e-12   
220     2.20000000e+00   1.00000000e+00   3.05059703e-12   
221     2.21000000e+00   1.00000000e+00   3.06446338e-12   
222     2.22000000e+00   1.00000000e+00   3.07832973e-12   
223     2.23000000e+00   1.00000000e+00   3.09219608e-12   
224     2.24000000e+00   1.00000000e+00   3.10606243e-12   
225     2.25000000e+00   1.00000000e+00   3.11992878e-12   
226     2.26000000e+00   1.00000000e+00   3.13379513e-12   
227     2.27000000e+00   1.00000000e+00   3.14766148e-12   
228     2.28000000e+00   1.00000000e+00   3.16152783e-12   
229     2.29000000e+00   1.00000000e+00   3.17539418e-12   
230     2.30000000e+00   1.00000000e+00   3.18926053e-12   
231     2.31000000e+00   1.00000000e+00   3.20312688e-12   
232     2.32000000e+00   1.00000000e+00   3.21699323e-12   
233     2.33000000e+00   1.00000000e+00   3.23085958e-12   
234     2.34000000e+00   1.00000000e+00   3.24472593e-12   
235     2.35000000e+00   1.00000000e+00   3.25859228e-12   
236     2.36000000e+00   1.00000000e+00   3.27245863e-12   
237     2.37000000e+00   1.00000000e+00   3.28632498e-12   
238     2.38000000e+00   1.00000000e+00   3.30019133e-12   
239     2.39000000e+00   1.00000000e+00   3.31405768e-12   
240     2.40000000e+00   1.00000000e+00   3.32792403e-12   
241     2.41000000e+00   1.00000000e+00   3.34179038e-12   
242     2.42000000e+00   1.00000000e+00   3.35565673e-12   
243     2.43000000e+00   1.00000000e+00   3.36952308e-12   
244     2.44000000e+00   1.00000000e+00   3.38338943e-12   
245     2.45000000e+00   1.00000000e+00   3.39725578e-12   
246     2.46000000e+00   1.00000000e+00   3.41112213e-12   
247     2.47000000e+00   1.00000000e+00   3.42498848e-12   
248     2.48000000e+00   1.00000000e+00   3.43885483e-12   
249     2.49000000e+00   1.00000000e+00   3.45272118e-12   
250     2.50000000e+00   1.00000000e+00   3.46658753e-12   
251     2.51000000e+00   1.00000000e+00   3.48045388e-12   
252     2.52000000e+00   1.00000000e+00   3.49432023e-12   
253     2.53000000e+00   1.00000000e+00   3.50818658e-12   
254     2.54000000e+00   1.00000000e+00   3.52205293e-12   
255     2.55000000e+00   1.00000000e+00   3.53591928e-12   
256     2.56000000e+00   1.00000000e+00   3.54978563e-12   
257     2.57000000e+00   1.00000000e+00   3.56365198e-12   
258     2.58000000e+00   1.00000000e+00   3.57751833e-12   
259     2.59000000e+00   1.00000000e+00   3.59138468e-12   
260     2.60000000e+00   1.00000000e+00   3.60525103e-12   
261     2.61000000e+00   1.00000000e+00   3.61911738e-12   
262     2.62000000e+00   1.00000000e+00   3.63298373e-12   
263     2.63000000e+00   1.00000000e+00   3.64685008e-12   
264     2.64000000e+00   1.00000000e+00   3.66071643e-12   
265     2.65000000e+00   1.00000000e+00   3.67458278e-12   
266     2.66000000e+00   1.00000000e+00   3.68844913e-12   
267     2.67000000e+00   1.00000000e+00   3.70231548e-12   
268     2.68000000e+00   1.00000000e+00   3.71618183e-12   
269     2.69000000e+00   1.00000000e+00   3.73004818e-12   
270     2.70000000e+00   1.00000000e+00   3.74391453e-12   
271     2.71000000e+00   1.00000000e+00   3.75778088e-12   
272     2.72000000e+00   1.00000000e+00   3.77164723e-12   
273     2.73000000e+00   1.00000000e+00   3.78551358e-12   
274     2.74000000e+00   1.00000000e+00   3.79937993e-12   
275     2.75000000e+00   1.00000000e+00   3.81324628e-12   
276     2.76000000e+00   1.00000000e+00   3.82711263e-12   
277     2.77000000e+00   1.00000000e+00   3.84097898e-12   
278     2.78000000e+00   1.00000000e+00   3.85484533e-12   
279     2.79000000e+00   1.00000000e+00   3.86871168e-12   
280     2.80000000e+00   1.00000000e+00   3.88257803e-12   
281     2.81000000e+00   1.00000000e+00   3.89644438e-12   
282     2.82000000e+00   1.00000000e+00   3.91031073e-12   
283     2.83000000e+00   1.00000000e+00   3.92417708e-12   
284     2.84000000e+00   1.00000000e+00   3.93804343e-12   
285     2.85000000e+00   1.00000000e+00   3.95190978e-12   
286     2.86000000e+00   1.00000000e+00   3.96577613e-12   
287     2.87000000e+00   1.00000000e+00   3.97964248e-12   
288     2.88000000e+00   1.00000000e+00   3.99350883e-12   
289     2.89000000e+00   1.00000000e+00   4.00737518e-12   
290     2.90000000e+00   1.00000000e+00   4.02124153e-12   
291     2.91000000e+00   1.00000000e+00   4.03510788e-12   
292     2.92000000e+00   1.00000000e+00   4.04897423e-12   
293     2.93000000e+00   1.00000000e+00   4.06284058e-12   
294     2.94000000e+00   1.00000000e+00   4.07670693e-12   
295     2.95000000e+00   1.00000000e+00   4.09057328e-12   
296     2.96000000e+00   1.00000000e+00   4.10443963e-12   
297     2.97000000e+00   1.00000000e+00   4.11830598e-12   
298     2.98000000e+00   1.00000000e+00   4.13217233e-12   
299     2.99000000e+00   1.00000000e+00   4.14603868e-12   
300     3.00000000e+00   1.00000000e+00   4.15990503e-12   
301     3.01000000e+00   1.00000000e+00   4.17377138e-12   
302     3.02000000e+00   1.00000000e+00   4.18763773e-12   
303     3.03000000e+00   1.00000000e+00   4.20150408e-12   
304     3.04000000e+00   1.00000000e+00   4.21537043e-12   
305     3.05000000e+00   1.00000000e+00   4.22923679e-12   
306     3.06000000e+00   1.00000000e+00   4.24310314e-12   
307     3.07000000e+00   1.00000000e+00   4.25696949e-12   
308     3.08000000e+00   1.00000000e+00   4.27083584e-12   
309     3.09000000e+00   1.00000000e+00   4.28470219e-12   
310     3.10000000e+00   1.00000000e+00   4.29856854e-12   
311     3.11000000e+00   1.00000000e+00   4.31243489e-12   
312     3.12000000e+00   1.00000000e+00   4.32630124e-12   
313     3.13000000e+00   1.00000000e+00   4.34016759e-12   
314     3.14000000e+00   1.00000000e+00   4.35403394e-12   
315     3.15000000e+00   1.00000000e+00   4.36790029e-12   
316     3.16000000e+00   1.00000000e+00   4.38176664e-12   
317     3.17000000e+00   1.00000000e+00   4.39563299e-12   
318     3.18000000e+00   1.00000000e+00   4.40949934e-12   
319     3.19000000e+00   1.00000000e+00   4.42336569e-12   
320     3.20000000e+00   1.00000000e+00   4.43723204e-12   
321     3.21000000e+00   1.00000000e+00   4.45109839e-12   
322     3.22000000e+00   1.00000000e+00   4.46496474e-12   
323     3.23000000e+00   1.00000000e+00   4.47883109e-12   
324     3.24000000e+00   1.00000000e+00   4.49269744e-12   
325     3.25000000e+00   1.00000000e+00   4.50656379e-12   
326     3.26000000e+00   1.00000000e+00   4.52043014e-12   
327     3.27000000e+00   1.00000000e+00   4.53429649e-12   
328     3.28000000e+00   1.00000000e+00   4.54816284e-12   
329     3.29000000e+00   1.00000000e+00   4.56202919e-12   
330     3.30000000e+00   1.00000000e+00   4.57589554e-12   
331     3.31000000e+00   1.00000000e+00   4.58976189e-12   
332     3.32000000e+00   1.00000000e+00   4.60362824e-12   
333     3.33000000e+00   1.00000000e+00   4.61749459e-12   
334     3.34000000e+00   1.00000000e+00   4.63136094e-12   
335     3.35000000e+00   1.00000000e+00   4.64522729e-12   
336     3.36000000e+00   1.00000000e+00   4.65909364e-12   
337     3.37000000e+00   1.00000000e+00   4.67295999e-12   
338     3.38000000e+00   1.00000000e+00   4.68682634e-12   
339     3.39000000e+00   1.00000000e+00   4.70069269e-12   
340     3.40000000e+00   1.00000000e+00   4.71455904e-12   
341     3.41000000e+00   1.00000000e+00   4.72842539e-12   
342     3.42000000e+00   1.00000000e+00   4.74229174e-12   
343     3.43000000e+00   1.00000000e+00   4.75615809e-12   
344     3.44000000e+00   1.00000000e+00   4.77002444e-12   
345     3.45000000e+00   1.00000000e+00   4.78389079e-12   
346     3.46000000e+00   1.00000000e+00   4.79775714e-12   
347     3.47000000e+00   1.00000000e+00   4.81162349e-12   
348     3.48000000e+00   1.00000000e+00   4.82548984e-12   
349     3.49000000e+00   1.00000000e+00   4.83935619e-12   
350     3.50000000e+00   1.00000000e+00   4.85322254e-12   
351     3.51000000e+00   1.00000000e+00   4.86708889e-12   
352     3.52000000e+00   1.00000000e+00   4.88095524e-12   
353     3.53000000e+00   1.00000000e+00   4.89482159e-12   
354     3.54000000e+00   1.00000000e+00   4.90868794e-12   
355     3.55000000e+00   1.00000000e+00   4.92255429e-12   
356     3.56000000e+00   1.00000000e+00   4.93642064e-12   
357     3.57000000e+00   1.00000000e+00   4.95028699e-12   
358     3.58000000e+00   1.00000000e+00   4.96415334e-12   
359     3.59000000e+00   1.00000000e+00   4.97801969e-12   
360     3.60000000e+00   1.00000000e+00   4.99188604e-12   
361     3.61000000e+00   1.00000000e+00   5.00575239e-12   
362     3.62000000e+00   1.00000000e+00   5.01961874e-12   
363     3.63000000e+00   1.00000000e+00   5.03348509e-12   
364     3.64000000e+00   1.00000000e+00   5.04735144e-12   
365     3.65000000e+00   1.00000000e+00   5.06121779e-12   
366     3.66000000e+00   1.00000000e+00   5.07508414e-12   
367     3.67000000e+00   1.00000000e+00   5.08895049e-12   
368     3.68000000e+00   1.00000000e+00   5.10281684e-12   
369     3.69000000e+00   1.00000000e+00   5.11668319e-12   
370     3.70000000e+00   1.00000000e+00   5.13054954e-12   
371     3.71000000e+00   1.00000000e+00   5.14441589e-12   
372     3.72000000e+00   1.00000000e+00   5.15828224e-12   
373     3.73000000e+00   1.00000000e+00   5.17214859e-12   
374     3.74000000e+00   1.00000000e+00   5.18601494e-12   
375     3.75000000e+00   1.00000000e+00   5.19988129e-12   
376     3.76000000e+00   1.00000000e+00   5.21374764e-12   
377     3.77000000e+00   1.00000000e+00   5.22761399e-12   
378     3.78000000e+00   1.00000000e+00   5.24148034e-12   
379     3.79000000e+00   1.00000000e+00   5.25534669e-12   
380     3.80000000e+00   1.00000000e+00   5.26921304e-12   
381     3.81000000e+00   1.00000000e+00   5.28307939e-12   
382     3.82000000e+00   1.00000000e+00   5.29694574e-12   
383     3.83000000e+00   1.00000000e+00   5.31081209e-12   
384     3.84000000e+00   1.00000000e+00   5.32467844e-12   
385     3.85000000e+00   1.00000000e+00   5.33854479e-12   
386     3.86000000e+00   1.00000000e+00   5.35241114e-12   
387     3.87000000e+00   1.00000000e+00   5.36627749e-12   
388     3.88000000e+00   1.00000000e+00   5.38014384e-12   
389     3.89000000e+00   1.00000000e+00   5.39401019e-12   
390     3.90000000e+00   1.00000000e+00   5.40787654e-12   
391     3.91000000e+00   1.00000000e+00   5.42174289e-12   
392     3.92000000e+00   1.00000000e+00   5.43560925e-12   
393     3.93000000e+00   1.00000000e+00   5.44947560e-12   
394     3.94000000e+00   1.00000000e+00   5.46334195e-12   
395     3.95000000e+00   1.00000000e+00   5.47720830e-12   
396     3.96000000e+00   1.00000000e+00   5.49107465e-12   
397     3.97000000e+00   1.00000000e+00   5.50494100e-12   
398     3.98000000e+00   1.00000000e+00   5.51880735e-12   
399     3.99000000e+00   1.00000000e+00   5.53267370e-12   
400     4.00000000e+00   1.00000000e+00   5.54654005e-12   
401     4.01000000e+00   1.00000000e+00   5.56040640e-12   
402     4.02000000e+00   1.00000000e+00   5.57427275e-12   
403     4.03000000e+00   1.00000000e+00   5.58813910e-12   
404     4.04000000e+00   1.00000000e+00   5.60200545e-12   
405     4.05000000e+00   1.00000000e+00   5.61587180e-12   
406     4.06000000e+00   1.00000000e+00   5.62973815e-12   
407     4.07000000e+00   1.00000000e+00   5.64360450e-12   
408     4.08000000e+00   1.00000000e+00   5.65747085e-12   
409     4.09000000e+00   1.00000000e+00   5.67133720e-12   
410     4.10000000e+00   1.00000000e+00   5.68520355e-12   
411     4.11000000e+00   1.00000000e+00   5.69906990e-12   
412     4.12000000e+00   1.00000000e+00   5.71293625e-12   
413     4.13000000e+00   1.00000000e+00   5.72680260e-12   
414     4.14000000e+00   1.00000000e+00   5.74066895e-12   
415     4.15000000e+00   1.00000000e+00   5.75453530e-12   
416     4.16000000e+00   1.00000000e+00   5.76840165e-12   
417     4.17000000e+00   1.00000000e+00   5.78226800e-12   
418     4.18000000e+00   1.00000000e+00   5.79613435e-12   
419     4.19000000e+00   1.00000000e+00   5.81000070e-12   
420     4.20000000e+00   1.00000000e+00   5.82386705e-12   
421     4.21000000e+00   1.00000000e+00   5.83773340e-12   
422     4.22000000e+00   1.00000000e+00   5.85159975e-12   
423     4.23000000e+00   1.00000000e+00   5.86546610e-12   
424     4.24000000e+00   1.00000000e+00   5.87933245e-12   
425     4.25000000e+00   1.00000000e+00   5.89319880e-12   
426     4.26000000e+00   1.00000000e+00   5.90706515e-12   
427     4.27000000e+00   1.00000000e+00   5.92093150e-12   
428     4.28000000e+00   1.00000000e+00   5.93479785e-12   
429     4.29000000e+00   1.00000000e+00   5.94866420e-12   
430     4.30000000e+00   1.00000000e+00   5.96253055e-12   
431     4.31000000e+00   1.00000000e+00   5.97639690e-12   
432     4.32000000e+00   1.00000000e+00   5.99026325e-12   
433     4.33000000e+00   1.00000000e+00   6.00412960e-12   
434     4.34000000e+00   1.00000000e+00   6.01799595e-12   
435     4.35000000e+00   1.00000000e+00   6.03186230e-12   
436     4.36000000e+00   1.00000000e+00   6.04572865e-12   
437     4.37000000e+00   1.00000000e+00   6.05959500e-12   
438     4.38000000e+00   1.00000000e+00   6.07346135e-12   
439     4.39000000e+00   1.00000000e+00   6.08732770e-12   
440     4.40000000e+00   1.00000000e+00   6.10119405e-12   
441     4.41000000e+00   1.00000000e+00   6.11506040e-12   
442     4.42000000e+00   1.00000000e+00   6.12892675e-12   
443     4.43000000e+00   1.00000000e+00   6.14279310e-12   
444     4.44000000e+00   1.00000000e+00   6.15665945e-12   
445     4.45000000e+00   1.00000000e+00   6.17052580e-12   
446     4.46000000e+00   1.00000000e+00   6.18439215e-12   
447     4.47000000e+00   1.00000000e+00   6.19825850e-12   
448     4.48000000e+00   1.00000000e+00   6.21212485e-12   
449     4.49000000e+00   1.00000000e+00   6.22599120e-12   
450     4.50000000e+00   1.00000000e+00   6.23985755e-12   
451     4.51000000e+00   1.00000000e+00   6.25372390e-12   
452     4.52000000e+00   1.00000000e+00   6.26759025e-12   
453     4.53000000e+00   1.00000000e+00   6.28145660e-12   
454     4.54000000e+00   1.00000000e+00   6.29532295e-12   
455     4.55000000e+00   1.00000000e+00   6.30918930e-12   
456     4.56000000e+00   1.00000000e+00   6.32305565e-12   
457     4.57000000e+00   1.00000000e+00   6.33692200e-12   
458     4.58000000e+00   1.00000000e+00   6.35078835e-12   
459     4.59000000e+00   1.00000000e+00   6.36465470e-12   
460     4.60000000e+00   1.00000000e+00   6.37852105e-12   
461     4.61000000e+00   1.00000000e+00   6.39238740e-12   
462     4.62000000e+00   1.00000000e+00   6.40625375e-12   
463     4.63000000e+00   1.00000000e+00   6.42012010e-12   
464     4.64000000e+00   1.00000000e+00   6.43398645e-12   
