Index       V(C)              V(B)             I(V_C)            I(V_B)      
34       1.70000000e+00    7.00000000e-01    4.81233210e-05    5.62523150e-07
35       1.75000000e+00    7.00000000e-01    4.82759814e-05    5.61118415e-07
36       1.80000000e+00    7.00000000e-01    4.84284722e-05    5.59445199e-07
37       1.85000000e+00    7.00000000e-01    4.85808655e-05    5.57467606e-07
38       1.90000000e+00    7.00000000e-01    4.87332345e-05    5.55147142e-07
39       1.95000000e+00    7.00000000e-01    4.88856531e-05    5.52442737e-07
40       2.00000000e+00    7.00000000e-01    4.90381969e-05    5.49310765e-07
41       2.05000000e+00    7.00000000e-01    4.91909421e-05    5.45705084e-07
42       2.10000000e+00    7.00000000e-01    4.93439669e-05    5.41577071e-07
43       2.15000000e+00    7.00000000e-01    4.94973506e-05    5.36875681e-07
44       2.20000000e+00    7.00000000e-01    4.96511738e-05    5.31547498e-07
45       2.25000000e+00    7.00000000e-01    4.98055190e-05    5.25536797e-07
46       2.30000000e+00    7.00000000e-01    4.99604699e-05    5.18785612e-07
47       2.35000000e+00    7.00000000e-01    5.01161118e-05    5.11233805e-07
48       2.40000000e+00    7.00000000e-01    5.02725316e-05    5.02819139e-07
49       2.45000000e+00    7.00000000e-01    5.04298176e-05    4.93477353e-07
50       2.50000000e+00    7.00000000e-01    5.05880595e-05    4.83142241e-07
51       2.55000000e+00    7.00000000e-01    5.07473486e-05    4.71745724e-07
52       2.60000000e+00    7.00000000e-01    5.09077775e-05    4.59217934e-07
53       2.65000000e+00    7.00000000e-01    5.10694403e-05    4.45487292e-07
54       2.70000000e+00    7.00000000e-01    5.12324323e-05    4.30480580e-07
55       2.75000000e+00    7.00000000e-01    5.13968501e-05    4.14123025e-07
56       2.80000000e+00    7.00000000e-01    5.15627917e-05    3.96338373e-07
57       2.85000000e+00    7.00000000e-01    5.17303560e-05    3.77048958e-07
58       2.90000000e+00    7.00000000e-01    5.18996434e-05    3.56175786e-07
59       2.95000000e+00    7.00000000e-01    5.20707552e-05    3.33638594e-07
60       3.00000000e+00    7.00000000e-01    5.22437938e-05    3.09355928e-07
61       3.05000000e+00    7.00000000e-01    5.24188626e-05    2.83245204e-07
62       3.10000000e+00    7.00000000e-01    5.25960661e-05    2.55222777e-07
63       3.15000000e+00    7.00000000e-01    5.27755095e-05    2.25203999e-07
64       3.20000000e+00    7.00000000e-01    5.29572990e-05    1.93103280e-07
65       3.25000000e+00    7.00000000e-01    5.31415417e-05    1.58834146e-07
66       3.30000000e+00    7.00000000e-01    5.33283455e-05    1.22309291e-07
67       3.35000000e+00    7.00000000e-01    5.35178189e-05    8.34406304e-08
68       3.40000000e+00    7.00000000e-01    5.37100713e-05    4.21393471e-08
69       3.45000000e+00    7.00000000e-01    5.39052128e-05   -1.68405946e-09
70       3.50000000e+00    7.00000000e-01    5.41033541e-05   -4.81197315e-08
71       3.55000000e+00    7.00000000e-01    5.43046064e-05   -9.72584123e-08
72       3.60000000e+00    7.00000000e-01    5.45090819e-05   -1.49191408e-07
73       3.65000000e+00    7.00000000e-01    5.47168930e-05   -2.04010551e-07
74       3.70000000e+00    7.00000000e-01    5.49281528e-05   -2.61808172e-07
75       3.75000000e+00    7.00000000e-01    5.51429749e-05   -3.22677062e-07
76       3.80000000e+00    7.00000000e-01    5.53614736e-05   -3.86710453e-07
77       3.85000000e+00    7.00000000e-01    5.55837635e-05   -4.54001986e-07
78       3.90000000e+00    7.00000000e-01    5.58099598e-05   -5.24645694e-07
79       3.95000000e+00    7.00000000e-01    5.60401782e-05   -5.98735978e-07
80       4.00000000e+00    7.00000000e-01    5.62745347e-05   -6.76367590e-07
81       4.05000000e+00    7.00000000e-01    5.65131459e-05   -7.57635619e-07
82       4.10000000e+00    7.00000000e-01    5.67561290e-05   -8.42635474e-07
83       4.15000000e+00    7.00000000e-01    5.70036014e-05   -9.31462879e-07
84       4.20000000e+00    7.00000000e-01    5.72556811e-05   -1.02421386e-06
85       4.25000000e+00    7.00000000e-01    5.75124866e-05   -1.12098473e-06
86       4.30000000e+00    7.00000000e-01    5.77741367e-05   -1.22187210e-06
87       4.35000000e+00    7.00000000e-01    5.80407508e-05   -1.32697288e-06
88       4.40000000e+00    7.00000000e-01    5.83124488e-05   -1.43638424e-06
89       4.45000000e+00    7.00000000e-01    5.85893509e-05   -1.55020366e-06
90       4.50000000e+00    7.00000000e-01    5.88715781e-05   -1.66852889e-06
91       4.55000000e+00    7.00000000e-01    5.91592517e-05   -1.79145801e-06
92       4.60000000e+00    7.00000000e-01    5.94524935e-05   -1.91908937e-06
93       4.65000000e+00    7.00000000e-01    5.97514260e-05   -2.05152163e-06
94       4.70000000e+00    7.00000000e-01    6.00561721e-05   -2.18885380e-06
95       4.75000000e+00    7.00000000e-01    6.03668555e-05   -2.33118518e-06
96       4.80000000e+00    7.00000000e-01    6.06836003e-05   -2.47861545e-06
97       4.85000000e+00    7.00000000e-01    6.10065313e-05   -2.63124464e-06
98       4.90000000e+00    7.00000000e-01    6.13357741e-05   -2.78917314e-06
99       4.95000000e+00    7.00000000e-01    6.16714547e-05   -2.95250175e-06
100      5.00000000e+00    7.00000000e-01    6.20137001e-05   -3.12133168e-06
0        0.00000000e+00    7.50000000e-01   -6.04439644e-05    7.23573805e-05
1        5.00000000e-02    7.50000000e-01    1.69003979e-04    1.77520820e-05
2        1.00000000e-01    7.50000000e-01    2.39173377e-04    6.47821806e-06
3        1.50000000e-01    7.50000000e-01    2.55999853e-04    4.27900621e-06
4        2.00000000e-01    7.50000000e-01    2.60093772e-04    3.89649301e-06
5        2.50000000e-01    7.50000000e-01    2.61748613e-04    3.83756563e-06
6        3.00000000e-01    7.50000000e-01    2.62963701e-04    3.82854795e-06
7        3.50000000e-01    7.50000000e-01    2.64067630e-04    3.82689265e-06
8        4.00000000e-01    7.50000000e-01    2.65118219e-04    3.82633090e-06
9        4.50000000e-01    7.50000000e-01    2.66130408e-04    3.82594259e-06
10       5.00000000e-01    7.50000000e-01    2.67111173e-04    3.82559010e-06
11       5.50000000e-01    7.50000000e-01    2.68065196e-04    3.82525121e-06
12       6.00000000e-01    7.50000000e-01    2.68996044e-04    3.82492128e-06
13       6.50000000e-01    7.50000000e-01    2.69906555e-04    3.82459853e-06
14       7.00000000e-01    7.50000000e-01    2.70799039e-04    3.82428161e-06
15       7.50000000e-01    7.50000000e-01    2.71675412e-04    3.82396901e-06
16       8.00000000e-01    7.50000000e-01    2.72537282e-04    3.82365865e-06
17       8.50000000e-01    7.50000000e-01    2.73386022e-04    3.82334744e-06
18       9.00000000e-01    7.50000000e-01    2.74222809e-04    3.82303074e-06
19       9.50000000e-01    7.50000000e-01    2.75048670e-04    3.82270171e-06
20       1.00000000e+00    7.50000000e-01    2.75864509e-04    3.82235053e-06
21       1.05000000e+00    7.50000000e-01    2.76671125e-04    3.82196354e-06
22       1.10000000e+00    7.50000000e-01    2.77469237e-04    3.82152236e-06
23       1.15000000e+00    7.50000000e-01    2.78259496e-04    3.82100282e-06
24       1.20000000e+00    7.50000000e-01    2.79042498e-04    3.82037407e-06
25       1.25000000e+00    7.50000000e-01    2.79818794e-04    3.81959745e-06
26       1.30000000e+00    7.50000000e-01    2.80588902e-04    3.81862560e-06
27       1.35000000e+00    7.50000000e-01    2.81353309e-04    3.81740144e-06
28       1.40000000e+00    7.50000000e-01    2.82112482e-04    3.81585729e-06
29       1.45000000e+00    7.50000000e-01    2.82866874e-04    3.81391406e-06
30       1.50000000e+00    7.50000000e-01    2.83616924e-04    3.81148048e-06
31       1.55000000e+00    7.50000000e-01    2.84363068e-04    3.80845244e-06
32       1.60000000e+00    7.50000000e-01    2.85105736e-04    3.80471244e-06
33       1.65000000e+00    7.50000000e-01    2.85845360e-04    3.80012907e-06
34       1.70000000e+00    7.50000000e-01    2.86582374e-04    3.79455669e-06
35       1.75000000e+00    7.50000000e-01    2.87317218e-04    3.78783508e-06
36       1.80000000e+00    7.50000000e-01    2.88050338e-04    3.77978926e-06
37       1.85000000e+00    7.50000000e-01    2.88782189e-04    3.77022941e-06
38       1.90000000e+00    7.50000000e-01    2.89513236e-04    3.75895076e-06
39       1.95000000e+00    7.50000000e-01    2.90243956e-04    3.74573370e-06
40       2.00000000e+00    7.50000000e-01    2.90974837e-04    3.73034384e-06
41       2.05000000e+00    7.50000000e-01    2.91706381e-04    3.71253220e-06
42       2.10000000e+00    7.50000000e-01    2.92439102e-04    3.69203539e-06
43       2.15000000e+00    7.50000000e-01    2.93173529e-04    3.66857594e-06
44       2.20000000e+00    7.50000000e-01    2.93910204e-04    3.64186256e-06
45       2.25000000e+00    7.50000000e-01    2.94649684e-04    3.61159050e-06
46       2.30000000e+00    7.50000000e-01    2.95392540e-04    3.57744192e-06
47       2.35000000e+00    7.50000000e-01    2.96139358e-04    3.53908629e-06
48       2.40000000e+00    7.50000000e-01    2.96890735e-04    3.49618081e-06
49       2.45000000e+00    7.50000000e-01    2.97647287e-04    3.44837083e-06
50       2.50000000e+00    7.50000000e-01    2.98409639e-04    3.39529031e-06
51       2.55000000e+00    7.50000000e-01    2.99178433e-04    3.33656222e-06
52       2.60000000e+00    7.50000000e-01    2.99954323e-04    3.27179902e-06
53       2.65000000e+00    7.50000000e-01    3.00737975e-04    3.20060311e-06
54       2.70000000e+00    7.50000000e-01    3.01530070e-04    3.12256722e-06
55       2.75000000e+00    7.50000000e-01    3.02331300e-04    3.03727490e-06
56       2.80000000e+00    7.50000000e-01    3.03142368e-04    2.94430087e-06
57       2.85000000e+00    7.50000000e-01    3.03963992e-04    2.84321148e-06
58       2.90000000e+00    7.50000000e-01    3.04796898e-04    2.73356509e-06
59       2.95000000e+00    7.50000000e-01    3.05641825e-04    2.61491241e-06
60       3.00000000e+00    7.50000000e-01    3.06499523e-04    2.48679689e-06
61       3.05000000e+00    7.50000000e-01    3.07370752e-04    2.34875505e-06
62       3.10000000e+00    7.50000000e-01    3.08256282e-04    2.20031678e-06
63       3.15000000e+00    7.50000000e-01    3.09156893e-04    2.04100566e-06
64       3.20000000e+00    7.50000000e-01    3.10073377e-04    1.87033919e-06
65       3.25000000e+00    7.50000000e-01    3.11006534e-04    1.68782910e-06
66       3.30000000e+00    7.50000000e-01    3.11957172e-04    1.49298153e-06
67       3.35000000e+00    7.50000000e-01    3.12926111e-04    1.28529726e-06
68       3.40000000e+00    7.50000000e-01    3.13914181e-04    1.06427186e-06
69       3.45000000e+00    7.50000000e-01    3.14922217e-04    8.29395880e-07
70       3.50000000e+00    7.50000000e-01    3.15951067e-04    5.80154966e-07
71       3.55000000e+00    7.50000000e-01    3.17001588e-04    3.16029964e-07
72       3.60000000e+00    7.50000000e-01    3.18074644e-04    3.64970111e-08
73       3.65000000e+00    7.50000000e-01    3.19171110e-04   -2.58972409e-07
74       3.70000000e+00    7.50000000e-01    3.20291870e-04   -5.70911430e-07
75       3.75000000e+00    7.50000000e-01    3.21437816e-04   -8.99857792e-07
76       3.80000000e+00    7.50000000e-01    3.22609853e-04   -1.24635386e-06
77       3.85000000e+00    7.50000000e-01    3.23808892e-04   -1.61094664e-06
78       3.90000000e+00    7.50000000e-01    3.25035856e-04   -1.99418787e-06
79       3.95000000e+00    7.50000000e-01    3.26291679e-04   -2.39663410e-06
80       4.00000000e+00    7.50000000e-01    3.27577304e-04   -2.81884676e-06
81       4.05000000e+00    7.50000000e-01    3.28893685e-04   -3.26139236e-06
82       4.10000000e+00    7.50000000e-01    3.30241789e-04   -3.72484259e-06
83       4.15000000e+00    7.50000000e-01    3.31622593e-04   -4.20977452e-06
84       4.20000000e+00    7.50000000e-01    3.33037086e-04   -4.71677081e-06
85       4.25000000e+00    7.50000000e-01    3.34486271e-04   -5.24641993e-06
86       4.30000000e+00    7.50000000e-01    3.35971163e-04   -5.79931642e-06
87       4.35000000e+00    7.50000000e-01    3.37492791e-04   -6.37606113e-06
88       4.40000000e+00    7.50000000e-01    3.39052199e-04   -6.97726160e-06
89       4.45000000e+00    7.50000000e-01    3.40650446e-04   -7.60353228e-06
90       4.50000000e+00    7.50000000e-01    3.42288604e-04   -8.25549498e-06
91       4.55000000e+00    7.50000000e-01    3.43967765e-04   -8.93377915e-06
92       4.60000000e+00    7.50000000e-01    3.45689036e-04   -9.63902236e-06
93       4.65000000e+00    7.50000000e-01    3.47453542e-04   -1.03718707e-05
94       4.70000000e+00    7.50000000e-01    3.49262427e-04   -1.11329792e-05
95       4.75000000e+00    7.50000000e-01    3.51116856e-04   -1.19230123e-05
96       4.80000000e+00    7.50000000e-01    3.53018013e-04   -1.27426445e-05
97       4.85000000e+00    7.50000000e-01    3.54967105e-04   -1.35925607e-05
98       4.90000000e+00    7.50000000e-01    3.56965360e-04   -1.44734569e-05
99       4.95000000e+00    7.50000000e-01    3.59014031e-04   -1.53860408e-05
100      5.00000000e+00    7.50000000e-01    3.61114397e-04   -1.63310322e-05
0        0.00000000e+00    8.00000000e-01   -2.68309300e-04    3.64774432e-04
1        5.00000000e-02    8.00000000e-01    5.22974566e-04    1.29147458e-04
2        1.00000000e-01    8.00000000e-01    9.35348025e-04    5.58884018e-05
3        1.50000000e-01    8.00000000e-01    1.10546000e-03    3.43321235e-05
4        2.00000000e-01    8.00000000e-01    1.17276667e-03    2.71532650e-05
5        2.50000000e-01    8.00000000e-01    1.19929733e-03    2.46978085e-05
6        3.00000000e-01    8.00000000e-01    1.20863583e-03    2.40851061e-05
7        3.50000000e-01    8.00000000e-01    1.21300435e-03    2.39731749e-05
8        4.00000000e-01    8.00000000e-01    1.21630517e-03    2.39504524e-05
9        4.50000000e-01    8.00000000e-01    1.21930101e-03    2.39415817e-05
10       5.00000000e-01    8.00000000e-01    1.22213744e-03    2.39350101e-05
11       5.50000000e-01    8.00000000e-01    1.22485605e-03    2.39289882e-05
12       6.00000000e-01    8.00000000e-01    1.22747770e-03    2.39232247e-05
13       6.50000000e-01    8.00000000e-01    1.23001662e-03    2.39176512e-05
14       7.00000000e-01    8.00000000e-01    1.23248364e-03    2.39122378e-05
15       7.50000000e-01    8.00000000e-01    1.23488736e-03    2.39069640e-05
16       8.00000000e-01    8.00000000e-01    1.23723474e-03    2.39018128e-05
17       8.50000000e-01    8.00000000e-01    1.23953154e-03    2.38967688e-05
18       9.00000000e-01    8.00000000e-01    1.24178259e-03    2.38918160e-05
19       9.50000000e-01    8.00000000e-01    1.24399199e-03    2.38869357e-05
20       1.00000000e+00    8.00000000e-01    1.24616328e-03    2.38821045e-05
21       1.05000000e+00    8.00000000e-01    1.24829954e-03    2.38772908e-05
22       1.10000000e+00    8.00000000e-01    1.25040350e-03    2.38724521e-05
23       1.15000000e+00    8.00000000e-01    1.25247760e-03    2.38675312e-05
24       1.20000000e+00    8.00000000e-01    1.25452404e-03    2.38624520e-05
25       1.25000000e+00    8.00000000e-01    1.25654485e-03    2.38571153e-05
26       1.30000000e+00    8.00000000e-01    1.25854194e-03    2.38513949e-05
27       1.35000000e+00    8.00000000e-01    1.26051711e-03    2.38451330e-05
28       1.40000000e+00    8.00000000e-01    1.26247208e-03    2.38381358e-05
29       1.45000000e+00    8.00000000e-01    1.26440855e-03    2.38301698e-05
30       1.50000000e+00    8.00000000e-01    1.26632821e-03    2.38209577e-05
31       1.55000000e+00    8.00000000e-01    1.26823275e-03    2.38101750e-05
32       1.60000000e+00    8.00000000e-01    1.27012387e-03    2.37974469e-05
33       1.65000000e+00    8.00000000e-01    1.27200332e-03    2.37823454e-05
34       1.70000000e+00    8.00000000e-01    1.27387292e-03    2.37643870e-05
35       1.75000000e+00    8.00000000e-01    1.27573452e-03    2.37430308e-05
36       1.80000000e+00    8.00000000e-01    1.27759008e-03    2.37176771e-05
37       1.85000000e+00    8.00000000e-01    1.27944161e-03    2.36876658e-05
38       1.90000000e+00    8.00000000e-01    1.28129123e-03    2.36522762e-05
39       1.95000000e+00    8.00000000e-01    1.28314116e-03    2.36107265e-05
40       2.00000000e+00    8.00000000e-01    1.28499370e-03    2.35621736e-05
41       2.05000000e+00    8.00000000e-01    1.28685126e-03    2.35057138e-05
42       2.10000000e+00    8.00000000e-01    1.28871635e-03    2.34403829e-05
43       2.15000000e+00    8.00000000e-01    1.29059159e-03    2.33651577e-05
44       2.20000000e+00    8.00000000e-01    1.29247970e-03    2.32789564e-05
45       2.25000000e+00    8.00000000e-01    1.29438351e-03    2.31806404e-05
46       2.30000000e+00    8.00000000e-01    1.29630595e-03    2.30690155e-05
47       2.35000000e+00    8.00000000e-01    1.29825006e-03    2.29428337e-05
48       2.40000000e+00    8.00000000e-01    1.30021896e-03    2.28007947e-05
49       2.45000000e+00    8.00000000e-01    1.30221590e-03    2.26415474e-05
50       2.50000000e+00    8.00000000e-01    1.30424419e-03    2.24636926e-05
51       2.55000000e+00    8.00000000e-01    1.30630727e-03    2.22657838e-05
52       2.60000000e+00    8.00000000e-01    1.30840864e-03    2.20463297e-05
53       2.65000000e+00    8.00000000e-01    1.31055192e-03    2.18037961e-05
54       2.70000000e+00    8.00000000e-01    1.31274079e-03    2.15366072e-05
55       2.75000000e+00    8.00000000e-01    1.31497902e-03    2.12431480e-05
56       2.80000000e+00    8.00000000e-01    1.31727048e-03    2.09217655e-05
57       2.85000000e+00    8.00000000e-01    1.31961908e-03    2.05707705e-05
58       2.90000000e+00    8.00000000e-01    1.32202885e-03    2.01884394e-05
59       2.95000000e+00    8.00000000e-01    1.32450385e-03    1.97730154e-05
60       3.00000000e+00    8.00000000e-01    1.32704825e-03    1.93227099e-05
61       3.05000000e+00    8.00000000e-01    1.32966627e-03    1.88357037e-05
62       3.10000000e+00    8.00000000e-01    1.33236219e-03    1.83101483e-05
63       3.15000000e+00    8.00000000e-01    1.33514038e-03    1.77441668e-05
64       3.20000000e+00    8.00000000e-01    1.33800525e-03    1.71358546e-05
65       3.25000000e+00    8.00000000e-01    1.34096129e-03    1.64832806e-05
66       3.30000000e+00    8.00000000e-01    1.34401306e-03    1.57844872e-05
67       3.35000000e+00    8.00000000e-01    1.34716516e-03    1.50374911e-05
68       3.40000000e+00    8.00000000e-01    1.35042227e-03    1.42402839e-05
69       3.45000000e+00    8.00000000e-01    1.35378913e-03    1.33908317e-05
70       3.50000000e+00    8.00000000e-01    1.35727054e-03    1.24870754e-05
71       3.55000000e+00    8.00000000e-01    1.36087137e-03    1.15269306e-05
72       3.60000000e+00    8.00000000e-01    1.36459655e-03    1.05082876e-05
73       3.65000000e+00    8.00000000e-01    1.36845108e-03    9.42901036e-06
74       3.70000000e+00    8.00000000e-01    1.37244002e-03    8.28693660e-06
75       3.75000000e+00    8.00000000e-01    1.37656852e-03    7.07987676e-06
76       3.80000000e+00    8.00000000e-01    1.38084179e-03    5.80561321e-06
77       3.85000000e+00    8.00000000e-01    1.38526511e-03    4.46189935e-06
78       3.90000000e+00    8.00000000e-01    1.38984384e-03    3.04645837e-06
79       3.95000000e+00    8.00000000e-01    1.39458343e-03    1.55698205e-06
80       4.00000000e+00    8.00000000e-01    1.39948941e-03   -8.87071864e-09
81       4.05000000e+00    8.00000000e-01    1.40456741e-03   -1.65347551e-06
82       4.10000000e+00    8.00000000e-01    1.40982313e-03   -3.37924407e-06
83       4.15000000e+00    8.00000000e-01    1.41526238e-03   -5.18862621e-06
84       4.20000000e+00    8.00000000e-01    1.42089108e-03   -7.08411188e-06
85       4.25000000e+00    8.00000000e-01    1.42671526e-03   -9.06823327e-06
86       4.30000000e+00    8.00000000e-01    1.43274103e-03   -1.11435673e-05
87       4.35000000e+00    8.00000000e-01    1.43897467e-03   -1.33127379e-05
88       4.40000000e+00    8.00000000e-01    1.44542256e-03   -1.55784189e-05
89       4.45000000e+00    8.00000000e-01    1.45209120e-03   -1.79433370e-05
90       4.50000000e+00    8.00000000e-01    1.45898725e-03   -2.04102741e-05
91       4.55000000e+00    8.00000000e-01    1.46611752e-03   -2.29820714e-05
92       4.60000000e+00    8.00000000e-01    1.47348896e-03   -2.56616321e-05
93       4.65000000e+00    8.00000000e-01    1.48110869e-03   -2.84519252e-05
94       4.70000000e+00    8.00000000e-01    1.48898401e-03   -3.13559891e-05
95       4.75000000e+00    8.00000000e-01    1.49712239e-03   -3.43769360e-05
96       4.80000000e+00    8.00000000e-01    1.50553151e-03   -3.75179553e-05
97       4.85000000e+00    8.00000000e-01    1.51421924e-03   -4.07823184e-05
98       4.90000000e+00    8.00000000e-01    1.52319365e-03   -4.41733836e-05
99       4.95000000e+00    8.00000000e-01    1.53246307e-03   -4.76946000e-05
100      5.00000000e+00    8.00000000e-01    1.54203602e-03   -5.13495136e-05
0        0.00000000e+00    8.50000000e-01   -7.72034139e-04    1.24208837e-03
1        5.00000000e-02    8.50000000e-01    8.87372985e-04    6.75777008e-04
2        1.00000000e-01    8.50000000e-01    2.12687967e-03    3.78687796e-04
3        1.50000000e-01    8.50000000e-01    2.86499030e-03    2.46469061e-04
4        2.00000000e-01    8.50000000e-01    3.23447592e-03    1.91378459e-04
5        2.50000000e-01    8.50000000e-01    3.42843911e-03    1.65228888e-04
6        3.00000000e-01    8.50000000e-01    3.55576340e-03    1.49094877e-04
7        3.50000000e-01    8.50000000e-01    3.64989592e-03    1.37734914e-04
8        4.00000000e-01    8.50000000e-01    3.71500655e-03    1.30252041e-04
9        4.50000000e-01    8.50000000e-01    3.75204581e-03    1.26301000e-04
10       5.00000000e-01    8.50000000e-01    3.76830001e-03    1.24889720e-04
11       5.50000000e-01    8.50000000e-01    3.77554973e-03    1.24547614e-04
12       6.00000000e-01    8.50000000e-01    3.78047098e-03    1.24451646e-04
13       6.50000000e-01    8.50000000e-01    3.78477927e-03    1.24398312e-04
14       7.00000000e-01    8.50000000e-01    3.78880982e-03    1.24353400e-04
15       7.50000000e-01    8.50000000e-01    3.79264769e-03    1.24311401e-04
16       8.00000000e-01    8.50000000e-01    3.79633035e-03    1.24271227e-04
17       8.50000000e-01    8.50000000e-01    3.79988190e-03    1.24232512e-04
18       9.00000000e-01    8.50000000e-01    3.80332019e-03    1.24195046e-04
19       9.50000000e-01    8.50000000e-01    3.80665918e-03    1.24158672e-04
20       1.00000000e+00    8.50000000e-01    3.80991008e-03    1.24123263e-04
21       1.05000000e+00    8.50000000e-01    3.81308207e-03    1.24088715e-04
22       1.10000000e+00    8.50000000e-01    3.81618283e-03    1.24054933e-04
23       1.15000000e+00    8.50000000e-01    3.81921883e-03    1.24021826e-04
24       1.20000000e+00    8.50000000e-01    3.82219566e-03    1.23989300e-04
25       1.25000000e+00    8.50000000e-01    3.82511822e-03    1.23957249e-04
26       1.30000000e+00    8.50000000e-01    3.82799085e-03    1.23925544e-04
27       1.35000000e+00    8.50000000e-01    3.83081752e-03    1.23894024e-04
28       1.40000000e+00    8.50000000e-01    3.83360187e-03    1.23862485e-04
29       1.45000000e+00    8.50000000e-01    3.83634740e-03    1.23830665e-04
30       1.50000000e+00    8.50000000e-01    3.83905749e-03    1.23798238e-04
31       1.55000000e+00    8.50000000e-01    3.84173550e-03    1.23764795e-04
32       1.60000000e+00    8.50000000e-01    3.84438483e-03    1.23729835e-04
33       1.65000000e+00    8.50000000e-01    3.84700903e-03    1.23692754e-04
34       1.70000000e+00    8.50000000e-01    3.84961178e-03    1.23652833e-04
35       1.75000000e+00    8.50000000e-01    3.85219699e-03    1.23609225e-04
36       1.80000000e+00    8.50000000e-01    3.85476883e-03    1.23560953e-04
37       1.85000000e+00    8.50000000e-01    3.85733179e-03    1.23506892e-04
38       1.90000000e+00    8.50000000e-01    3.85989067e-03    1.23445773e-04
39       1.95000000e+00    8.50000000e-01    3.86245064e-03    1.23376168e-04
40       2.00000000e+00    8.50000000e-01    3.86501725e-03    1.23296490e-04
41       2.05000000e+00    8.50000000e-01    3.86759645e-03    1.23204989e-04
42       2.10000000e+00    8.50000000e-01    3.87019462e-03    1.23099751e-04
43       2.15000000e+00    8.50000000e-01    3.87281855e-03    1.22978695e-04
44       2.20000000e+00    8.50000000e-01    3.87547547e-03    1.22839574e-04
45       2.25000000e+00    8.50000000e-01    3.87817303e-03    1.22679977e-04
46       2.30000000e+00    8.50000000e-01    3.88091933e-03    1.22497328e-04
47       2.35000000e+00    8.50000000e-01    3.88372288e-03    1.22288893e-04
48       2.40000000e+00    8.50000000e-01    3.88659263e-03    1.22051779e-04
49       2.45000000e+00    8.50000000e-01    3.88953794e-03    1.21782942e-04
50       2.50000000e+00    8.50000000e-01    3.89256858e-03    1.21479188e-04
51       2.55000000e+00    8.50000000e-01    3.89569470e-03    1.21137178e-04
52       2.60000000e+00    8.50000000e-01    3.89892685e-03    1.20753438e-04
53       2.65000000e+00    8.50000000e-01    3.90227595e-03    1.20324358e-04
54       2.70000000e+00    8.50000000e-01    3.90575327e-03    1.19846201e-04
55       2.75000000e+00    8.50000000e-01    3.90937041e-03    1.19315109e-04
56       2.80000000e+00    8.50000000e-01    3.91313932e-03    1.18727108e-04
57       2.85000000e+00    8.50000000e-01    3.91707226e-03    1.18078110e-04
58       2.90000000e+00    8.50000000e-01    3.92118177e-03    1.17363927e-04
59       2.95000000e+00    8.50000000e-01    3.92548069e-03    1.16580268e-04
60       3.00000000e+00    8.50000000e-01    3.92998213e-03    1.15722747e-04
