Index              V(1)           V(2)           V(3)           V(4)
1329    3.00000000e-01   2.60000000e+00   9.76000000e+00   4.88000000e+00   
1330    4.00000000e-01   2.60000000e+00   1.07600000e+01   5.38000000e+00   
1331    5.00000000e-01   2.60000000e+00   1.17600000e+01   5.88000000e+00   
1332    6.00000000e-01   2.60000000e+00   1.27600000e+01   6.38000000e+00   
1333    7.00000000e-01   2.60000000e+00   1.37600000e+01   6.88000000e+00   
1334    8.00000000e-01   2.60000000e+00   1.47600000e+01   7.38000000e+00   
1335    9.00000000e-01   2.60000000e+00   1.57600000e+01   7.88000000e+00   
1336    1.00000000e+00   2.60000000e+00   1.67600000e+01   8.38000000e+00   
1337    1.10000000e+00   2.60000000e+00   1.77600000e+01   8.88000000e+00   
1338    1.20000000e+00   2.60000000e+00   1.87600000e+01   9.38000000e+00   
1339    1.30000000e+00   2.60000000e+00   1.97600000e+01   9.88000000e+00   
1340    1.40000000e+00   2.60000000e+00   2.07600000e+01   1.03800000e+01   
1341    1.50000000e+00   2.60000000e+00   2.17600000e+01   1.08800000e+01   
1342    1.60000000e+00   2.60000000e+00   2.27600000e+01   1.13800000e+01   
1343    1.70000000e+00   2.60000000e+00   2.37600000e+01   1.18800000e+01   
1344    1.80000000e+00   2.60000000e+00   2.47600000e+01   1.23800000e+01   
1345    1.90000000e+00   2.60000000e+00   2.57600000e+01   1.28800000e+01   
1346    2.00000000e+00   2.60000000e+00   2.67600000e+01   1.33800000e+01   
1347    2.10000000e+00   2.60000000e+00   2.77600000e+01   1.38800000e+01   
1348    2.20000000e+00   2.60000000e+00   2.87600000e+01   1.43800000e+01   
1349    2.30000000e+00   2.60000000e+00   2.97600000e+01   1.48800000e+01   
1350    2.40000000e+00   2.60000000e+00   3.07600000e+01   1.53800000e+01   
1351    2.50000000e+00   2.60000000e+00   3.17600000e+01   1.58800000e+01   
1352    2.60000000e+00   2.60000000e+00   3.27600000e+01   1.63800000e+01   
1353    2.70000000e+00   2.60000000e+00   3.37600000e+01   1.68800000e+01   
1354    2.80000000e+00   2.60000000e+00   3.47600000e+01   1.73800000e+01   
1355    2.90000000e+00   2.60000000e+00   3.57600000e+01   1.78800000e+01   
1356    3.00000000e+00   2.60000000e+00   3.67600000e+01   1.83800000e+01   
1357    3.10000000e+00   2.60000000e+00   3.77600000e+01   1.88800000e+01   
1358    3.20000000e+00   2.60000000e+00   3.87600000e+01   1.93800000e+01   
1359    3.30000000e+00   2.60000000e+00   3.97600000e+01   1.98800000e+01   
1360    3.40000000e+00   2.60000000e+00   4.07600000e+01   2.03800000e+01   
1361    3.50000000e+00   2.60000000e+00   4.17600000e+01   2.08800000e+01   
1362    3.60000000e+00   2.60000000e+00   4.27600000e+01   2.13800000e+01   
1363    3.70000000e+00   2.60000000e+00   4.37600000e+01   2.18800000e+01   
1364    3.80000000e+00   2.60000000e+00   4.47600000e+01   2.23800000e+01   
1365    3.90000000e+00   2.60000000e+00   4.57600000e+01   2.28800000e+01   
1366    4.00000000e+00   2.60000000e+00   4.67600000e+01   2.33800000e+01   
1367    4.10000000e+00   2.60000000e+00   4.77600000e+01   2.38800000e+01   
1368    4.20000000e+00   2.60000000e+00   4.87600000e+01   2.43800000e+01   
1369    4.30000000e+00   2.60000000e+00   4.97600000e+01   2.48800000e+01   
1370    4.40000000e+00   2.60000000e+00   5.07600000e+01   2.53800000e+01   
1371    4.50000000e+00   2.60000000e+00   5.17600000e+01   2.58800000e+01   
1372    4.60000000e+00   2.60000000e+00   5.27600000e+01   2.63800000e+01   
1373    4.70000000e+00   2.60000000e+00   5.37600000e+01   2.68800000e+01   
1374    4.80000000e+00   2.60000000e+00   5.47600000e+01   2.73800000e+01   
1375    4.90000000e+00   2.60000000e+00   5.57600000e+01   2.78800000e+01   
1376    5.00000000e+00   2.60000000e+00   5.67600000e+01   2.83800000e+01   
1377    0.00000000e+00   2.70000000e+00   7.29000000e+00   3.64500000e+00   
1378    1.00000000e-01   2.70000000e+00   8.29000000e+00   4.14500000e+00   
1379    2.00000000e-01   2.70000000e+00   9.29000000e+00   4.64500000e+00   
1380    3.00000000e-01   2.70000000e+00   1.02900000e+01   5.14500000e+00   
1381    4.00000000e-01   2.70000000e+00   1.12900000e+01   5.64500000e+00   
1382    5.00000000e-01   2.70000000e+00   1.22900000e+01   6.14500000e+00   
1383    6.00000000e-01   2.70000000e+00   1.32900000e+01   6.64500000e+00   
1384    7.00000000e-01   2.70000000e+00   1.42900000e+01   7.14500000e+00   
1385    8.00000000e-01   2.70000000e+00   1.52900000e+01   7.64500000e+00   
1386    9.00000000e-01   2.70000000e+00   1.62900000e+01   8.14500000e+00   
1387    1.00000000e+00   2.70000000e+00   1.72900000e+01   8.64500000e+00   
1388    1.10000000e+00   2.70000000e+00   1.82900000e+01   9.14500000e+00   
1389    1.20000000e+00   2.70000000e+00   1.92900000e+01   9.64500000e+00   
1390    1.30000000e+00   2.70000000e+00   2.02900000e+01   1.01450000e+01   
1391    1.40000000e+00   2.70000000e+00   2.12900000e+01   1.06450000e+01   
1392    1.50000000e+00   2.70000000e+00   2.22900000e+01   1.11450000e+01   
1393    1.60000000e+00   2.70000000e+00   2.32900000e+01   1.16450000e+01   
1394    1.70000000e+00   2.70000000e+00   2.42900000e+01   1.21450000e+01   
1395    1.80000000e+00   2.70000000e+00   2.52900000e+01   1.26450000e+01   
1396    1.90000000e+00   2.70000000e+00   2.62900000e+01   1.31450000e+01   
1397    2.00000000e+00   2.70000000e+00   2.72900000e+01   1.36450000e+01   
1398    2.10000000e+00   2.70000000e+00   2.82900000e+01   1.41450000e+01   
1399    2.20000000e+00   2.70000000e+00   2.92900000e+01   1.46450000e+01   
1400    2.30000000e+00   2.70000000e+00   3.02900000e+01   1.51450000e+01   
1401    2.40000000e+00   2.70000000e+00   3.12900000e+01   1.56450000e+01   
1402    2.50000000e+00   2.70000000e+00   3.22900000e+01   1.61450000e+01   
1403    2.60000000e+00   2.70000000e+00   3.32900000e+01   1.66450000e+01   
1404    2.70000000e+00   2.70000000e+00   3.42900000e+01   1.71450000e+01   
1405    2.80000000e+00   2.70000000e+00   3.52900000e+01   1.76450000e+01   
1406    2.90000000e+00   2.70000000e+00   3.62900000e+01   1.81450000e+01   
1407    3.00000000e+00   2.70000000e+00   3.72900000e+01   1.86450000e+01   
1408    3.10000000e+00   2.70000000e+00   3.82900000e+01   1.91450000e+01   
1409    3.20000000e+00   2.70000000e+00   3.92900000e+01   1.96450000e+01   
1410    3.30000000e+00   2.70000000e+00   4.02900000e+01   2.01450000e+01   
1411    3.40000000e+00   2.70000000e+00   4.12900000e+01   2.06450000e+01   
1412    3.50000000e+00   2.70000000e+00   4.22900000e+01   2.11450000e+01   
1413    3.60000000e+00   2.70000000e+00   4.32900000e+01   2.16450000e+01   
1414    3.70000000e+00   2.70000000e+00   4.42900000e+01   2.21450000e+01   
1415    3.80000000e+00   2.70000000e+00   4.52900000e+01   2.26450000e+01   
1416    3.90000000e+00   2.70000000e+00   4.62900000e+01   2.31450000e+01   
1417    4.00000000e+00   2.70000000e+00   4.72900000e+01   2.36450000e+01   
1418    4.10000000e+00   2.70000000e+00   4.82900000e+01   2.41450000e+01   
1419    4.20000000e+00   2.70000000e+00   4.92900000e+01   2.46450000e+01   
1420    4.30000000e+00   2.70000000e+00   5.02900000e+01   2.51450000e+01   
1421    4.40000000e+00   2.70000000e+00   5.12900000e+01   2.56450000e+01   
1422    4.50000000e+00   2.70000000e+00   5.22900000e+01   2.61450000e+01   
1423    4.60000000e+00   2.70000000e+00   5.32900000e+01   2.66450000e+01   
1424    4.70000000e+00   2.70000000e+00   5.42900000e+01   2.71450000e+01   
1425    4.80000000e+00   2.70000000e+00   5.52900000e+01   2.76450000e+01   
1426    4.90000000e+00   2.70000000e+00   5.62900000e+01   2.81450000e+01   
1427    5.00000000e+00   2.70000000e+00   5.72900000e+01   2.86450000e+01   
1428    0.00000000e+00   2.80000000e+00   7.84000000e+00   3.92000000e+00   
1429    1.00000000e-01   2.80000000e+00   8.84000000e+00   4.42000000e+00   
1430    2.00000000e-01   2.80000000e+00   9.84000000e+00   4.92000000e+00   
1431    3.00000000e-01   2.80000000e+00   1.08400000e+01   5.42000000e+00   
1432    4.00000000e-01   2.80000000e+00   1.18400000e+01   5.92000000e+00   
1433    5.00000000e-01   2.80000000e+00   1.28400000e+01   6.42000000e+00   
1434    6.00000000e-01   2.80000000e+00   1.38400000e+01   6.92000000e+00   
1435    7.00000000e-01   2.80000000e+00   1.48400000e+01   7.42000000e+00   
1436    8.00000000e-01   2.80000000e+00   1.58400000e+01   7.92000000e+00   
1437    9.00000000e-01   2.80000000e+00   1.68400000e+01   8.42000000e+00   
1438    1.00000000e+00   2.80000000e+00   1.78400000e+01   8.92000000e+00   
1439    1.10000000e+00   2.80000000e+00   1.88400000e+01   9.42000000e+00   
1440    1.20000000e+00   2.80000000e+00   1.98400000e+01   9.92000000e+00   
1441    1.30000000e+00   2.80000000e+00   2.08400000e+01   1.04200000e+01   
1442    1.40000000e+00   2.80000000e+00   2.18400000e+01   1.09200000e+01   
1443    1.50000000e+00   2.80000000e+00   2.28400000e+01   1.14200000e+01   
1444    1.60000000e+00   2.80000000e+00   2.38400000e+01   1.19200000e+01   
1445    1.70000000e+00   2.80000000e+00   2.48400000e+01   1.24200000e+01   
1446    1.80000000e+00   2.80000000e+00   2.58400000e+01   1.29200000e+01   
1447    1.90000000e+00   2.80000000e+00   2.68400000e+01   1.34200000e+01   
1448    2.00000000e+00   2.80000000e+00   2.78400000e+01   1.39200000e+01   
1449    2.10000000e+00   2.80000000e+00   2.88400000e+01   1.44200000e+01   
1450    2.20000000e+00   2.80000000e+00   2.98400000e+01   1.49200000e+01   
1451    2.30000000e+00   2.80000000e+00   3.08400000e+01   1.54200000e+01   
1452    2.40000000e+00   2.80000000e+00   3.18400000e+01   1.59200000e+01   
1453    2.50000000e+00   2.80000000e+00   3.28400000e+01   1.64200000e+01   
1454    2.60000000e+00   2.80000000e+00   3.38400000e+01   1.69200000e+01   
1455    2.70000000e+00   2.80000000e+00   3.48400000e+01   1.74200000e+01   
1456    2.80000000e+00   2.80000000e+00   3.58400000e+01   1.79200000e+01   
1457    2.90000000e+00   2.80000000e+00   3.68400000e+01   1.84200000e+01   
1458    3.00000000e+00   2.80000000e+00   3.78400000e+01   1.89200000e+01   
1459    3.10000000e+00   2.80000000e+00   3.88400000e+01   1.94200000e+01   
1460    3.20000000e+00   2.80000000e+00   3.98400000e+01   1.99200000e+01   
1461    3.30000000e+00   2.80000000e+00   4.08400000e+01   2.04200000e+01   
1462    3.40000000e+00   2.80000000e+00   4.18400000e+01   2.09200000e+01   
1463    3.50000000e+00   2.80000000e+00   4.28400000e+01   2.14200000e+01   
1464    3.60000000e+00   2.80000000e+00   4.38400000e+01   2.19200000e+01   
1465    3.70000000e+00   2.80000000e+00   4.48400000e+01   2.24200000e+01   
1466    3.80000000e+00   2.80000000e+00   4.58400000e+01   2.29200000e+01   
1467    3.90000000e+00   2.80000000e+00   4.68400000e+01   2.34200000e+01   
1468    4.00000000e+00   2.80000000e+00   4.78400000e+01   2.39200000e+01   
1469    4.10000000e+00   2.80000000e+00   4.88400000e+01   2.44200000e+01   
1470    4.20000000e+00   2.80000000e+00   4.98400000e+01   2.49200000e+01   
1471    4.30000000e+00   2.80000000e+00   5.08400000e+01   2.54200000e+01   
1472    4.40000000e+00   2.80000000e+00   5.18400000e+01   2.59200000e+01   
1473    4.50000000e+00   2.80000000e+00   5.28400000e+01   2.64200000e+01   
1474    4.60000000e+00   2.80000000e+00   5.38400000e+01   2.69200000e+01   
1475    4.70000000e+00   2.80000000e+00   5.48400000e+01   2.74200000e+01   
1476    4.80000000e+00   2.80000000e+00   5.58400000e+01   2.79200000e+01   
1477    4.90000000e+00   2.80000000e+00   5.68400000e+01   2.84200000e+01   
1478    5.00000000e+00   2.80000000e+00   5.78400000e+01   2.89200000e+01   
1479    0.00000000e+00   2.90000000e+00   8.41000000e+00   4.20500000e+00   
1480    1.00000000e-01   2.90000000e+00   9.41000000e+00   4.70500000e+00   
1481    2.00000000e-01   2.90000000e+00   1.04100000e+01   5.20500000e+00   
1482    3.00000000e-01   2.90000000e+00   1.14100000e+01   5.70500000e+00   
1483    4.00000000e-01   2.90000000e+00   1.24100000e+01   6.20500000e+00   
1484    5.00000000e-01   2.90000000e+00   1.34100000e+01   6.70500000e+00   
1485    6.00000000e-01   2.90000000e+00   1.44100000e+01   7.20500000e+00   
1486    7.00000000e-01   2.90000000e+00   1.54100000e+01   7.70500000e+00   
1487    8.00000000e-01   2.90000000e+00   1.64100000e+01   8.20500000e+00   
1488    9.00000000e-01   2.90000000e+00   1.74100000e+01   8.70500000e+00   
1489    1.00000000e+00   2.90000000e+00   1.84100000e+01   9.20500000e+00   
1490    1.10000000e+00   2.90000000e+00   1.94100000e+01   9.70500000e+00   
1491    1.20000000e+00   2.90000000e+00   2.04100000e+01   1.02050000e+01   
1492    1.30000000e+00   2.90000000e+00   2.14100000e+01   1.07050000e+01   
1493    1.40000000e+00   2.90000000e+00   2.24100000e+01   1.12050000e+01   
1494    1.50000000e+00   2.90000000e+00   2.34100000e+01   1.17050000e+01   
1495    1.60000000e+00   2.90000000e+00   2.44100000e+01   1.22050000e+01   
1496    1.70000000e+00   2.90000000e+00   2.54100000e+01   1.27050000e+01   
1497    1.80000000e+00   2.90000000e+00   2.64100000e+01   1.32050000e+01   
1498    1.90000000e+00   2.90000000e+00   2.74100000e+01   1.37050000e+01   
1499    2.00000000e+00   2.90000000e+00   2.84100000e+01   1.42050000e+01   
1500    2.10000000e+00   2.90000000e+00   2.94100000e+01   1.47050000e+01   
1501    2.20000000e+00   2.90000000e+00   3.04100000e+01   1.52050000e+01   
1502    2.30000000e+00   2.90000000e+00   3.14100000e+01   1.57050000e+01   
1503    2.40000000e+00   2.90000000e+00   3.24100000e+01   1.62050000e+01   
1504    2.50000000e+00   2.90000000e+00   3.34100000e+01   1.67050000e+01   
1505    2.60000000e+00   2.90000000e+00   3.44100000e+01   1.72050000e+01   
1506    2.70000000e+00   2.90000000e+00   3.54100000e+01   1.77050000e+01   
1507    2.80000000e+00   2.90000000e+00   3.64100000e+01   1.82050000e+01   
1508    2.90000000e+00   2.90000000e+00   3.74100000e+01   1.87050000e+01   
1509    3.00000000e+00   2.90000000e+00   3.84100000e+01   1.92050000e+01   
1510    3.10000000e+00   2.90000000e+00   3.94100000e+01   1.97050000e+01   
1511    3.20000000e+00   2.90000000e+00   4.04100000e+01   2.02050000e+01   
1512    3.30000000e+00   2.90000000e+00   4.14100000e+01   2.07050000e+01   
1513    3.40000000e+00   2.90000000e+00   4.24100000e+01   2.12050000e+01   
1514    3.50000000e+00   2.90000000e+00   4.34100000e+01   2.17050000e+01   
1515    3.60000000e+00   2.90000000e+00   4.44100000e+01   2.22050000e+01   
1516    3.70000000e+00   2.90000000e+00   4.54100000e+01   2.27050000e+01   
1517    3.80000000e+00   2.90000000e+00   4.64100000e+01   2.32050000e+01   
1518    3.90000000e+00   2.90000000e+00   4.74100000e+01   2.37050000e+01   
1519    4.00000000e+00   2.90000000e+00   4.84100000e+01   2.42050000e+01   
1520    4.10000000e+00   2.90000000e+00   4.94100000e+01   2.47050000e+01   
1521    4.20000000e+00   2.90000000e+00   5.04100000e+01   2.52050000e+01   
1522    4.30000000e+00   2.90000000e+00   5.14100000e+01   2.57050000e+01   
1523    4.40000000e+00   2.90000000e+00   5.24100000e+01   2.62050000e+01   
1524    4.50000000e+00   2.90000000e+00   5.34100000e+01   2.67050000e+01   
1525    4.60000000e+00   2.90000000e+00   5.44100000e+01   2.72050000e+01   
1526    4.70000000e+00   2.90000000e+00   5.54100000e+01   2.77050000e+01   
1527    4.80000000e+00   2.90000000e+00   5.64100000e+01   2.82050000e+01   
1528    4.90000000e+00   2.90000000e+00   5.74100000e+01   2.87050000e+01   
1529    5.00000000e+00   2.90000000e+00   5.84100000e+01   2.92050000e+01   
1530    0.00000000e+00   3.00000000e+00   9.00000000e+00   4.50000000e+00   
1531    1.00000000e-01   3.00000000e+00   1.00000000e+01   5.00000000e+00   
1532    2.00000000e-01   3.00000000e+00   1.10000000e+01   5.50000000e+00   
1533    3.00000000e-01   3.00000000e+00   1.20000000e+01   6.00000000e+00   
1534    4.00000000e-01   3.00000000e+00   1.30000000e+01   6.50000000e+00   
1535    5.00000000e-01   3.00000000e+00   1.40000000e+01   7.00000000e+00   
1536    6.00000000e-01   3.00000000e+00   1.50000000e+01   7.50000000e+00   
1537    7.00000000e-01   3.00000000e+00   1.60000000e+01   8.00000000e+00   
1538    8.00000000e-01   3.00000000e+00   1.70000000e+01   8.50000000e+00   
1539    9.00000000e-01   3.00000000e+00   1.80000000e+01   9.00000000e+00   
1540    1.00000000e+00   3.00000000e+00   1.90000000e+01   9.50000000e+00   
1541    1.10000000e+00   3.00000000e+00   2.00000000e+01   1.00000000e+01   
1542    1.20000000e+00   3.00000000e+00   2.10000000e+01   1.05000000e+01   
1543    1.30000000e+00   3.00000000e+00   2.20000000e+01   1.10000000e+01   
1544    1.40000000e+00   3.00000000e+00   2.30000000e+01   1.15000000e+01   
1545    1.50000000e+00   3.00000000e+00   2.40000000e+01   1.20000000e+01   
1546    1.60000000e+00   3.00000000e+00   2.50000000e+01   1.25000000e+01   
1547    1.70000000e+00   3.00000000e+00   2.60000000e+01   1.30000000e+01   
1548    1.80000000e+00   3.00000000e+00   2.70000000e+01   1.35000000e+01   
1549    1.90000000e+00   3.00000000e+00   2.80000000e+01   1.40000000e+01   
1550    2.00000000e+00   3.00000000e+00   2.90000000e+01   1.45000000e+01   
1551    2.10000000e+00   3.00000000e+00   3.00000000e+01   1.50000000e+01   
1552    2.20000000e+00   3.00000000e+00   3.10000000e+01   1.55000000e+01   
1553    2.30000000e+00   3.00000000e+00   3.20000000e+01   1.60000000e+01   
1554    2.40000000e+00   3.00000000e+00   3.30000000e+01   1.65000000e+01   
1555    2.50000000e+00   3.00000000e+00   3.40000000e+01   1.70000000e+01   
1556    2.60000000e+00   3.00000000e+00   3.50000000e+01   1.75000000e+01   
1557    2.70000000e+00   3.00000000e+00   3.60000000e+01   1.80000000e+01   
1558    2.80000000e+00   3.00000000e+00   3.70000000e+01   1.85000000e+01   
1559    2.90000000e+00   3.00000000e+00   3.80000000e+01   1.90000000e+01   
1560    3.00000000e+00   3.00000000e+00   3.90000000e+01   1.95000000e+01   
1561    3.10000000e+00   3.00000000e+00   4.00000000e+01   2.00000000e+01   
1562    3.20000000e+00   3.00000000e+00   4.10000000e+01   2.05000000e+01   
1563    3.30000000e+00   3.00000000e+00   4.20000000e+01   2.10000000e+01   
1564    3.40000000e+00   3.00000000e+00   4.30000000e+01   2.15000000e+01   
1565    3.50000000e+00   3.00000000e+00   4.40000000e+01   2.20000000e+01   
1566    3.60000000e+00   3.00000000e+00   4.50000000e+01   2.25000000e+01   
1567    3.70000000e+00   3.00000000e+00   4.60000000e+01   2.30000000e+01   
1568    3.80000000e+00   3.00000000e+00   4.70000000e+01   2.35000000e+01   
1569    3.90000000e+00   3.00000000e+00   4.80000000e+01   2.40000000e+01   
1570    4.00000000e+00   3.00000000e+00   4.90000000e+01   2.45000000e+01   
1571    4.10000000e+00   3.00000000e+00   5.00000000e+01   2.50000000e+01   
1572    4.20000000e+00   3.00000000e+00   5.10000000e+01   2.55000000e+01   
1573    4.30000000e+00   3.00000000e+00   5.20000000e+01   2.60000000e+01   
1574    4.40000000e+00   3.00000000e+00   5.30000000e+01   2.65000000e+01   
1575    4.50000000e+00   3.00000000e+00   5.40000000e+01   2.70000000e+01   
1576    4.60000000e+00   3.00000000e+00   5.50000000e+01   2.75000000e+01   
1577    4.70000000e+00   3.00000000e+00   5.60000000e+01   2.80000000e+01   
1578    4.80000000e+00   3.00000000e+00   5.70000000e+01   2.85000000e+01   
1579    4.90000000e+00   3.00000000e+00   5.80000000e+01   2.90000000e+01   
1580    5.00000000e+00   3.00000000e+00   5.90000000e+01   2.95000000e+01   
1581    0.00000000e+00   3.10000000e+00   9.61000000e+00   4.80500000e+00   
1582    1.00000000e-01   3.10000000e+00   1.06100000e+01   5.30500000e+00   
1583    2.00000000e-01   3.10000000e+00   1.16100000e+01   5.80500000e+00   
1584    3.00000000e-01   3.10000000e+00   1.26100000e+01   6.30500000e+00   
1585    4.00000000e-01   3.10000000e+00   1.36100000e+01   6.80500000e+00   
1586    5.00000000e-01   3.10000000e+00   1.46100000e+01   7.30500000e+00   
1587    6.00000000e-01   3.10000000e+00   1.56100000e+01   7.80500000e+00   
1588    7.00000000e-01   3.10000000e+00   1.66100000e+01   8.30500000e+00   
1589    8.00000000e-01   3.10000000e+00   1.76100000e+01   8.80500000e+00   
1590    9.00000000e-01   3.10000000e+00   1.86100000e+01   9.30500000e+00   
1591    1.00000000e+00   3.10000000e+00   1.96100000e+01   9.80500000e+00   
1592    1.10000000e+00   3.10000000e+00   2.06100000e+01   1.03050000e+01   
1593    1.20000000e+00   3.10000000e+00   2.16100000e+01   1.08050000e+01   
1594    1.30000000e+00   3.10000000e+00   2.26100000e+01   1.13050000e+01   
1595    1.40000000e+00   3.10000000e+00   2.36100000e+01   1.18050000e+01   
1596    1.50000000e+00   3.10000000e+00   2.46100000e+01   1.23050000e+01   
1597    1.60000000e+00   3.10000000e+00   2.56100000e+01   1.28050000e+01   
1598    1.70000000e+00   3.10000000e+00   2.66100000e+01   1.33050000e+01   
1599    1.80000000e+00   3.10000000e+00   2.76100000e+01   1.38050000e+01   
1600    1.90000000e+00   3.10000000e+00   2.86100000e+01   1.43050000e+01   
1601    2.00000000e+00   3.10000000e+00   2.96100000e+01   1.48050000e+01   
1602    2.10000000e+00   3.10000000e+00   3.06100000e+01   1.53050000e+01   
1603    2.20000000e+00   3.10000000e+00   3.16100000e+01   1.58050000e+01   
1604    2.30000000e+00   3.10000000e+00   3.26100000e+01   1.63050000e+01   
1605    2.40000000e+00   3.10000000e+00   3.36100000e+01   1.68050000e+01   
1606    2.50000000e+00   3.10000000e+00   3.46100000e+01   1.73050000e+01   
1607    2.60000000e+00   3.10000000e+00   3.56100000e+01   1.78050000e+01   
1608    2.70000000e+00   3.10000000e+00   3.66100000e+01   1.83050000e+01   
1609    2.80000000e+00   3.10000000e+00   3.76100000e+01   1.88050000e+01   
1610    2.90000000e+00   3.10000000e+00   3.86100000e+01   1.93050000e+01   
1611    3.00000000e+00   3.10000000e+00   3.96100000e+01   1.98050000e+01   
1612    3.10000000e+00   3.10000000e+00   4.06100000e+01   2.03050000e+01   
1613    3.20000000e+00   3.10000000e+00   4.16100000e+01   2.08050000e+01   
1614    3.30000000e+00   3.10000000e+00   4.26100000e+01   2.13050000e+01   
1615    3.40000000e+00   3.10000000e+00   4.36100000e+01   2.18050000e+01   
1616    3.50000000e+00   3.10000000e+00   4.46100000e+01   2.23050000e+01   
1617    3.60000000e+00   3.10000000e+00   4.56100000e+01   2.28050000e+01   
1618    3.70000000e+00   3.10000000e+00   4.66100000e+01   2.33050000e+01   
1619    3.80000000e+00   3.10000000e+00   4.76100000e+01   2.38050000e+01   
1620    3.90000000e+00   3.10000000e+00   4.86100000e+01   2.43050000e+01   
1621    4.00000000e+00   3.10000000e+00   4.96100000e+01   2.48050000e+01   
1622    4.10000000e+00   3.10000000e+00   5.06100000e+01   2.53050000e+01   
1623    4.20000000e+00   3.10000000e+00   5.16100000e+01   2.58050000e+01   
1624    4.30000000e+00   3.10000000e+00   5.26100000e+01   2.63050000e+01   
1625    4.40000000e+00   3.10000000e+00   5.36100000e+01   2.68050000e+01   
1626    4.50000000e+00   3.10000000e+00   5.46100000e+01   2.73050000e+01   
1627    4.60000000e+00   3.10000000e+00   5.56100000e+01   2.78050000e+01   
1628    4.70000000e+00   3.10000000e+00   5.66100000e+01   2.83050000e+01   
1629    4.80000000e+00   3.10000000e+00   5.76100000e+01   2.88050000e+01   
1630    4.90000000e+00   3.10000000e+00   5.86100000e+01   2.93050000e+01   
1631    5.00000000e+00   3.10000000e+00   5.96100000e+01   2.98050000e+01   
1632    0.00000000e+00   3.20000000e+00   1.02400000e+01   5.12000000e+00   
1633    1.00000000e-01   3.20000000e+00   1.12400000e+01   5.62000000e+00   
1634    2.00000000e-01   3.20000000e+00   1.22400000e+01   6.12000000e+00   
1635    3.00000000e-01   3.20000000e+00   1.32400000e+01   6.62000000e+00   
1636    4.00000000e-01   3.20000000e+00   1.42400000e+01   7.12000000e+00   
1637    5.00000000e-01   3.20000000e+00   1.52400000e+01   7.62000000e+00   
1638    6.00000000e-01   3.20000000e+00   1.62400000e+01   8.12000000e+00   
1639    7.00000000e-01   3.20000000e+00   1.72400000e+01   8.62000000e+00   
1640    8.00000000e-01   3.20000000e+00   1.82400000e+01   9.12000000e+00   
1641    9.00000000e-01   3.20000000e+00   1.92400000e+01   9.62000000e+00   
1642    1.00000000e+00   3.20000000e+00   2.02400000e+01   1.01200000e+01   
1643    1.10000000e+00   3.20000000e+00   2.12400000e+01   1.06200000e+01   
1644    1.20000000e+00   3.20000000e+00   2.22400000e+01   1.11200000e+01   
1645    1.30000000e+00   3.20000000e+00   2.32400000e+01   1.16200000e+01   
1646    1.40000000e+00   3.20000000e+00   2.42400000e+01   1.21200000e+01   
1647    1.50000000e+00   3.20000000e+00   2.52400000e+01   1.26200000e+01   
1648    1.60000000e+00   3.20000000e+00   2.62400000e+01   1.31200000e+01   
1649    1.70000000e+00   3.20000000e+00   2.72400000e+01   1.36200000e+01   
1650    1.80000000e+00   3.20000000e+00   2.82400000e+01   1.41200000e+01   
1651    1.90000000e+00   3.20000000e+00   2.92400000e+01   1.46200000e+01   
1652    2.00000000e+00   3.20000000e+00   3.02400000e+01   1.51200000e+01   
1653    2.10000000e+00   3.20000000e+00   3.12400000e+01   1.56200000e+01   
1654    2.20000000e+00   3.20000000e+00   3.22400000e+01   1.61200000e+01   
1655    2.30000000e+00   3.20000000e+00   3.32400000e+01   1.66200000e+01   
1656    2.40000000e+00   3.20000000e+00   3.42400000e+01   1.71200000e+01   
1657    2.50000000e+00   3.20000000e+00   3.52400000e+01   1.76200000e+01   
1658    2.60000000e+00   3.20000000e+00   3.62400000e+01   1.81200000e+01   
1659    2.70000000e+00   3.20000000e+00   3.72400000e+01   1.86200000e+01   
1660    2.80000000e+00   3.20000000e+00   3.82400000e+01   1.91200000e+01   
1661    2.90000000e+00   3.20000000e+00   3.92400000e+01   1.96200000e+01   
1662    3.00000000e+00   3.20000000e+00   4.02400000e+01   2.01200000e+01   
1663    3.10000000e+00   3.20000000e+00   4.12400000e+01   2.06200000e+01   
1664    3.20000000e+00   3.20000000e+00   4.22400000e+01   2.11200000e+01   
1665    3.30000000e+00   3.20000000e+00   4.32400000e+01   2.16200000e+01   
1666    3.40000000e+00   3.20000000e+00   4.42400000e+01   2.21200000e+01   
1667    3.50000000e+00   3.20000000e+00   4.52400000e+01   2.26200000e+01   
1668    3.60000000e+00   3.20000000e+00   4.62400000e+01   2.31200000e+01   
1669    3.70000000e+00   3.20000000e+00   4.72400000e+01   2.36200000e+01   
1670    3.80000000e+00   3.20000000e+00   4.82400000e+01   2.41200000e+01   
1671    3.90000000e+00   3.20000000e+00   4.92400000e+01   2.46200000e+01   
1672    4.00000000e+00   3.20000000e+00   5.02400000e+01   2.51200000e+01   
1673    4.10000000e+00   3.20000000e+00   5.12400000e+01   2.56200000e+01   
1674    4.20000000e+00   3.20000000e+00   5.22400000e+01   2.61200000e+01   
1675    4.30000000e+00   3.20000000e+00   5.32400000e+01   2.66200000e+01   
1676    4.40000000e+00   3.20000000e+00   5.42400000e+01   2.71200000e+01   
1677    4.50000000e+00   3.20000000e+00   5.52400000e+01   2.76200000e+01   
