Index          TIME                 V(4)              {V(1)+1.5}              V(6)
79      1.77482911627e-07    1.49297612898e+01    1.28167409498e+01    1.50000000000e+01    
80      1.77922304638e-07    1.49370040940e+01    1.28167523761e+01    1.50000000000e+01    
81      1.78801090662e-07    1.49528106553e+01    1.28167763554e+01    1.50000000000e+01    
82      1.79679876685e-07    1.49698008178e+01    1.28168017897e+01    1.50000000000e+01    
83      1.80558662708e-07    1.49867877473e+01    1.28168278935e+01    1.50000000000e+01    
84      1.81437448731e-07    1.50040454536e+01    1.28168540901e+01    1.50000000000e+01    
85      1.81592065206e-07    1.50071490939e+01    1.28168586996e+01    1.50000000000e+01    
86      1.81746681680e-07    1.50102858677e+01    1.28168632914e+01    1.50000000000e+01    
87      1.82055914628e-07    1.50166149395e+01    1.28168725805e+01    1.50000000000e+01    
88      1.82365147576e-07    1.50228855380e+01    1.28168822433e+01    1.50000000000e+01    
89      1.82674380524e-07    1.50289941911e+01    1.28168923369e+01    1.50000000000e+01    
90      1.83292846420e-07    1.50392735044e+01    1.28169136403e+01    1.50000000000e+01    
91      1.83911312316e-07    1.50396559429e+01    1.28169374272e+01    1.50000000000e+01    
92      1.84012737682e-07    1.50375358538e+01    1.28169417910e+01    1.50000000000e+01    
93      1.84114163049e-07    1.50349351283e+01    1.28169462435e+01    1.50000000000e+01    
94      1.84317013781e-07    1.50265201664e+01    1.28169557881e+01    1.50000000000e+01    
95      1.84519864514e-07    1.50131887848e+01    1.28169662892e+01    1.50000000000e+01    
96      1.84722715246e-07    1.49942621535e+01    1.28169778209e+01    1.50000000000e+01    
97      1.84925565978e-07    1.49692327327e+01    1.28169903847e+01    1.50000000000e+01    
98      1.85128416711e-07    1.49377470358e+01    1.28170039234e+01    1.50000000000e+01    
99      1.85331267443e-07    1.48995815620e+01    1.28170183378e+01    1.50000000000e+01    
100     1.85534118176e-07    1.48546271684e+01    1.28170334897e+01    1.50000000000e+01    
101     1.85736968908e-07    1.48028710637e+01    1.28170491884e+01    1.50000000000e+01    
102     1.85939819641e-07    1.47443817321e+01    1.28170651206e+01    1.50000000000e+01    
103     1.86142670373e-07    1.46792908871e+01    1.28170806498e+01    1.50000000000e+01    
104     1.86345521106e-07    1.46077755597e+01    1.28170942573e+01    1.50000000000e+01    
105     1.86548371838e-07    1.45300342445e+01    1.28171020733e+01    1.50000000000e+01    
106     1.86751222571e-07    1.44462514360e+01    1.28170947164e+01    1.50000000000e+01    
107     1.86954073303e-07    1.43565486081e+01    1.28170528667e+01    1.50000000000e+01    
108     1.87156924036e-07    1.42609462127e+01    1.28169456756e+01    1.50000000000e+01    
109     1.87359774768e-07    1.41593701083e+01    1.28167358525e+01    1.50000000000e+01    
110     1.87562625500e-07    1.40516868511e+01    1.28163874066e+01    1.50000000000e+01    
111     1.87765476233e-07    1.39377159605e+01    1.28158698495e+01    1.50000000000e+01    
112     1.87968326965e-07    1.38171846532e+01    1.28151584996e+01    1.50000000000e+01    
113     1.88171177698e-07    1.36896119190e+01    1.28142334058e+01    1.50000000000e+01    
114     1.88374028430e-07    1.35540857537e+01    1.28130782902e+01    1.50000000000e+01    
115     1.88576879163e-07    1.34087023196e+01    1.28116798171e+01    1.50000000000e+01    
116     1.88779729895e-07    1.32495583858e+01    1.28100271063e+01    1.50000000000e+01    
117     1.88982580628e-07    1.30717410041e+01    1.28081113967e+01    1.50000000000e+01    
118     1.89185431360e-07    1.28726508241e+01    1.28059258914e+01    1.50000000000e+01    
119     1.89388282093e-07    1.26525993520e+01    1.28034658198e+01    1.50000000000e+01    
120     1.89591132825e-07    1.24129293722e+01    1.28007285483e+01    1.50000000000e+01    
121     1.89793983558e-07    1.21552465462e+01    1.27977135886e+01    1.50000000000e+01    
122     1.89996834290e-07    1.18812596621e+01    1.27944224755e+01    1.50000000000e+01    
123     1.90199685022e-07    1.15928017249e+01    1.27908586432e+01    1.50000000000e+01    
124     1.90402535755e-07    1.12917461167e+01    1.27870271506e+01    1.50000000000e+01    
125     1.90605386487e-07    1.09799878872e+01    1.27829344867e+01    1.50000000000e+01    
126     1.90808237220e-07    1.06593910364e+01    1.27785883346e+01    1.50000000000e+01    
127     1.91011087952e-07    1.03317320409e+01    1.27739973034e+01    1.50000000000e+01    
128     1.91213938685e-07    9.99868467413e+00    1.27691707563e+01    1.50000000000e+01    
129     1.91416789417e-07    9.66178536501e+00    1.27641185764e+01    1.50000000000e+01    
130     1.91822490882e-07    8.98226503510e+00    1.27533837917e+01    1.50000000000e+01    
131     1.92228192347e-07    8.30202261312e+00    1.27418713372e+01    1.50000000000e+01    
132     1.92633893812e-07    7.62854257324e+00    1.27296645045e+01    1.50000000000e+01    
133     1.93039595277e-07    6.96754495650e+00    1.27168439997e+01    1.50000000000e+01    
134     1.93445296742e-07    6.32341424681e+00    1.27034863588e+01    1.50000000000e+01    
135     1.93850998207e-07    5.69958892801e+00    1.26896631781e+01    1.50000000000e+01    
136     1.94256699672e-07    5.09890732175e+00    1.26754409427e+01    1.50000000000e+01    
137     1.94662401137e-07    4.52389041495e+00    1.26608813132e+01    1.50000000000e+01    
138     1.95027532455e-07    4.03035421274e+00    1.26475360134e+01    1.50000000000e+01    
139     1.95392663774e-07    3.56159670601e+00    1.26340037976e+01    1.50000000000e+01    
140     1.95757795092e-07    3.12007442099e+00    1.26203231605e+01    1.50000000000e+01    
141     1.96086413279e-07    2.74880777148e+00    1.26079150270e+01    1.50000000000e+01    
142     1.96382169646e-07    2.43921650547e+00    1.25966956798e+01    1.50000000000e+01    
143     1.96648350378e-07    2.18501139013e+00    1.25865769170e+01    1.50000000000e+01    
144     1.96887913036e-07    1.98112972274e+00    1.25774710579e+01    1.50000000000e+01    
145     1.97103519428e-07    1.81776423943e+00    1.25692921879e+01    1.50000000000e+01    
146     1.97319125820e-07    1.67182374109e+00    1.25611420986e+01    1.50000000000e+01    
147     1.97534732212e-07    1.54349259323e+00    1.25530303911e+01    1.50000000000e+01    
148     1.97750338605e-07    1.43615582623e+00    1.25449648246e+01    1.50000000000e+01    
149     1.97965944997e-07    1.35215896502e+00    1.25369541424e+01    1.50000000000e+01    
150     1.98181551389e-07    1.28602292021e+00    1.25290080871e+01    1.50000000000e+01    
151     1.98397157781e-07    1.23229256744e+00    1.25211340041e+01    1.50000000000e+01    
152     1.98612764173e-07    1.18736469460e+00    1.25133350345e+01    1.50000000000e+01    
153     1.98828370566e-07    1.14833170206e+00    1.25056109108e+01    1.50000000000e+01    
154     1.99259583350e-07    1.08062774887e+00    1.24903745158e+01    1.50000000000e+01    
155     1.99690796135e-07    1.02089067404e+00    1.24753980449e+01    1.50000000000e+01    
156     2.00122008919e-07    9.65308018086e-01    1.24606503329e+01    1.50000000000e+01    
157     2.00984434488e-07    8.62343285977e-01    1.24317168181e+01    1.50000000000e+01    
158     2.02709285626e-07    6.81697611712e-01    1.23754576274e+01    1.50000000000e+01    
159     2.04434136763e-07    5.30468997327e-01    1.23205306031e+01    1.50000000000e+01    
160     2.06158987901e-07    3.98795319653e-01    1.22661331068e+01    1.50000000000e+01    
161     2.07883839039e-07    2.80383345327e-01    1.22117874363e+01    1.50000000000e+01    
162     2.09608690177e-07    1.85300885064e-01    1.21572096086e+01    1.50000000000e+01    
163     2.09882819056e-07    1.75273601729e-01    1.21484928169e+01    1.50000000000e+01    
164     2.10156947934e-07    1.66706719062e-01    1.21397678105e+01    1.50000000000e+01    
165     2.10705205692e-07    1.52904830435e-01    1.21222599385e+01    1.50000000000e+01    
166     2.11801721207e-07    1.33553025637e-01    1.20869478257e+01    1.50000000000e+01    
167     2.12898236722e-07    1.20023298593e-01    1.20511812306e+01    1.50000000000e+01    
168     2.13994752237e-07    1.09565655267e-01    1.20149409198e+01    1.50000000000e+01    
169     2.16187783268e-07    9.37534775572e-02    1.19412272385e+01    1.50000000000e+01    
170     2.18380814298e-07    8.16679252183e-02    1.18662231945e+01    1.50000000000e+01    
171     2.20573845328e-07    7.18467979206e-02    1.17903850794e+01    1.50000000000e+01    
172     2.22766876358e-07    6.34843237158e-02    1.17140745269e+01    1.50000000000e+01    
173     2.24959907389e-07    5.62303494049e-02    1.16375409583e+01    1.50000000000e+01    
174     2.29345969449e-07    4.39951804552e-02    1.14844302175e+01    1.50000000000e+01    
175     2.29971649540e-07    4.24966414314e-02    1.14626117599e+01    1.50000000000e+01    
176     2.31223009722e-07    3.95794052286e-02    1.14190013883e+01    1.50000000000e+01    
177     2.32474369904e-07    3.68362208750e-02    1.13754499009e+01    1.50000000000e+01    
178     2.33725730086e-07    3.42565687123e-02    1.13319680940e+01    1.50000000000e+01    
179     2.34977090268e-07    3.18346308290e-02    1.12885644098e+01    1.50000000000e+01    
180     2.36228450450e-07    2.95670225201e-02    1.12452429717e+01    1.50000000000e+01    
181     2.37479810632e-07    2.74499928191e-02    1.12020028793e+01    1.50000000000e+01    
182     2.38731170814e-07    2.54828325436e-02    1.11588392962e+01    1.50000000000e+01    
183     2.39982530996e-07    2.36630041681e-02    1.11157454555e+01    1.50000000000e+01    
184     2.41233891178e-07    2.19905202663e-02    1.10727143339e+01    1.50000000000e+01    
185     2.42485251360e-07    2.04629022152e-02    1.10297395594e+01    1.50000000000e+01    
186     2.44987971724e-07    1.78346905825e-02    1.09439361116e+01    1.50000000000e+01    
187     2.47490692088e-07    1.57509456080e-02    1.08583031995e+01    1.50000000000e+01    
188     2.49993412452e-07    1.41609961729e-02    1.07728142621e+01    1.50000000000e+01    
189     2.52496132816e-07    1.29919451740e-02    1.06874475203e+01    1.50000000000e+01    
190     2.54998853180e-07    1.21616465878e-02    1.06021838538e+01    1.50000000000e+01    
191     2.57501573544e-07    1.15877731904e-02    1.05170060016e+01    1.50000000000e+01    
192     2.60004293908e-07    1.12011577107e-02    1.04318983484e+01    1.50000000000e+01    
193     2.62507014272e-07    1.09460600555e-02    1.03468467934e+01    1.50000000000e+01    
194     2.65009734636e-07    1.07835154511e-02    1.02618384176e+01    1.50000000000e+01    
195     2.67512455000e-07    1.06848056397e-02    1.01768610159e+01    1.50000000000e+01    
196     2.70015175364e-07    1.06319769922e-02    1.00919025942e+01    1.50000000000e+01    
197     2.72517895728e-07    1.06105673177e-02    1.00069511313e+01    1.50000000000e+01    
198     2.75020616092e-07    1.06117773156e-02    9.92199472431e+00    1.50000000000e+01    
199     2.77523336456e-07    1.06260400508e-02    9.83702229615e+00    1.50000000000e+01    
200     2.80026056820e-07    1.06476292183e-02    9.75201994343e+00    1.50000000000e+01    
201     2.81014195065e-07    1.06557846520e-02    9.71843393129e+00    1.50000000000e+01    
202     2.81427691984e-07    1.06593665084e-02    9.70437322135e+00    1.50000000000e+01    
203     2.81841188903e-07    1.06630554881e-02    9.69030802054e+00    1.50000000000e+01    
204     2.82668182740e-07    1.06715226618e-02    9.66214912539e+00    1.50000000000e+01    
205     2.83368801900e-07    1.06807785603e-02    9.63826525294e+00    1.50000000000e+01    
206     2.83999359143e-07    1.06900525302e-02    9.61675288875e+00    1.50000000000e+01    
207     2.84629916386e-07    1.06987416353e-02    9.59522989412e+00    1.50000000000e+01    
208     2.85260473630e-07    1.07061971230e-02    9.57370020571e+00    1.50000000000e+01    
209     2.86521588117e-07    1.07176972724e-02    9.53063019317e+00    1.50000000000e+01    
210     2.87782702603e-07    1.07262388331e-02    9.48755258487e+00    1.50000000000e+01    
211     2.89043817090e-07    1.07325917806e-02    9.44447250533e+00    1.50000000000e+01    
212     2.90304931577e-07    1.07365687878e-02    9.40139364325e+00    1.50000000000e+01    
213     2.91566046064e-07    1.07373238206e-02    9.35832011628e+00    1.50000000000e+01    
214     2.92827160551e-07    1.07346911206e-02    9.31525644818e+00    1.50000000000e+01    
215     2.94088275037e-07    1.07292897329e-02    9.27220748513e+00    1.50000000000e+01    
216     2.95349389524e-07    1.07222022586e-02    9.22917837885e+00    1.50000000000e+01    
217     2.96610504011e-07    1.07145249290e-02    9.18617428549e+00    1.50000000000e+01    
218     2.97871618498e-07    1.07070776323e-02    9.14320003305e+00    1.50000000000e+01    
219     2.99132732985e-07    1.07003960128e-02    9.10025970607e+00    1.50000000000e+01    
220     3.00393847471e-07    1.06947354858e-02    9.05735644027e+00    1.50000000000e+01    
221     3.01654961958e-07    1.06901986686e-02    9.01449228203e+00    1.50000000000e+01    
222     3.02916076445e-07    1.06867509573e-02    8.97166825349e+00    1.50000000000e+01    
223     3.04177190932e-07    1.06843219534e-02    8.92888443066e+00    1.50000000000e+01    
224     3.05438305419e-07    1.06827865653e-02    8.88614012952e+00    1.50000000000e+01    
225     3.06699419905e-07    1.06820363720e-02    8.84343404458e+00    1.50000000000e+01    
226     3.07960534392e-07    1.06819414005e-02    8.80076443216e+00    1.50000000000e+01    
227     3.09221648879e-07    1.06824051688e-02    8.75812922657e+00    1.50000000000e+01    
228     3.10482763366e-07    1.06833201128e-02    8.71552617619e+00    1.50000000000e+01    
229     3.11743877853e-07    1.06846143486e-02    8.67295291762e+00    1.50000000000e+01    
230     3.13004992339e-07    1.06862070900e-02    8.63040706340e+00    1.50000000000e+01    
231     3.15527221313e-07    1.06900528908e-02    8.54538708246e+00    1.50000000000e+01    
232     3.18049450287e-07    1.06945859231e-02    8.46044941245e+00    1.50000000000e+01    
233     3.20571679260e-07    1.06996179437e-02    8.37557747524e+00    1.50000000000e+01    
234     3.23093908234e-07    1.07050991040e-02    8.29075632588e+00    1.50000000000e+01    
235     3.25616137207e-07    1.07111631031e-02    8.20597240208e+00    1.50000000000e+01    
236     3.28138366181e-07    1.07179410540e-02    8.12121312659e+00    1.50000000000e+01    
237     3.33182824128e-07    1.07317174817e-02    7.95171818356e+00    1.50000000000e+01    
238     3.38227282075e-07    1.07397378642e-02    7.78220955067e+00    1.50000000000e+01    
239     3.43271740023e-07    1.07385081874e-02    7.61267641236e+00    1.50000000000e+01    
240     3.48316197970e-07    1.07358006557e-02    7.44316643019e+00    1.50000000000e+01    
241     3.53360655917e-07    1.07331114464e-02    7.27374270666e+00    1.50000000000e+01    
242     3.58405113864e-07    1.07315043888e-02    7.10444975839e+00    1.50000000000e+01    
243     3.63449571812e-07    1.07303019700e-02    6.93531205676e+00    1.50000000000e+01    
244     3.68494029759e-07    1.07295547131e-02    6.76634247715e+00    1.50000000000e+01    
245     3.73538487706e-07    1.07288973487e-02    6.59754808252e+00    1.50000000000e+01    
246     3.78582945653e-07    1.07283724431e-02    6.42893331175e+00    1.50000000000e+01    
247     3.83627403600e-07    1.07278448621e-02    6.26050138751e+00    1.50000000000e+01    
248     3.88671861548e-07    1.07273452959e-02    6.09225501930e+00    1.50000000000e+01    
249     3.93716319495e-07    1.07268344878e-02    5.92419667329e+00    1.50000000000e+01    
250     3.98760777442e-07    1.07263147307e-02    5.75632874423e+00    1.50000000000e+01    
251     4.03805235389e-07    1.07257920681e-02    5.58865361464e+00    1.50000000000e+01    
252     4.13894151284e-07    1.07246964311e-02    5.25389218231e+00    1.50000000000e+01    
253     4.23983067178e-07    1.07235497919e-02    4.91993227693e+00    1.50000000000e+01    
254     4.34071983072e-07    1.07223222260e-02    4.58679853542e+00    1.50000000000e+01    
255     4.44160898967e-07    1.07210312159e-02    4.25452032730e+00    1.50000000000e+01    
256     4.54249814861e-07    1.07196018055e-02    3.92313570176e+00    1.50000000000e+01    
257     4.64338730756e-07    1.07180173895e-02    3.59269714413e+00    1.50000000000e+01    
258     4.74427646650e-07    1.07161029788e-02    3.26328302057e+00    1.50000000000e+01    
259     4.84516562544e-07    1.07136474343e-02    2.93502296794e+00    1.50000000000e+01    
260     5.04694394333e-07    1.07040308343e-02    2.28354999652e+00    1.50000000000e+01    
261     5.15934353932e-07    1.06881970268e-02    1.92855355701e+00    1.50000000000e+01    
262     5.18986942663e-07    1.06717151667e-02    1.83325898330e+00    1.50000000000e+01    
263     5.19942132321e-07    1.06597491905e-02    1.80366193239e+00    1.50000000000e+01    
264     5.21852511636e-07    1.05785264570e-02    1.74582771318e+00    1.50000000000e+01    
265     5.23762890952e-07    1.03343025565e-02    1.69323588689e+00    1.50000000000e+01    
266     5.25673270268e-07    1.00119722328e-02    1.64971165468e+00    1.50000000000e+01    
267     5.27583649583e-07    9.77075582118e-03    1.61611510985e+00    1.50000000000e+01    
268     5.29494028899e-07    9.62990613212e-03    1.59097139488e+00    1.50000000000e+01    
269     5.31404408214e-07    9.56275980289e-03    1.57230638849e+00    1.50000000000e+01    
270     5.33314787530e-07    9.54353271506e-03    1.55842359945e+00    1.50000000000e+01    
271     5.37135546161e-07    9.57465758258e-03    1.53986239484e+00    1.50000000000e+01    
272     5.40956304792e-07    9.64469649502e-03    1.52925433339e+00    1.50000000000e+01    
273     5.44777063423e-07    9.71584701121e-03    1.52298440176e+00    1.50000000000e+01    
274     5.48597822054e-07    9.77473277489e-03    1.51917920672e+00    1.50000000000e+01    
275     5.52418580685e-07    9.81985341921e-03    1.51682546785e+00    1.50000000000e+01    
276     5.56239339316e-07    9.85183176814e-03    1.51535098669e+00    1.50000000000e+01    
277     5.63880856578e-07    9.88961053680e-03    1.51377262135e+00    1.50000000000e+01    
278     5.71522373840e-07    9.90461880429e-03    1.51316304390e+00    1.50000000000e+01    
279     5.79163891102e-07    9.91042143268e-03    1.51292253760e+00    1.50000000000e+01    
280     5.86805408364e-07    9.91242295925e-03    1.51282598839e+00    1.50000000000e+01    
281     5.94446925627e-07    9.91334024402e-03    1.51278599387e+00    1.50000000000e+01    
282     6.09729960151e-07    9.91374692822e-03    1.51275924316e+00    1.50000000000e+01    
283     6.40296029199e-07    9.91395323599e-03    1.51275311544e+00    1.50000000000e+01    
284     7.01428167296e-07    9.91393360701e-03    1.51275388119e+00    1.50000000000e+01    
285     7.56447091583e-07    9.91407524988e-03    1.51275432446e+00    1.50000000000e+01    
286     8.11466015871e-07    9.91400311282e-03    1.51275469631e+00    1.50000000000e+01    
287     8.66484940158e-07    9.91410726685e-03    1.51275435993e+00    1.50000000000e+01    
288     9.76522788732e-07    9.91402803940e-03    1.51275429919e+00    1.50000000000e+01    
289     1.08656063731e-06    9.91412097036e-03    1.51275403962e+00    1.50000000000e+01    
290     1.30663633446e-06    9.91403175259e-03    1.51275403833e+00    1.50000000000e+01    
291     1.52671203160e-06    9.91411909179e-03    1.51275384077e+00    1.50000000000e+01    
292     1.96686342590e-06    9.91403359262e-03    1.51275389715e+00    1.50000000000e+01    
293     2.40701482020e-06    9.91421114628e-03    1.51275387937e+00    1.50000000000e+01    
294     2.80315107507e-06    9.91425665607e-03    1.51275420802e+00    1.50000000000e+01    
295     3.13797419175e-06    9.91439888862e-03    1.51275418204e+00    1.50000000000e+01    
296     3.47279730843e-06    9.91421116214e-03    1.51275414189e+00    1.50000000000e+01    
297     3.77413811344e-06    9.91441358105e-03    1.51275415334e+00    1.50000000000e+01    
298     4.07547891846e-06    9.91421023072e-03    1.51275416158e+00    1.50000000000e+01    
299     4.37681972347e-06    9.91441091153e-03    1.51275411499e+00    1.50000000000e+01    
300     4.67816052848e-06    9.91421591304e-03    1.51275417836e+00    1.50000000000e+01    
301     4.97950133350e-06    9.91440593398e-03    1.51275409029e+00    1.50000000000e+01    
302     5.28084213851e-06    9.91422231591e-03    1.51275418690e+00    1.50000000000e+01    
303     5.58218294352e-06    9.91440031144e-03    1.51275407499e+00    1.50000000000e+01    
304     5.88352374854e-06    9.91422874462e-03    1.51275419029e+00    1.50000000000e+01    
305     6.48620535856e-06    9.91439618256e-03    1.51275406491e+00    1.50000000000e+01    
306     7.08888696859e-06    9.91423214510e-03    1.51275418606e+00    1.50000000000e+01    
307     8.29425018864e-06    9.91439431953e-03    1.51275405567e+00    1.50000000000e+01    
308     9.49961340869e-06    9.91423388421e-03    1.51275417847e+00    1.50000000000e+01    
309     1.19103398488e-05    9.91439334038e-03    1.51275404602e+00    1.50000000000e+01    
310     1.43210662889e-05    9.91423463052e-03    1.51275416969e+00    1.50000000000e+01    
311     1.91425191691e-05    9.91439274253e-03    1.51275403689e+00    1.50000000000e+01    
312     2.39639720493e-05    9.91423492632e-03    1.51275416139e+00    1.50000000000e+01    
313     3.36068778098e-05    9.91439240837e-03    1.51275402900e+00    1.50000000000e+01    
314     4.32497835702e-05    9.91423504681e-03    1.51275415428e+00    1.50000000000e+01    
315     5.28926893306e-05    9.91439218884e-03    1.51275402420e+00    1.50000000000e+01    
316     7.21785008514e-05    9.91423514448e-03    1.51275414995e+00    1.50000000000e+01    
317     9.14643123723e-05    9.91439206655e-03    1.51275402033e+00    1.50000000000e+01    
318     1.30035935414e-04    9.91423518880e-03    1.51275414725e+00    1.50000000000e+01    
319     1.68607558456e-04    9.91439200599e-03    1.51275401841e+00    1.50000000000e+01    
320     2.45750804539e-04    9.91423521475e-03    1.51275414628e+00    1.50000000000e+01    
321     3.22894050622e-04    9.91439197884e-03    1.51275401778e+00    1.50000000000e+01    
322     4.22894050622e-04    9.91423523225e-03    1.51275414597e+00    1.50000000000e+01    
323     5.22894050622e-04    9.91439195989e-03    1.51275401755e+00    1.50000000000e+01    
