Index        TIME          {V(2)+1.0}       {V(5)+1.0}
111     3.03957528e-09   1.00017736e+00   3.99980136e+00   
112     3.06597824e-09   1.00017047e+00   3.99981464e+00   
113     3.09238120e-09   1.00016005e+00   3.99981040e+00   
114     3.11878416e-09   1.00015432e+00   3.99982267e+00   
115     3.14518712e-09   1.00014514e+00   3.99981767e+00   
116     3.17159008e-09   1.00014039e+00   3.99982903e+00   
117     3.19799304e-09   1.00013164e+00   3.99982337e+00   
118     3.22439600e-09   1.00012586e+00   3.99983391e+00   
119     3.25079896e-09   1.00011677e+00   3.99982769e+00   
120     3.27720192e-09   1.00011503e+00   3.99983755e+00   
121     3.30360488e-09   1.00011141e+00   3.99983100e+00   
122     3.33000784e-09   1.00011246e+00   3.99984038e+00   
123     3.35641080e-09   1.00011073e+00   3.99983362e+00   
124     3.38281376e-09   1.00011351e+00   3.99984254e+00   
125     3.40921672e-09   1.00011418e+00   3.99983563e+00   
126     3.43561968e-09   1.00012386e+00   3.99984422e+00   
127     3.46202264e-09   1.00013075e+00   3.99983726e+00   
128     3.48842559e-09   1.00012784e+00   3.99984539e+00   
129     3.51482855e-09   1.00011403e+00   3.99983826e+00   
130     3.54123151e-09   1.00010440e+00   3.99984618e+00   
131     3.56763447e-09   1.00008550e+00   3.99983916e+00   
132     3.62044039e-09   1.00001957e+00   3.99984713e+00   
133     3.66796572e-09   9.99936094e-01   3.99984033e+00   
134     3.71549105e-09   9.99853010e-01   3.99984817e+00   
135     3.75826384e-09   9.99724359e-01   3.99984109e+00   
136     3.79407041e-09   9.99572879e-01   3.99984827e+00   
137     3.82624994e-09   9.99507656e-01   3.99984182e+00   
138     3.85842948e-09   9.99548171e-01   3.99984999e+00   
139     3.89060901e-09   9.99690703e-01   3.99984399e+00   
140     3.92278854e-09   9.99972993e-01   3.99985196e+00   
141     3.95496807e-09   1.00043552e+00   3.99984615e+00   
142     3.98392965e-09   1.00119199e+00   3.99985496e+00   
143     4.00999507e-09   1.00205814e+00   3.99984960e+00   
144     4.03606049e-09   1.00277080e+00   3.99985482e+00   
145     4.06212591e-09   1.00332835e+00   3.99984545e+00   
146     4.08819133e-09   1.00383547e+00   3.99984982e+00   
147     4.11425675e-09   1.00411497e+00   3.99984060e+00   
148     4.16638759e-09   1.00302493e+00   3.99983694e+00   
149     4.21851844e-09   9.99407654e-01   3.99981999e+00   
150     4.27064928e-09   9.93308599e-01   3.99982083e+00   
151     4.32278012e-09   9.85237089e-01   3.99981605e+00   
152     4.36969788e-09   9.76616050e-01   3.99982759e+00   
153     4.41661563e-09   9.67477171e-01   3.99983072e+00   
154     4.46353339e-09   9.58976694e-01   3.99985133e+00   
155     4.51045115e-09   9.51326584e-01   3.99985767e+00   
156     4.55736890e-09   9.45204147e-01   3.99987475e+00   
157     4.60428666e-09   9.42246903e-01   3.99988401e+00   
158     4.69812218e-09   9.53314268e-01   3.99992869e+00   
159     4.79195769e-09   9.97298114e-01   3.99996359e+00   
160     4.88579320e-09   1.09765019e+00   4.00003780e+00   
161     4.90213402e-09   1.12457829e+00   4.00005396e+00   
162     4.91847483e-09   1.15411480e+00   4.00008105e+00   
163     4.95115645e-09   1.23305174e+00   4.00019333e+00   
164     4.98383808e-09   1.33694358e+00   4.00032237e+00   
165     5.01651970e-09   1.46148321e+00   4.00040022e+00   
166     5.04920133e-09   1.60903897e+00   4.00045069e+00   
167     5.08188295e-09   1.76874279e+00   4.00036361e+00   
168     5.14724620e-09   2.10282746e+00   3.99950162e+00   
169     5.21260945e-09   2.44557016e+00   3.99782685e+00   
170     5.27143638e-09   2.74382726e+00   3.99564539e+00   
171     5.28060854e-09   2.78831327e+00   3.99522083e+00   
172     5.28978070e-09   2.83255367e+00   3.99474458e+00   
173     5.30812503e-09   2.91945542e+00   3.99348375e+00   
174     5.32646935e-09   3.00666546e+00   3.99159603e+00   
175     5.34481367e-09   3.09113595e+00   3.98936117e+00   
176     5.36315800e-09   3.16754893e+00   3.98744954e+00   
177     5.38150232e-09   3.23679250e+00   3.98590170e+00   
178     5.39984664e-09   3.29914574e+00   3.98475679e+00   
179     5.41819097e-09   3.35539774e+00   3.98421353e+00   
180     5.45487962e-09   3.45253092e+00   3.98550120e+00   
181     5.49156826e-09   3.53310925e+00   3.99074277e+00   
182     5.52825691e-09   3.58882301e+00   4.00232265e+00   
183     5.55952892e-09   3.62674970e+00   4.02195409e+00   
184     5.58767373e-09   3.66171910e+00   4.04634457e+00   
185     5.61581854e-09   3.69889419e+00   4.07065513e+00   
186     5.64396335e-09   3.73523106e+00   4.09665734e+00   
187     5.67210817e-09   3.76962990e+00   4.12246660e+00   
188     5.70025298e-09   3.80066055e+00   4.13882250e+00   
189     5.72839779e-09   3.82840704e+00   4.14056435e+00   
190     5.75654260e-09   3.85267172e+00   4.12270868e+00   
191     5.78468741e-09   3.87377910e+00   4.08118766e+00   
192     5.81283222e-09   3.89189207e+00   4.01240941e+00   
193     5.84097703e-09   3.90766908e+00   3.91155878e+00   
194     5.86912184e-09   3.92160216e+00   3.75991953e+00   
195     5.89726665e-09   3.93378065e+00   3.53776709e+00   
196     5.92541146e-09   3.94384099e+00   3.26894487e+00   
197     5.95355627e-09   3.95197062e+00   2.97751582e+00   
198     5.98170108e-09   3.95860532e+00   2.66708846e+00   
199     6.00984590e-09   3.96409899e+00   2.34673379e+00   
200     6.03799071e-09   3.96873338e+00   2.02893237e+00   
201     6.06613552e-09   3.97238623e+00   1.75817350e+00   
202     6.09146585e-09   3.97521028e+00   1.56384725e+00   
203     6.11679618e-09   3.97800342e+00   1.41884769e+00   
204     6.14212651e-09   3.98072527e+00   1.31593143e+00   
205     6.16745684e-09   3.98314732e+00   1.24087750e+00   
206     6.19278717e-09   3.98529396e+00   1.18764754e+00   
207     6.21811750e-09   3.98710392e+00   1.15040768e+00   
208     6.24344783e-09   3.98864914e+00   1.12289244e+00   
209     6.26877816e-09   3.98992407e+00   1.10295382e+00   
210     6.29410849e-09   3.99103202e+00   1.08798723e+00   
211     6.31943882e-09   3.99195054e+00   1.07668157e+00   
212     6.34476914e-09   3.99277315e+00   1.06765146e+00   
213     6.37009947e-09   3.99346380e+00   1.06034950e+00   
214     6.39542980e-09   3.99411505e+00   1.05564351e+00   
215     6.42076013e-09   3.99468269e+00   1.05445672e+00   
216     6.44609046e-09   3.99521507e+00   1.05473829e+00   
217     6.47142079e-09   3.99564103e+00   1.05336746e+00   
218     6.49675112e-09   3.99604262e+00   1.05059390e+00   
219     6.52208145e-09   3.99638161e+00   1.04696757e+00   
220     6.54741178e-09   3.99672034e+00   1.04288356e+00   
221     6.57274211e-09   3.99701049e+00   1.03875434e+00   
222     6.59807244e-09   3.99729730e+00   1.03374204e+00   
223     6.62340277e-09   3.99753799e+00   1.02848589e+00   
224     6.64873310e-09   3.99779186e+00   1.02427056e+00   
225     6.67406343e-09   3.99800935e+00   1.02165235e+00   
226     6.69939376e-09   3.99822965e+00   1.02029824e+00   
227     6.72472409e-09   3.99840087e+00   1.01936870e+00   
228     6.75005442e-09   3.99856836e+00   1.01847491e+00   
229     6.77538475e-09   3.99869482e+00   1.01753779e+00   
230     6.82604541e-09   3.99893122e+00   1.01514593e+00   
231     6.87164000e-09   3.99908660e+00   1.01279862e+00   
232     6.91723460e-09   3.99923380e+00   1.01043333e+00   
233     6.96282919e-09   3.99934060e+00   1.00849962e+00   
234     7.00118656e-09   3.99943113e+00   1.00707673e+00   
235     7.03427369e-09   3.99948101e+00   1.00591864e+00   
236     7.06736081e-09   3.99954036e+00   1.00480926e+00   
237     7.10044793e-09   3.99957610e+00   1.00390811e+00   
238     7.13353506e-09   3.99962256e+00   1.00314136e+00   
239     7.16662218e-09   3.99964700e+00   1.00252044e+00   
240     7.19607925e-09   3.99967990e+00   1.00207325e+00   
241     7.22259062e-09   3.99969247e+00   1.00184157e+00   
242     7.24910198e-09   3.99971708e+00   1.00163844e+00   
243     7.27561334e-09   3.99972480e+00   1.00148052e+00   
244     7.30212471e-09   3.99974424e+00   1.00128847e+00   
245     7.32863607e-09   3.99974884e+00   1.00113435e+00   
246     7.35514744e-09   3.99976503e+00   1.00095722e+00   
247     7.38165880e-09   3.99976788e+00   1.00082790e+00   
248     7.40817017e-09   3.99978174e+00   1.00068760e+00   
249     7.43468153e-09   3.99978334e+00   1.00059525e+00   
250     7.46119289e-09   3.99979523e+00   1.00049336e+00   
251     7.48770426e-09   3.99979580e+00   1.00043544e+00   
252     7.51421562e-09   3.99980598e+00   1.00036745e+00   
253     7.54072699e-09   3.99980570e+00   1.00033172e+00   
254     7.56723835e-09   3.99981436e+00   1.00027530e+00   
255     7.59374971e-09   3.99981353e+00   1.00024768e+00   
256     7.62026108e-09   3.99982105e+00   1.00020640e+00   
257     7.64677244e-09   3.99981985e+00   1.00019225e+00   
258     7.67328381e-09   3.99982636e+00   1.00016305e+00   
259     7.69979517e-09   3.99982488e+00   1.00015490e+00   
260     7.72630654e-09   3.99983054e+00   1.00013084e+00   
261     7.75281790e-09   3.99982894e+00   1.00012972e+00   
262     7.77667813e-09   3.99983375e+00   1.00011279e+00   
263     7.80053836e-09   3.99983182e+00   1.00011184e+00   
264     7.82439858e-09   3.99983591e+00   1.00009369e+00   
265     7.84825881e-09   3.99983409e+00   1.00009126e+00   
266     7.87211904e-09   3.99983775e+00   1.00007386e+00   
267     7.91983949e-09   3.99983670e+00   1.00006440e+00   
268     7.96755995e-09   3.99984063e+00   1.00004437e+00   
269     8.01528041e-09   3.99983944e+00   1.00004217e+00   
270     8.05822882e-09   3.99984271e+00   1.00002860e+00   
271     8.09585648e-09   3.99984078e+00   1.00003070e+00   
272     8.12899463e-09   3.99984380e+00   1.00001986e+00   
273     8.16213279e-09   3.99984306e+00   1.00002313e+00   
274     8.19527094e-09   3.99984676e+00   1.00001370e+00   
275     8.22840910e-09   3.99984630e+00   1.00001771e+00   
276     8.26154725e-09   3.99984999e+00   1.00000920e+00   
277     8.29108628e-09   3.99985086e+00   1.00001370e+00   
278     8.31767141e-09   3.99985480e+00   1.00000641e+00   
279     8.34425654e-09   3.99985214e+00   1.00001106e+00   
280     8.37084167e-09   3.99985116e+00   1.00000414e+00   
281     8.39742680e-09   3.99984724e+00   1.00000869e+00   
282     8.42401193e-09   3.99984496e+00   1.00000235e+00   
283     8.45059706e-09   3.99983741e+00   1.00000695e+00   
284     8.47718219e-09   3.99983097e+00   1.00000116e+00   
285     8.50376731e-09   3.99982171e+00   1.00000577e+00   
286     8.53035244e-09   3.99981532e+00   1.00000043e+00   
287     8.55693757e-09   3.99980764e+00   1.00000495e+00   
288     8.58352270e-09   3.99980230e+00   9.99999925e-01   
289     8.61010783e-09   3.99978864e+00   1.00000424e+00   
290     8.63669296e-09   3.99976901e+00   9.99999427e-01   
291     8.66327809e-09   3.99975783e+00   1.00000368e+00   
292     8.68986322e-09   3.99976522e+00   9.99999320e-01   
293     8.71644835e-09   3.99978491e+00   1.00000349e+00   
294     8.74303347e-09   3.99982229e+00   9.99999329e-01   
295     8.76961860e-09   3.99987290e+00   1.00000328e+00   
296     8.79620373e-09   3.99994834e+00   9.99999311e-01   
297     8.82278886e-09   4.00004099e+00   1.00000309e+00   
298     8.84937399e-09   4.00018202e+00   9.99999422e-01   
299     8.87595912e-09   4.00035049e+00   1.00000311e+00   
300     8.90254425e-09   4.00046378e+00   9.99998904e-01   
301     8.92912938e-09   4.00054424e+00   1.00000183e+00   
302     8.95571451e-09   4.00059708e+00   9.99997989e-01   
303     8.98229964e-09   4.00054814e+00   1.00000062e+00   
304     9.00888476e-09   4.00037050e+00   9.99996455e-01   
305     9.03546989e-09   4.00005425e+00   9.99998912e-01   
306     9.06205502e-09   3.99960207e+00   9.99995245e-01   
307     9.08864015e-09   3.99902466e+00   9.99998146e-01   
308     9.11522528e-09   3.99832785e+00   9.99995197e-01   
309     9.14181041e-09   3.99747932e+00   9.99998165e-01   
310     9.16839554e-09   3.99628684e+00   9.99994109e-01   
311     9.19498067e-09   3.99473697e+00   9.99995474e-01   
312     9.22156580e-09   3.99328900e+00   9.99994502e-01   
313     9.24815092e-09   3.99218620e+00   1.00000165e+00   
314     9.27473605e-09   3.99161385e+00   1.00000453e+00   
315     9.30132118e-09   3.99182185e+00   1.00001356e+00   
316     9.30961776e-09   3.99211160e+00   1.00001423e+00   
317     9.32621091e-09   3.99290184e+00   1.00001804e+00   
318     9.34280407e-09   3.99423024e+00   1.00002250e+00   
319     9.35939722e-09   3.99613252e+00   1.00002707e+00   
320     9.37599037e-09   3.99860704e+00   1.00003110e+00   
321     9.40917668e-09   4.00547851e+00   1.00003768e+00   
322     9.44236298e-09   4.01312352e+00   1.00003111e+00   
323     9.47554929e-09   4.02019837e+00   1.00001305e+00   
324     9.50873560e-09   4.02658852e+00   9.99996240e-01   
325     9.54192190e-09   4.03220118e+00   9.99983724e-01   
326     9.60829451e-09   4.04137446e+00   9.99974077e-01   
327     9.67466713e-09   4.04827135e+00   9.99977574e-01   
328     9.74103974e-09   4.05347108e+00   9.99985687e-01   
329     9.87378496e-09   4.05169028e+00   9.99983113e-01   
330     1.00065302e-08   4.01361099e+00   9.99956334e-01   
331     1.01392754e-08   3.91365878e+00   9.99938890e-01   
332     1.02720206e-08   3.71548294e+00   9.99902618e-01   
333     1.02913465e-08   3.67277797e+00   9.99884134e-01   
334     1.03106724e-08   3.62676145e+00   9.99856559e-01   
335     1.03493241e-08   3.51847576e+00   9.99795341e-01   
336     1.03879759e-08   3.38665908e+00   9.99735103e-01   
337     1.04266276e-08   3.23331877e+00   9.99716555e-01   
338     1.04652794e-08   3.06036449e+00   9.99779610e-01   
339     1.05039311e-08   2.86889225e+00   9.99933101e-01   
340     1.05425829e-08   2.66113138e+00   1.00018698e+00   
341     1.05812346e-08   2.44006183e+00   1.00054729e+00   
342     1.06198863e-08   2.20953316e+00   1.00104227e+00   
343     1.06585381e-08   1.97455384e+00   1.00173175e+00   
344     1.06971898e-08   1.75155830e+00   1.00298480e+00   
345     1.07358416e-08   1.55225016e+00   1.00507229e+00   
346     1.07744933e-08   1.40138402e+00   1.00725069e+00   
347     1.08131451e-08   1.29937606e+00   1.00880013e+00   
348     1.08517968e-08   1.22682995e+00   1.00853686e+00   
349     1.08904486e-08   1.17518183e+00   1.00468590e+00   
350     1.09291003e-08   1.13875304e+00   9.96987928e-01   
351     1.09677521e-08   1.11256700e+00   9.85477756e-01   
352     1.10064038e-08   1.09486588e+00   9.69472914e-01   
353     1.10450556e-08   1.08575559e+00   9.42585656e-01   
354     1.10786181e-08   1.08204987e+00   9.09260398e-01   
355     1.11088245e-08   1.07734377e+00   8.81772073e-01   
356     1.11390308e-08   1.07158878e+00   8.60058569e-01   
357     1.11692371e-08   1.06519459e+00   8.49102431e-01   
358     1.11994435e-08   1.05879342e+00   8.54945907e-01   
359     1.12296498e-08   1.05105143e+00   8.89332007e-01   
360     1.12568355e-08   1.04414311e+00   9.65742667e-01   
361     1.12840212e-08   1.03934288e+00   1.09210256e+00   
362     1.13112069e-08   1.03642932e+00   1.24465573e+00   
363     1.13383926e-08   1.03418927e+00   1.41457452e+00   
364     1.13655783e-08   1.03224547e+00   1.60686581e+00   
365     1.13927640e-08   1.03031723e+00   1.81114953e+00   
366     1.14471354e-08   1.02620892e+00   2.20888185e+00   
367     1.14960696e-08   1.02243786e+00   2.54715404e+00   
368     1.15450039e-08   1.01889540e+00   2.84649918e+00   
369     1.15890447e-08   1.01618859e+00   3.07941425e+00   
370     1.16250049e-08   1.01424496e+00   3.24442093e+00   
371     1.16573691e-08   1.01254784e+00   3.36187861e+00   
372     1.16897333e-08   1.01101170e+00   3.45690514e+00   
373     1.17220975e-08   1.00969174e+00   3.53429510e+00   
374     1.17544617e-08   1.00855385e+00   3.59370374e+00   
375     1.17868259e-08   1.00758071e+00   3.63427149e+00   
376     1.18159536e-08   1.00688572e+00   3.66612425e+00   
377     1.18421686e-08   1.00639065e+00   3.69563696e+00   
378     1.18683836e-08   1.00596371e+00   3.72753634e+00   
379     1.18945986e-08   1.00556964e+00   3.75881039e+00   
380     1.19208136e-08   1.00518934e+00   3.78888871e+00   
381     1.19470286e-08   1.00483038e+00   3.81626654e+00   
382     1.19732436e-08   1.00448917e+00   3.84100550e+00   
383     1.19994586e-08   1.00417781e+00   3.86271795e+00   
384     1.20256736e-08   1.00389079e+00   3.88184333e+00   
385     1.20518886e-08   1.00363433e+00   3.89830593e+00   
386     1.20781036e-08   1.00340041e+00   3.91260338e+00   
387     1.21043186e-08   1.00319431e+00   3.92511449e+00   
388     1.21305336e-08   1.00300748e+00   3.93650458e+00   
389     1.21567486e-08   1.00283816e+00   3.94639398e+00   
390     1.21829636e-08   1.00267521e+00   3.95443849e+00   
391     1.22091786e-08   1.00252722e+00   3.96088426e+00   
392     1.22353935e-08   1.00238979e+00   3.96620998e+00   
393     1.22616085e-08   1.00226659e+00   3.97058023e+00   
394     1.22878235e-08   1.00215045e+00   3.97432288e+00   
395     1.23140385e-08   1.00204361e+00   3.97722877e+00   
396     1.23402535e-08   1.00194101e+00   3.97973182e+00   
397     1.23664685e-08   1.00184965e+00   3.98213017e+00   
398     1.23926835e-08   1.00175991e+00   3.98447768e+00   
399     1.24188985e-08   1.00167669e+00   3.98662308e+00   
400     1.24451135e-08   1.00159265e+00   3.98854138e+00   
401     1.24713285e-08   1.00151505e+00   3.99011804e+00   
402     1.24975435e-08   1.00143758e+00   3.99145801e+00   
403     1.25237585e-08   1.00136778e+00   3.99251415e+00   
404     1.25499735e-08   1.00129839e+00   3.99342510e+00   
405     1.25761885e-08   1.00123675e+00   3.99414447e+00   
406     1.26024035e-08   1.00117483e+00   3.99479218e+00   
407     1.26286185e-08   1.00112019e+00   3.99531056e+00   
408     1.26548334e-08   1.00106457e+00   3.99581328e+00   
409     1.26810484e-08   1.00101585e+00   3.99623590e+00   
410     1.27072634e-08   1.00096535e+00   3.99664309e+00   
411     1.27334784e-08   1.00092125e+00   3.99694404e+00   
412     1.27596934e-08   1.00087523e+00   3.99723992e+00   
413     1.27859084e-08   1.00083579e+00   3.99747514e+00   
414     1.28121234e-08   1.00079413e+00   3.99772820e+00   
415     1.28383384e-08   1.00075875e+00   3.99793175e+00   
416     1.28645534e-08   1.00072078e+00   3.99814590e+00   
417     1.28907684e-08   1.00068892e+00   3.99831334e+00   
418     1.29169834e-08   1.00065443e+00   3.99851299e+00   
419     1.29431984e-08   1.00062581e+00   3.99866579e+00   
420     1.29694134e-08   1.00059422e+00   3.99883276e+00   
421     1.29956284e-08   1.00056837e+00   3.99894465e+00   
422     1.30218434e-08   1.00053956e+00   3.99906870e+00   
423     1.30480584e-08   1.00051639e+00   3.99914439e+00   
424     1.30742734e-08   1.00049018e+00   3.99923959e+00   
425     1.31004883e-08   1.00046946e+00   3.99929395e+00   
426     1.31267033e-08   1.00044559e+00   3.99937233e+00   
427     1.31529183e-08   1.00042701e+00   3.99941321e+00   
428     1.31791333e-08   1.00040520e+00   3.99947962e+00   
429     1.32053483e-08   1.00038850e+00   3.99951040e+00   
430     1.32315633e-08   1.00036847e+00   3.99956742e+00   
431     1.32577783e-08   1.00035339e+00   3.99958860e+00   
432     1.32839933e-08   1.00033512e+00   3.99963482e+00   
433     1.33102083e-08   1.00032175e+00   3.99964708e+00   
434     1.33364233e-08   1.00030504e+00   3.99968659e+00   
435     1.33626383e-08   1.00029298e+00   3.99969354e+00   
436     1.33888533e-08   1.00027759e+00   3.99972766e+00   
437     1.34150683e-08   1.00026675e+00   3.99972952e+00   
438     1.34412833e-08   1.00025259e+00   3.99975856e+00   
439     1.34674983e-08   1.00024298e+00   3.99975720e+00   
440     1.34937133e-08   1.00023006e+00   3.99978276e+00   
441     1.35199282e-08   1.00022081e+00   3.99977765e+00   
442     1.35461432e-08   1.00020837e+00   3.99979933e+00   
443     1.35723582e-08   1.00020030e+00   3.99979163e+00   
444     1.35985732e-08   1.00018882e+00   3.99981104e+00   
445     1.36247882e-08   1.00018121e+00   3.99980210e+00   
446     1.36510032e-08   1.00017057e+00   3.99982015e+00   
447     1.36772182e-08   1.00016402e+00   3.99981052e+00   
448     1.37034332e-08   1.00015465e+00   3.99982747e+00   
449     1.37296482e-08   1.00014920e+00   3.99981726e+00   
450     1.37558632e-08   1.00014064e+00   3.99983320e+00   
451     1.37820782e-08   1.00013457e+00   3.99982254e+00   
452     1.38082932e-08   1.00012484e+00   3.99983755e+00   
453     1.38345082e-08   1.00012129e+00   3.99982651e+00   
454     1.38607232e-08   1.00011722e+00   3.99984079e+00   
455     1.38869382e-08   1.00011734e+00   3.99982964e+00   
456     1.39131532e-08   1.00011543e+00   3.99984333e+00   
457     1.39393682e-08   1.00011693e+00   3.99983211e+00   
458     1.39655831e-08   1.00011723e+00   3.99984524e+00   
459     1.39917981e-08   1.00012079e+00   3.99983401e+00   
460     1.40180131e-08   1.00012625e+00   3.99984671e+00   
461     1.40442281e-08   1.00013440e+00   3.99983557e+00   
462     1.40704431e-08   1.00012559e+00   3.99984768e+00   
463     1.40966581e-08   1.00011564e+00   3.99983654e+00   
