Index        TIME          {V(20)+1.0}      {V(2)+1.0}
132     2.60362471e-08   3.89125880e+00   9.55026931e-01   
133     2.60443497e-08   3.86695089e+00   9.41964264e-01   
134     2.60524523e-08   3.84264297e+00   9.28783900e-01   
135     2.60605550e-08   3.81833505e+00   9.15504398e-01   
136     2.60767603e-08   3.76971922e+00   8.88768482e-01   
137     2.60929655e-08   3.72110339e+00   8.61680061e-01   
138     2.61091708e-08   3.67248755e+00   8.34456072e-01   
139     2.61253761e-08   3.62387172e+00   8.07155434e-01   
140     2.61415814e-08   3.57525589e+00   7.79829973e-01   
141     2.61577866e-08   3.52664006e+00   7.52538402e-01   
142     2.61869561e-08   3.43913156e+00   7.03656854e-01   
143     2.62128927e-08   3.36132183e+00   6.61070917e-01   
144     2.62388293e-08   3.28351209e+00   6.22201562e-01   
145     2.62647659e-08   3.20570236e+00   5.89739061e-01   
146     2.62839985e-08   3.14800454e+00   5.70474159e-01   
147     2.63032311e-08   3.09030671e+00   5.57014787e-01   
148     2.63224637e-08   3.03260888e+00   5.50385833e-01   
149     2.63609289e-08   2.91721323e+00   5.57054341e-01   
150     2.63791846e-08   2.86244617e+00   5.74909032e-01   
151     2.63974403e-08   2.80767911e+00   6.01660038e-01   
152     2.64156960e-08   2.75291206e+00   6.37883641e-01   
153     2.64522074e-08   2.64337794e+00   7.35789566e-01   
154     2.64850676e-08   2.54479723e+00   8.61878203e-01   
155     2.65146418e-08   2.45607459e+00   1.01337103e+00   
156     2.65236933e-08   2.42892005e+00   1.06788487e+00   
157     2.65327448e-08   2.40176550e+00   1.12711027e+00   
158     2.65508479e-08   2.34745641e+00   1.26267127e+00   
159     2.65640706e-08   2.30778809e+00   1.37872022e+00   
160     2.65772934e-08   2.26811976e+00   1.50924278e+00   
161     2.66037390e-08   2.18878310e+00   1.80590284e+00   
162     2.66258176e-08   2.12254712e+00   2.08674652e+00   
163     2.66478963e-08   2.05631114e+00   2.39307581e+00   
164     2.66699749e-08   1.99007516e+00   2.71874232e+00   
165     2.66920536e-08   1.92383918e+00   3.05350222e+00   
166     2.67058940e-08   1.88231788e+00   3.22786630e+00   
167     2.67197345e-08   1.84079659e+00   3.35220930e+00   
168     2.67335749e-08   1.79927529e+00   3.44750751e+00   
169     2.67474153e-08   1.75775400e+00   3.52756607e+00   
170     2.67612558e-08   1.71623270e+00   3.59122358e+00   
171     2.67750962e-08   1.67471140e+00   3.64434792e+00   
172     2.68027771e-08   1.59166881e+00   3.72187058e+00   
173     2.68276898e-08   1.51693048e+00   3.77312673e+00   
174     2.68526026e-08   1.44219215e+00   3.81097690e+00   
175     2.68775154e-08   1.36745382e+00   3.83904564e+00   
176     2.69273409e-08   1.21797715e+00   3.87916682e+00   
177     2.69771665e-08   1.06850049e+00   3.89823402e+00   
178     2.70000000e-08   1.00000000e+00   3.90538697e+00   
179     2.70228335e-08   1.00000000e+00   3.93863392e+00   
180     2.70242606e-08   1.00000000e+00   3.94063666e+00   
181     2.70271148e-08   1.00000000e+00   3.94438389e+00   
182     2.70296835e-08   1.00000000e+00   3.94755694e+00   
183     2.70348211e-08   1.00000000e+00   3.95319412e+00   
184     2.70399586e-08   1.00000000e+00   3.95819909e+00   
185     2.70502337e-08   1.00000000e+00   3.96619524e+00   
186     2.70605088e-08   1.00000000e+00   3.97258073e+00   
187     2.70707838e-08   1.00000000e+00   3.97768232e+00   
188     2.70913340e-08   1.00000000e+00   3.98564299e+00   
189     2.71098291e-08   1.00000000e+00   3.98950605e+00   
190     2.71283242e-08   1.00000000e+00   3.99218360e+00   
191     2.71468194e-08   1.00000000e+00   3.99404634e+00   
192     2.71838096e-08   1.00000000e+00   3.99658575e+00   
193     2.72207999e-08   1.00000000e+00   3.99745092e+00   
194     2.72577902e-08   1.00000000e+00   3.99795515e+00   
195     2.73317707e-08   1.00000000e+00   3.99842132e+00   
196     2.74057512e-08   1.00000000e+00   3.99867036e+00   
197     2.74797317e-08   1.00000000e+00   3.99882535e+00   
198     2.76276928e-08   1.00000000e+00   3.99903948e+00   
199     2.77756538e-08   1.00000000e+00   3.99914510e+00   
200     2.79236149e-08   1.00000000e+00   3.99922909e+00   
201     2.80715759e-08   1.00000000e+00   3.99929591e+00   
202     2.83674980e-08   1.00000000e+00   3.99940050e+00   
203     2.86634201e-08   1.00000000e+00   3.99946511e+00   
204     2.89593422e-08   1.00000000e+00   3.99951542e+00   
205     2.92552643e-08   1.00000000e+00   3.99955535e+00   
206     2.98471085e-08   1.00000000e+00   3.99961828e+00   
207     3.04389528e-08   1.00000000e+00   3.99965846e+00   
208     3.10307970e-08   1.00000000e+00   3.99968985e+00   
209     3.16226412e-08   1.00000000e+00   3.99971496e+00   
210     3.28063296e-08   1.00000000e+00   3.99975481e+00   
211     3.39900180e-08   1.00000000e+00   3.99978076e+00   
212     3.51737064e-08   1.00000000e+00   3.99980112e+00   
213     3.63573948e-08   1.00000000e+00   3.99981758e+00   
214     3.87247716e-08   1.00000000e+00   3.99984391e+00   
215     4.10921484e-08   1.00000000e+00   3.99986149e+00   
216     4.34595252e-08   1.00000000e+00   3.99987547e+00   
217     4.58269020e-08   1.00000000e+00   3.99988689e+00   
218     5.00000000e-08   1.00000000e+00   3.99990339e+00   
219     5.00050000e-08   1.01500000e+00   4.00847530e+00   
220     5.00062826e-08   1.01884791e+00   4.01061540e+00   
221     5.00075653e-08   1.02269583e+00   4.01269393e+00   
222     5.00088479e-08   1.02654374e+00   4.01471061e+00   
223     5.00114132e-08   1.03423957e+00   4.01850616e+00   
224     5.00139785e-08   1.04193540e+00   4.02207689e+00   
225     5.00191090e-08   1.05732706e+00   4.02842290e+00   
226     5.00293701e-08   1.08811037e+00   4.03861013e+00   
227     5.00396312e-08   1.11889369e+00   4.04684023e+00   
228     5.00601534e-08   1.18046032e+00   4.05823322e+00   
229     5.00806756e-08   1.24202695e+00   4.06639371e+00   
230     5.00858062e-08   1.25741860e+00   4.06826403e+00   
231     5.00960673e-08   1.28820192e+00   4.07145206e+00   
232     5.01063284e-08   1.31898523e+00   4.07420984e+00   
233     5.01114590e-08   1.33437689e+00   4.07549622e+00   
234     5.01140242e-08   1.34207272e+00   4.07611791e+00   
235     5.01153069e-08   1.34592064e+00   4.07642355e+00   
236     5.01178722e-08   1.35361646e+00   4.07701489e+00   
237     5.01191548e-08   1.35746438e+00   4.07730587e+00   
238     5.01217201e-08   1.36516021e+00   4.07786979e+00   
239     5.01230027e-08   1.36900812e+00   4.07814752e+00   
240     5.01255680e-08   1.37670395e+00   4.07868666e+00   
241     5.01268506e-08   1.38055186e+00   4.07895242e+00   
242     5.01294159e-08   1.38824769e+00   4.07946917e+00   
243     5.01306985e-08   1.39209561e+00   4.07972410e+00   
244     5.01313399e-08   1.39401956e+00   4.07985072e+00   
245     5.01326225e-08   1.39786748e+00   4.08010058e+00   
246     5.01332638e-08   1.39979144e+00   4.08022471e+00   
247     5.01345465e-08   1.40363935e+00   4.08046976e+00   
248     5.01351878e-08   1.40556331e+00   4.08059152e+00   
249     5.01364704e-08   1.40941122e+00   4.08083200e+00   
250     5.01371117e-08   1.41133518e+00   4.08095152e+00   
251     5.01383944e-08   1.41518309e+00   4.08118766e+00   
252     5.01390357e-08   1.41710705e+00   4.08130505e+00   
253     5.01403183e-08   1.42095497e+00   4.08153707e+00   
254     5.01428836e-08   1.42865079e+00   4.08199080e+00   
255     5.01480142e-08   1.44404245e+00   4.08286201e+00   
256     5.01531447e-08   1.45943411e+00   4.08370231e+00   
257     5.01544273e-08   1.46328202e+00   4.08391075e+00   
258     5.01550687e-08   1.46520598e+00   4.08401453e+00   
259     5.01563513e-08   1.46905390e+00   4.08422034e+00   
260     5.01576339e-08   1.47290181e+00   4.08442446e+00   
261     5.01582753e-08   1.47482577e+00   4.08452613e+00   
262     5.01595579e-08   1.47867368e+00   4.08472785e+00   
263     5.01608405e-08   1.48252160e+00   4.08492805e+00   
264     5.01614819e-08   1.48444555e+00   4.08502780e+00   
265     5.01618025e-08   1.48540753e+00   4.08507759e+00   
266     5.01624438e-08   1.48733149e+00   4.08517679e+00   
267     5.01637265e-08   1.49117940e+00   4.08537376e+00   
268     5.01643678e-08   1.49310336e+00   4.08547192e+00   
269     5.01646884e-08   1.49406534e+00   4.08552092e+00   
270     5.01653298e-08   1.49598930e+00   4.08561859e+00   
271     5.01656504e-08   1.49695127e+00   4.08566734e+00   
272     5.01662917e-08   1.49887523e+00   4.08576452e+00   
273     5.01675744e-08   1.50272315e+00   4.08595761e+00   
274     5.01682157e-08   1.50464710e+00   4.08605387e+00   
275     5.01685364e-08   1.50560908e+00   4.08610193e+00   
276     5.01691777e-08   1.50753304e+00   4.08619775e+00   
277     5.01694983e-08   1.50849502e+00   4.08624560e+00   
278     5.01701397e-08   1.51041897e+00   4.08634099e+00   
279     5.01704603e-08   1.51138095e+00   4.08638862e+00   
280     5.01711016e-08   1.51330491e+00   4.08648360e+00   
281     5.01714223e-08   1.51426689e+00   4.08653102e+00   
282     5.01720636e-08   1.51619085e+00   4.08662560e+00   
283     5.01733463e-08   1.52003876e+00   4.08681369e+00   
284     5.01739876e-08   1.52196272e+00   4.08690751e+00   
285     5.01743082e-08   1.52292470e+00   4.08695436e+00   
286     5.01749496e-08   1.52484865e+00   4.08704781e+00   
287     5.01752702e-08   1.52581063e+00   4.08709448e+00   
288     5.01759115e-08   1.52773459e+00   4.08718758e+00   
289     5.01771942e-08   1.53158250e+00   4.08737284e+00   
290     5.01778355e-08   1.53350646e+00   4.08746527e+00   
291     5.01791181e-08   1.53735438e+00   4.08764927e+00   
292     5.01797594e-08   1.53927833e+00   4.08774107e+00   
293     5.01810421e-08   1.54312625e+00   4.08792388e+00   
294     5.01816834e-08   1.54505020e+00   4.08801511e+00   
295     5.01829660e-08   1.54889812e+00   4.08819680e+00   
296     5.01836074e-08   1.55082208e+00   4.08828749e+00   
297     5.01848900e-08   1.55466999e+00   4.08846816e+00   
298     5.01855313e-08   1.55659395e+00   4.08855835e+00   
299     5.01868140e-08   1.56044186e+00   4.08873806e+00   
300     5.01874553e-08   1.56236582e+00   4.08882778e+00   
301     5.01877759e-08   1.56332780e+00   4.08887261e+00   
302     5.01884173e-08   1.56525175e+00   4.08896211e+00   
303     5.01896999e-08   1.56909967e+00   4.08914053e+00   
304     5.01903412e-08   1.57102363e+00   4.08922962e+00   
305     5.01906619e-08   1.57198560e+00   4.08927413e+00   
306     5.01913032e-08   1.57390956e+00   4.08936303e+00   
307     5.01925858e-08   1.57775748e+00   4.08954029e+00   
308     5.01938685e-08   1.58160539e+00   4.08971709e+00   
309     5.01941891e-08   1.58256737e+00   4.08976128e+00   
310     5.01948304e-08   1.58449133e+00   4.08984953e+00   
311     5.01954718e-08   1.58641528e+00   4.08993768e+00   
312     5.01967544e-08   1.59026320e+00   4.09011353e+00   
313     5.01980370e-08   1.59411111e+00   4.09028901e+00   
314     5.02006023e-08   1.60180694e+00   4.09063849e+00   
315     5.02031676e-08   1.60950277e+00   4.09098681e+00   
316     5.02038089e-08   1.61142673e+00   4.09107388e+00   
317     5.02041296e-08   1.61238871e+00   4.09111740e+00   
318     5.02042899e-08   1.61286969e+00   4.09113916e+00   
319     5.02046106e-08   1.61383167e+00   4.09118266e+00   
320     5.02047709e-08   1.61431266e+00   4.09120441e+00   
321     5.02050915e-08   1.61527464e+00   4.09124788e+00   
322     5.02052519e-08   1.61575563e+00   4.09126962e+00   
323     5.02055725e-08   1.61671761e+00   4.09131307e+00   
324     5.02057329e-08   1.61719860e+00   4.09133480e+00   
325     5.02060535e-08   1.61816058e+00   4.09137823e+00   
326     5.02062139e-08   1.61864157e+00   4.09139994e+00   
327     5.02065345e-08   1.61960354e+00   4.09144336e+00   
328     5.02071758e-08   1.62152750e+00   4.09153012e+00   
329     5.02074965e-08   1.62248948e+00   4.09157350e+00   
330     5.02076568e-08   1.62297047e+00   4.09159519e+00   
331     5.02079775e-08   1.62393245e+00   4.09163854e+00   
332     5.02081378e-08   1.62441344e+00   4.09166022e+00   
333     5.02084585e-08   1.62537542e+00   4.09170356e+00   
334     5.02090998e-08   1.62729937e+00   4.09179019e+00   
335     5.02092601e-08   1.62778036e+00   4.09181185e+00   
336     5.02093403e-08   1.62802086e+00   4.09182268e+00   
337     5.02095006e-08   1.62850185e+00   4.09184434e+00   
338     5.02095808e-08   1.62874234e+00   4.09185516e+00   
339     5.02097411e-08   1.62922333e+00   4.09187681e+00   
340     5.02100618e-08   1.63018531e+00   4.09192011e+00   
341     5.02102221e-08   1.63066630e+00   4.09194175e+00   
342     5.02105428e-08   1.63162828e+00   4.09198503e+00   
343     5.02107031e-08   1.63210927e+00   4.09200666e+00   
344     5.02110237e-08   1.63307124e+00   4.09204993e+00   
345     5.02116651e-08   1.63499520e+00   4.09213642e+00   
346     5.02129477e-08   1.63884312e+00   4.09230925e+00   
347     5.02142303e-08   1.64269103e+00   4.09248199e+00   
348     5.02153847e-08   1.64615415e+00   4.09263741e+00   
349     5.02165391e-08   1.64961728e+00   4.09279279e+00   
350     5.02176935e-08   1.65308040e+00   4.09294814e+00   
351     5.02179821e-08   1.65394618e+00   4.09298698e+00   
352     5.02181264e-08   1.65437907e+00   4.09300641e+00   
353     5.02181985e-08   1.65459552e+00   4.09301612e+00   
354     5.02183428e-08   1.65502841e+00   4.09303554e+00   
355     5.02184150e-08   1.65524485e+00   4.09304525e+00   
356     5.02185592e-08   1.65567774e+00   4.09306468e+00   
357     5.02186314e-08   1.65589419e+00   4.09307439e+00   
358     5.02187757e-08   1.65632708e+00   4.09309381e+00   
359     5.02190643e-08   1.65719286e+00   4.09313266e+00   
360     5.02196415e-08   1.65892442e+00   4.09321033e+00   
361     5.02202187e-08   1.66065598e+00   4.09328801e+00   
362     5.02213730e-08   1.66411910e+00   4.09344335e+00   
363     5.02225274e-08   1.66758223e+00   4.09359872e+00   
364     5.02236818e-08   1.67104535e+00   4.09375412e+00   
365     5.02259905e-08   1.67797160e+00   4.09406502e+00   
366     5.02275215e-08   1.68256440e+00   4.09427137e+00   
367     5.02279042e-08   1.68371260e+00   4.09432298e+00   
368     5.02286697e-08   1.68600900e+00   4.09442624e+00   
369     5.02292650e-08   1.68779496e+00   4.09450658e+00   
370     5.02294138e-08   1.68824145e+00   4.09452667e+00   
371     5.02294882e-08   1.68846470e+00   4.09453671e+00   
372     5.02295254e-08   1.68857632e+00   4.09454173e+00   
373     5.02295440e-08   1.68863213e+00   4.09454424e+00   
374     5.02295813e-08   1.68874375e+00   4.09454927e+00   
375     5.02296557e-08   1.68896700e+00   4.09455931e+00   
376     5.02296929e-08   1.68907862e+00   4.09456434e+00   
377     5.02297115e-08   1.68913443e+00   4.09456685e+00   
378     5.02297487e-08   1.68924605e+00   4.09457187e+00   
379     5.02297673e-08   1.68930187e+00   4.09457438e+00   
380     5.02298045e-08   1.68941349e+00   4.09457941e+00   
381     5.02298231e-08   1.68946930e+00   4.09458192e+00   
382     5.02298603e-08   1.68958092e+00   4.09458694e+00   
383     5.02298789e-08   1.68963673e+00   4.09458945e+00   
384     5.02299161e-08   1.68974836e+00   4.09459448e+00   
385     5.02299347e-08   1.68980417e+00   4.09459699e+00   
386     5.02299719e-08   1.68991579e+00   4.09460201e+00   
387     5.02299905e-08   1.68997160e+00   4.09460453e+00   
388     5.02300277e-08   1.69008322e+00   4.09460955e+00   
389     5.02300463e-08   1.69013903e+00   4.09461206e+00   
390     5.02300556e-08   1.69016694e+00   4.09461332e+00   
391     5.02300743e-08   1.69022275e+00   4.09461583e+00   
392     5.02300836e-08   1.69025066e+00   4.09461709e+00   
393     5.02301022e-08   1.69030647e+00   4.09461960e+00   
394     5.02301115e-08   1.69033437e+00   4.09462085e+00   
395     5.02301301e-08   1.69039018e+00   4.09462337e+00   
396     5.02301673e-08   1.69050181e+00   4.09462839e+00   
397     5.02301859e-08   1.69055762e+00   4.09463090e+00   
398     5.02301952e-08   1.69058552e+00   4.09463216e+00   
399     5.02302138e-08   1.69064134e+00   4.09463467e+00   
400     5.02302510e-08   1.69075296e+00   4.09463970e+00   
401     5.02302696e-08   1.69080877e+00   4.09464221e+00   
402     5.02302789e-08   1.69083668e+00   4.09464347e+00   
403     5.02302975e-08   1.69089249e+00   4.09464598e+00   
404     5.02303068e-08   1.69092039e+00   4.09464723e+00   
405     5.02303254e-08   1.69097620e+00   4.09464975e+00   
406     5.02303626e-08   1.69108783e+00   4.09465477e+00   
407     5.02303812e-08   1.69114364e+00   4.09465728e+00   
408     5.02304184e-08   1.69125526e+00   4.09466231e+00   
409     5.02304928e-08   1.69147850e+00   4.09467236e+00   
410     5.02305300e-08   1.69159013e+00   4.09467739e+00   
411     5.02305486e-08   1.69164594e+00   4.09467990e+00   
412     5.02305579e-08   1.69167384e+00   4.09468116e+00   
413     5.02305766e-08   1.69172966e+00   4.09468367e+00   
414     5.02305859e-08   1.69175756e+00   4.09468492e+00   
415     5.02306045e-08   1.69181337e+00   4.09468744e+00   
416     5.02306138e-08   1.69184128e+00   4.09468869e+00   
417     5.02306324e-08   1.69189709e+00   4.09469121e+00   
418     5.02306696e-08   1.69200871e+00   4.09469623e+00   
419     5.02307440e-08   1.69223196e+00   4.09470629e+00   
420     5.02308184e-08   1.69245520e+00   4.09471634e+00   
421     5.02309672e-08   1.69290169e+00   4.09473645e+00   
422     5.02311161e-08   1.69334818e+00   4.09475655e+00   
423     5.02312649e-08   1.69379467e+00   4.09477666e+00   
424     5.02314137e-08   1.69424116e+00   4.09479678e+00   
425     5.02317114e-08   1.69513414e+00   4.09483701e+00   
426     5.02319646e-08   1.69589381e+00   4.09487124e+00   
427     5.02319788e-08   1.69593654e+00   4.09487317e+00   
428     5.02320073e-08   1.69602200e+00   4.09487702e+00   
429     5.02320109e-08   1.69603268e+00   4.09487750e+00   
430     5.02320180e-08   1.69605405e+00   4.09487846e+00   
431     5.02320323e-08   1.69609678e+00   4.09488039e+00   
432     5.02320394e-08   1.69611814e+00   4.09488135e+00   
433     5.02320536e-08   1.69616088e+00   4.09488328e+00   
434     5.02320607e-08   1.69618224e+00   4.09488424e+00   
435     5.02320750e-08   1.69622497e+00   4.09488616e+00   
436     5.02320821e-08   1.69624634e+00   4.09488713e+00   
437     5.02320964e-08   1.69628907e+00   4.09488905e+00   
438     5.02321035e-08   1.69631043e+00   4.09489002e+00   
439     5.02321177e-08   1.69635317e+00   4.09489194e+00   
440     5.02321248e-08   1.69637453e+00   4.09489290e+00   
441     5.02321391e-08   1.69641726e+00   4.09489483e+00   
442     5.02321462e-08   1.69643863e+00   4.09489579e+00   
443     5.02321498e-08   1.69644931e+00   4.09489628e+00   
444     5.02321569e-08   1.69647068e+00   4.09489724e+00   
445     5.02321605e-08   1.69648136e+00   4.09489772e+00   
446     5.02321676e-08   1.69650272e+00   4.09489868e+00   
447     5.02321818e-08   1.69654545e+00   4.09490061e+00   
448     5.02321889e-08   1.69656682e+00   4.09490157e+00   
449     5.02322032e-08   1.69660955e+00   4.09490350e+00   
450     5.02322103e-08   1.69663092e+00   4.09490446e+00   
451     5.02322139e-08   1.69664160e+00   4.09490494e+00   
452     5.02322210e-08   1.69666297e+00   4.09490590e+00   
453     5.02322245e-08   1.69667365e+00   4.09490639e+00   
454     5.02322317e-08   1.69669501e+00   4.09490735e+00   
455     5.02322352e-08   1.69670570e+00   4.09490783e+00   
456     5.02322424e-08   1.69672706e+00   4.09490879e+00   
457     5.02322566e-08   1.69676979e+00   4.09491072e+00   
458     5.02322637e-08   1.69679116e+00   4.09491168e+00   
459     5.02322673e-08   1.69680184e+00   4.09491216e+00   
460     5.02322744e-08   1.69682321e+00   4.09491313e+00   
461     5.02322886e-08   1.69686594e+00   4.09491505e+00   
462     5.02322958e-08   1.69688730e+00   4.09491602e+00   
463     5.02322993e-08   1.69689799e+00   4.09491650e+00   
