Index        TIME          {V(3)+1.0}       {V(4)+1.0}       {V(5)+1.0}       {V(7)+1.0}       {V(8)+1.0}       {V(9)+1.0}       {V(10)+1.0}      {V(11)+1.0}
61      2.02848999e-08   6.14244994e+00   8.86042355e+00   9.89912415e-01   1.09998680e+01   9.99999898e-01   1.10000000e+01   1.00000001e+00   1.10000000e+01   
62      2.04286961e-08   6.21434807e+00   8.74981374e+00   9.90409924e-01   1.09998857e+01   1.00000019e+00   1.10000000e+01   1.00000001e+00   1.10000000e+01   
63      2.07162886e-08   6.35814432e+00   8.51634415e+00   9.92353703e-01   1.09999437e+01   1.00000103e+00   1.10000000e+01   1.00000001e+00   1.10000000e+01   
64      2.08316765e-08   6.41583823e+00   8.41573877e+00   9.93704716e-01   1.09999802e+01   1.00000152e+00   1.10000000e+01   1.00000001e+00   1.10000000e+01   
65      2.09131093e-08   6.45655466e+00   8.34271851e+00   9.94836964e-01   1.10000101e+01   1.00000190e+00   1.10000000e+01   1.00000001e+00   1.10000000e+01   
66      2.09945422e-08   6.49727109e+00   8.26780263e+00   9.96168430e-01   1.10000445e+01   1.00000234e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
67      2.10204108e-08   6.51020541e+00   8.24382485e+00   9.96613126e-01   1.10000559e+01   1.00000248e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
68      2.10462795e-08   6.52313973e+00   8.21967444e+00   9.97080261e-01   1.10000679e+01   1.00000263e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
69      2.10721481e-08   6.53607405e+00   8.19535145e+00   9.97570440e-01   1.10000803e+01   1.00000278e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
70      2.11238854e-08   6.56194268e+00   8.14630256e+00   9.98607165e-01   1.10001065e+01   1.00000310e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
71      2.11756226e-08   6.58781132e+00   8.09660106e+00   9.99737762e-01   1.10001348e+01   1.00000344e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
72      2.12273599e-08   6.61367996e+00   8.04622100e+00   1.00097048e+00   1.10001654e+01   1.00000381e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
73      2.12790972e-08   6.63954859e+00   7.99515351e+00   1.00231158e+00   1.10001984e+01   1.00000420e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
74      2.13135887e-08   6.65679435e+00   7.96072609e+00   1.00326836e+00   1.10002218e+01   1.00000448e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
75      2.13480802e-08   6.67404011e+00   7.92599237e+00   1.00427707e+00   1.10002464e+01   1.00000476e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
76      2.13825717e-08   6.69128587e+00   7.89095202e+00   1.00533920e+00   1.10002722e+01   1.00000506e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
77      2.14170633e-08   6.70853163e+00   7.85560339e+00   1.00645734e+00   1.10002992e+01   1.00000537e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
78      2.14515548e-08   6.72577738e+00   7.81994622e+00   1.00763294e+00   1.10003274e+01   1.00000569e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
79      2.14860463e-08   6.74302314e+00   7.78397982e+00   1.00886779e+00   1.10003570e+01   1.00000603e+00   1.10000001e+01   1.00000001e+00   1.10000000e+01   
80      2.15550293e-08   6.77751466e+00   7.71112579e+00   1.01152293e+00   1.10004202e+01   1.00000673e+00   1.10000002e+01   1.00000001e+00   1.10000000e+01   
81      2.16240123e-08   6.81200617e+00   7.63704043e+00   1.01443737e+00   1.10004890e+01   1.00000749e+00   1.10000002e+01   1.00000001e+00   1.10000000e+01   
82      2.16929954e-08   6.84649769e+00   7.56172377e+00   1.01762577e+00   1.10005637e+01   1.00000831e+00   1.10000002e+01   1.00000001e+00   1.10000000e+01   
83      2.17619784e-08   6.88098920e+00   7.48517180e+00   1.02110687e+00   1.10006447e+01   1.00000917e+00   1.10000002e+01   1.00000001e+00   1.10000000e+01   
84      2.18309614e-08   6.91548072e+00   7.40738474e+00   1.02489516e+00   1.10007322e+01   1.00001010e+00   1.10000002e+01   1.00000001e+00   1.10000000e+01   
85      2.18999445e-08   6.94997223e+00   7.32836152e+00   1.02900641e+00   1.10008267e+01   1.00001109e+00   1.10000002e+01   1.00000001e+00   1.10000000e+01   
86      2.19725712e-08   6.98628562e+00   7.24383245e+00   1.03370998e+00   1.10009340e+01   1.00001219e+00   1.10000003e+01   1.00000001e+00   1.10000000e+01   
87      2.20451980e-08   7.02259901e+00   7.15793544e+00   1.03881533e+00   1.10010498e+01   1.00001337e+00   1.10000003e+01   1.00000001e+00   1.10000000e+01   
88      2.21178248e-08   7.05891239e+00   7.07067044e+00   1.04434292e+00   1.10011744e+01   1.00001462e+00   1.10000003e+01   1.00000001e+00   1.10000000e+01   
89      2.21904516e-08   7.09522578e+00   6.98200982e+00   1.05023064e+00   1.10013062e+01   1.00001592e+00   1.10000004e+01   1.00000001e+00   1.10000000e+01   
90      2.22630783e-08   7.13153916e+00   6.89195727e+00   1.05651010e+00   1.10014457e+01   1.00001726e+00   1.10000004e+01   1.00000001e+00   1.10000000e+01   
91      2.23357051e-08   7.16785255e+00   6.80050671e+00   1.06318368e+00   1.10015928e+01   1.00001864e+00   1.10000004e+01   1.00000001e+00   1.10000000e+01   
92      2.24083319e-08   7.20416593e+00   6.70765939e+00   1.07028245e+00   1.10017483e+01   1.00002007e+00   1.10000004e+01   1.00000001e+00   1.10000000e+01   
93      2.24809586e-08   7.24047932e+00   6.61340818e+00   1.07780469e+00   1.10019117e+01   1.00002155e+00   1.10000005e+01   1.00000001e+00   1.10000000e+01   
94      2.25535854e-08   7.27679270e+00   6.51774857e+00   1.08575891e+00   1.10020833e+01   1.00002306e+00   1.10000005e+01   1.00000001e+00   1.10000000e+01   
95      2.26262122e-08   7.31310609e+00   6.42069801e+00   1.09419650e+00   1.10022643e+01   1.00002463e+00   1.10000005e+01   1.00000001e+00   1.10000000e+01   
96      2.26988389e-08   7.34941947e+00   6.32224883e+00   1.10311987e+00   1.10024544e+01   1.00002626e+00   1.10000006e+01   1.00000001e+00   1.10000000e+01   
97      2.27714657e-08   7.38573286e+00   6.22240124e+00   1.11254671e+00   1.10026541e+01   1.00002794e+00   1.10000006e+01   1.00000001e+00   1.10000000e+01   
98      2.28440925e-08   7.42204625e+00   6.12116712e+00   1.12252781e+00   1.10028644e+01   1.00002969e+00   1.10000006e+01   1.00000001e+00   1.10000000e+01   
99      2.29167193e-08   7.45835963e+00   6.01854499e+00   1.13307616e+00   1.10030854e+01   1.00003151e+00   1.10000007e+01   1.00000001e+00   1.10000000e+01   
100     2.29893460e-08   7.49467302e+00   5.91453755e+00   1.14421654e+00   1.10033178e+01   1.00003340e+00   1.10000007e+01   1.00000001e+00   1.10000000e+01   
101     2.30982862e-08   7.54914309e+00   5.75593756e+00   1.16213031e+00   1.10036894e+01   1.00003639e+00   1.10000008e+01   1.00000001e+00   1.10000000e+01   
102     2.32072263e-08   7.60361317e+00   5.59424032e+00   1.18158007e+00   1.10040904e+01   1.00003958e+00   1.10000008e+01   1.00000001e+00   1.10000000e+01   
103     2.33161665e-08   7.65808325e+00   5.42945774e+00   1.20268948e+00   1.10045232e+01   1.00004299e+00   1.10000009e+01   1.00000001e+00   1.10000000e+01   
104     2.34251067e-08   7.71255333e+00   5.26160236e+00   1.22559110e+00   1.10049904e+01   1.00004664e+00   1.10000010e+01   1.00000001e+00   1.10000000e+01   
105     2.35558348e-08   7.77791742e+00   5.05840977e+00   1.25597975e+00   1.10056085e+01   1.00005149e+00   1.10000010e+01   1.00000001e+00   1.10000000e+01   
106     2.36865630e-08   7.84328152e+00   4.85281141e+00   1.28965479e+00   1.10062913e+01   1.00005686e+00   1.10000011e+01   1.00000002e+00   1.10000000e+01   
107     2.38172912e-08   7.90864561e+00   4.64535237e+00   1.32691324e+00   1.10070450e+01   1.00006280e+00   1.10000013e+01   1.00000002e+00   1.10000000e+01   
108     2.41430919e-08   8.07154593e+00   4.13740300e+00   1.43904840e+00   1.10093025e+01   1.00008053e+00   1.10000016e+01   1.00000002e+00   1.10000000e+01   
109     2.42496926e-08   8.12484630e+00   3.97465681e+00   1.48332091e+00   1.10101892e+01   1.00008742e+00   1.10000017e+01   1.00000002e+00   1.10000000e+01   
110     2.43562933e-08   8.17814667e+00   3.81522426e+00   1.53111787e+00   1.10111437e+01   1.00009478e+00   1.10000019e+01   1.00000002e+00   1.10000000e+01   
111     2.44343858e-08   8.21719288e+00   3.70045502e+00   1.56816534e+00   1.10118823e+01   1.00010044e+00   1.10000020e+01   1.00000002e+00   1.10000000e+01   
112     2.45124782e-08   8.25623908e+00   3.58786205e+00   1.60734408e+00   1.10126622e+01   1.00010640e+00   1.10000021e+01   1.00000002e+00   1.10000000e+01   
113     2.46686630e-08   8.33433150e+00   3.37200678e+00   1.69473187e+00   1.10143952e+01   1.00011945e+00   1.10000023e+01   1.00000002e+00   1.10000000e+01   
114     2.47674879e-08   8.38374395e+00   3.23933054e+00   1.75430450e+00   1.10155764e+01   1.00012836e+00   1.10000025e+01   1.00000003e+00   1.10000000e+01   
115     2.48561489e-08   8.42807447e+00   3.12331886e+00   1.81166464e+00   1.10167103e+01   1.00013696e+00   1.10000027e+01   1.00000003e+00   1.10000000e+01   
116     2.49448100e-08   8.47240500e+00   3.01058816e+00   1.87287964e+00   1.10178876e+01   1.00014560e+00   1.10000028e+01   1.00000003e+00   1.10000000e+01   
117     2.50334710e-08   8.51673552e+00   2.90169205e+00   1.93731127e+00   1.10190563e+01   1.00015344e+00   1.10000030e+01   1.00000003e+00   1.10000000e+01   
118     2.51221321e-08   8.56106604e+00   2.79683201e+00   2.00463577e+00   1.10201676e+01   1.00015972e+00   1.10000031e+01   1.00000003e+00   1.10000000e+01   
119     2.52107931e-08   8.60539656e+00   2.69476025e+00   2.07380076e+00   1.10212102e+01   1.00016452e+00   1.10000031e+01   1.00000003e+00   1.10000000e+01   
120     2.52994542e-08   8.64972709e+00   2.59640916e+00   2.14529715e+00   1.10221271e+01   1.00016686e+00   1.10000031e+01   1.00000003e+00   1.10000000e+01   
121     2.54767763e-08   8.73838813e+00   2.41209247e+00   2.29526715e+00   1.10232885e+01   1.00016020e+00   1.10000028e+01   1.00000002e+00   1.10000000e+01   
122     2.56093717e-08   8.80468585e+00   2.28493093e+00   2.41308696e+00   1.10234209e+01   1.00014364e+00   1.10000023e+01   1.00000001e+00   1.10000000e+01   
123     2.57419671e-08   8.87098357e+00   2.16679229e+00   2.53525241e+00   1.10226836e+01   1.00011449e+00   1.10000014e+01   9.99999993e-01   1.10000000e+01   
124     2.58745626e-08   8.93728129e+00   2.05745316e+00   2.66131956e+00   1.10208527e+01   1.00007053e+00   1.10000002e+01   9.99999975e-01   1.10000000e+01   
125     2.60071580e-08   9.00357901e+00   1.95660713e+00   2.79087300e+00   1.10176962e+01   1.00000962e+00   1.09999986e+01   9.99999952e-01   1.10000000e+01   
126     2.60955550e-08   9.04777750e+00   1.89391843e+00   2.87901711e+00   1.10147445e+01   9.99958694e-01   1.09999973e+01   9.99999934e-01   1.10000000e+01   
127     2.61839520e-08   9.09197598e+00   1.83473983e+00   2.96846816e+00   1.10110372e+01   9.99898892e-01   1.09999958e+01   9.99999915e-01   1.10000000e+01   
128     2.62723489e-08   9.13617446e+00   1.77896550e+00   3.05912913e+00   1.10065080e+01   9.99829673e-01   1.09999941e+01   9.99999893e-01   1.10000000e+01   
129     2.63512172e-08   9.17560859e+00   1.73191972e+00   3.14095521e+00   1.10016875e+01   9.99759402e-01   1.09999924e+01   9.99999871e-01   1.10000000e+01   
130     2.64300854e-08   9.21504272e+00   1.68736292e+00   3.22359439e+00   1.09960853e+01   9.99680716e-01   1.09999905e+01   9.99999848e-01   1.10000000e+01   
131     2.65089537e-08   9.25447685e+00   1.64520374e+00   3.30697675e+00   1.09896470e+01   9.99593202e-01   1.09999884e+01   9.99999824e-01   1.10000000e+01   
132     2.66643306e-08   9.33216530e+00   1.56866136e+00   3.47327042e+00   1.09742207e+01   9.99393554e-01   1.09999837e+01   9.99999771e-01   1.10000000e+01   
133     2.67302595e-08   9.36512973e+00   1.53944751e+00   3.54480754e+00   1.09661872e+01   9.99294501e-01   1.09999814e+01   9.99999746e-01   1.10000000e+01   
134     2.67961883e-08   9.39809415e+00   1.51163218e+00   3.61671214e+00   1.09574001e+01   9.99188628e-01   1.09999790e+01   9.99999721e-01   1.10000000e+01   
135     2.68512703e-08   9.42563516e+00   1.48937593e+00   3.67697891e+00   1.09495102e+01   9.99095263e-01   1.09999768e+01   9.99999699e-01   1.10000000e+01   
136     2.69145276e-08   9.45726381e+00   1.46506327e+00   3.74640177e+00   1.09396990e+01   9.98981467e-01   1.09999742e+01   9.99999673e-01   1.10000000e+01   
137     2.69777849e-08   9.48889245e+00   1.44194895e+00   3.81599760e+00   1.09291087e+01   9.98860975e-01   1.09999715e+01   9.99999647e-01   1.10000000e+01   
138     2.70413965e-08   9.52069823e+00   1.41986357e+00   3.88612525e+00   1.09176424e+01   9.98732923e-01   1.09999687e+01   9.99999619e-01   1.10000000e+01   
139     2.71050080e-08   9.55250401e+00   1.39889327e+00   3.95636262e+00   1.09053308e+01   9.98597880e-01   1.09999657e+01   9.99999591e-01   1.10000000e+01   
140     2.71686196e-08   9.58430979e+00   1.37900009e+00   4.02667841e+00   1.08921453e+01   9.98455746e-01   1.09999626e+01   9.99999563e-01   1.10000000e+01   
141     2.72646265e-08   9.63231324e+00   1.35123525e+00   4.13290777e+00   1.08701814e+01   9.98225162e-01   1.09999576e+01   9.99999518e-01   1.10000000e+01   
142     2.73507515e-08   9.67537577e+00   1.32806063e+00   4.22819288e+00   1.08487423e+01   9.98005056e-01   1.09999528e+01   9.99999477e-01   1.10000000e+01   
143     2.75230017e-08   9.76150083e+00   1.28763924e+00   4.41837161e+00   1.07985907e+01   9.97513693e-01   1.09999425e+01   9.99999394e-01   1.10000000e+01   
144     2.76560168e-08   9.82800840e+00   1.25971606e+00   4.56468649e+00   1.07552249e+01   9.97102029e-01   1.09999340e+01   9.99999328e-01   1.10000000e+01   
145     2.77890319e-08   9.89451597e+00   1.23471744e+00   4.71027555e+00   1.07069908e+01   9.96657622e-01   1.09999249e+01   9.99999262e-01   1.10000000e+01   
146     2.79220471e-08   9.96102353e+00   1.21234793e+00   4.85495098e+00   1.06536610e+01   9.96179975e-01   1.09999154e+01   9.99999194e-01   1.10000000e+01   
147     2.81880773e-08   1.00940387e+01   1.17306163e+00   5.14146075e+00   1.05340729e+01   9.95139909e-01   1.09998949e+01   9.99999056e-01   1.10000000e+01   
148     2.83843421e-08   1.01921710e+01   1.15078598e+00   5.34846459e+00   1.04276939e+01   9.94272818e-01   1.09998784e+01   9.99998959e-01   1.10000000e+01   
149     2.85806068e-08   1.02903034e+01   1.13185507e+00   5.55202352e+00   1.03102177e+01   9.93361273e-01   1.09998617e+01   9.99998874e-01   1.10000000e+01   
150     2.87768715e-08   1.03884358e+01   1.11577510e+00   5.75182199e+00   1.01811596e+01   9.92401148e-01   1.09998447e+01   9.99998797e-01   1.10000000e+01   
151     2.91694010e-08   1.05847005e+01   1.08913153e+00   6.14161740e+00   9.89243839e+00   9.90320948e-01   1.09998087e+01   9.99998643e-01   1.10000000e+01   
152     2.94084121e-08   1.07042060e+01   1.07776487e+00   6.36835203e+00   9.68162388e+00   9.88862011e-01   1.09997843e+01   9.99998543e-01   1.10000000e+01   
153     2.96474232e-08   1.08237116e+01   1.06841486e+00   6.58867218e+00   9.44725859e+00   9.87261827e-01   1.09997579e+01   9.99998433e-01   1.10000000e+01   
154     2.98864343e-08   1.09432172e+01   1.06072569e+00   6.80315075e+00   9.18929759e+00   9.85699369e-01   1.09997341e+01   9.99998380e-01   1.10000000e+01   
155     3.00000000e-08   1.10000000e+01   1.05739998e+00   6.90452139e+00   9.06118086e+00   9.85025983e-01   1.09997248e+01   9.99998390e-01   1.10000000e+01   
156     3.01135657e-08   1.10000000e+01   1.05354809e+00   7.00496881e+00   8.92515093e+00   9.84575665e-01   1.09997215e+01   9.99998496e-01   1.10000000e+01   
157     3.01277614e-08   1.10000000e+01   1.05307400e+00   7.01759555e+00   8.90795315e+00   9.84521845e-01   1.09997212e+01   9.99998510e-01   1.10000000e+01   
158     3.01419571e-08   1.10000000e+01   1.05260688e+00   7.03022370e+00   8.89062665e+00   9.84471544e-01   1.09997209e+01   9.99998526e-01   1.10000000e+01   
159     3.01703485e-08   1.10000000e+01   1.05169783e+00   7.05542311e+00   8.85553033e+00   9.84387821e-01   1.09997209e+01   9.99998564e-01   1.10000000e+01   
160     3.02271314e-08   1.10000000e+01   1.04997141e+00   7.10543268e+00   8.78371372e+00   9.84299958e-01   1.09997228e+01   9.99998671e-01   1.10000000e+01   
161     3.02839142e-08   1.10000000e+01   1.04833222e+00   7.15500279e+00   8.71031655e+00   9.84305262e-01   1.09997272e+01   9.99998813e-01   1.10000000e+01   
162     3.03974799e-08   1.10000000e+01   1.04536123e+00   7.25238259e+00   8.55732512e+00   9.84766923e-01   1.09997473e+01   9.99999253e-01   1.10000000e+01   
163     3.04887690e-08   1.10000000e+01   1.04315965e+00   7.32951124e+00   8.43040475e+00   9.85497588e-01   1.09997724e+01   9.99999725e-01   1.10000000e+01   
